"Area","MTU","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Portugal (PT)","01.01.2017 00:00 - 01.01.2017 01:00 (CET/CEST)","168","5","0"
"Portugal (PT)","01.01.2017 01:00 - 01.01.2017 02:00 (CET/CEST)","157","6","0"
"Portugal (PT)","01.01.2017 02:00 - 01.01.2017 03:00 (CET/CEST)","101","60","0"
"Portugal (PT)","01.01.2017 03:00 - 01.01.2017 04:00 (CET/CEST)","100","33","0"
"Portugal (PT)","01.01.2017 04:00 - 01.01.2017 05:00 (CET/CEST)","0","663","3"
"Portugal (PT)","01.01.2017 05:00 - 01.01.2017 06:00 (CET/CEST)","0","945","52"
"Portugal (PT)","01.01.2017 06:00 - 01.01.2017 07:00 (CET/CEST)","0","1235","53"
"Portugal (PT)","01.01.2017 07:00 - 01.01.2017 08:00 (CET/CEST)","0","1139","0"
"Portugal (PT)","01.01.2017 08:00 - 01.01.2017 09:00 (CET/CEST)","0","1044","10"
"Portugal (PT)","01.01.2017 09:00 - 01.01.2017 10:00 (CET/CEST)","0","1325","10"
"Portugal (PT)","01.01.2017 10:00 - 01.01.2017 11:00 (CET/CEST)","0","1300","14"
"Portugal (PT)","01.01.2017 11:00 - 01.01.2017 12:00 (CET/CEST)","0","110","29"
"Portugal (PT)","01.01.2017 12:00 - 01.01.2017 13:00 (CET/CEST)","163","12","208"
"Portugal (PT)","01.01.2017 13:00 - 01.01.2017 14:00 (CET/CEST)","142","12","279"
"Portugal (PT)","01.01.2017 14:00 - 01.01.2017 15:00 (CET/CEST)","31","125","84"
"Portugal (PT)","01.01.2017 15:00 - 01.01.2017 16:00 (CET/CEST)","62","630","0"
"Portugal (PT)","01.01.2017 16:00 - 01.01.2017 17:00 (CET/CEST)","99","588","19"
"Portugal (PT)","01.01.2017 17:00 - 01.01.2017 18:00 (CET/CEST)","328","6","162"
"Portugal (PT)","01.01.2017 18:00 - 01.01.2017 19:00 (CET/CEST)","394","3","279"
"Portugal (PT)","01.01.2017 19:00 - 01.01.2017 20:00 (CET/CEST)","492","1","240"
"Portugal (PT)","01.01.2017 20:00 - 01.01.2017 21:00 (CET/CEST)","369","2","190"
"Portugal (PT)","01.01.2017 21:00 - 01.01.2017 22:00 (CET/CEST)","293","2","150"
"Portugal (PT)","01.01.2017 22:00 - 01.01.2017 23:00 (CET/CEST)","256","2","73"
"Portugal (PT)","01.01.2017 23:00 - 02.01.2017 00:00 (CET/CEST)","237","3","34"
"Portugal (PT)","02.01.2017 00:00 - 02.01.2017 01:00 (CET/CEST)","87","4","0"
"Portugal (PT)","02.01.2017 01:00 - 02.01.2017 02:00 (CET/CEST)","0","186","0"
"Portugal (PT)","02.01.2017 02:00 - 02.01.2017 03:00 (CET/CEST)","0","597","0"
"Portugal (PT)","02.01.2017 03:00 - 02.01.2017 04:00 (CET/CEST)","0","1663","0"
"Portugal (PT)","02.01.2017 04:00 - 02.01.2017 05:00 (CET/CEST)","0","1719","0"
"Portugal (PT)","02.01.2017 05:00 - 02.01.2017 06:00 (CET/CEST)","0","1522","0"
"Portugal (PT)","02.01.2017 06:00 - 02.01.2017 07:00 (CET/CEST)","0","826","0"
"Portugal (PT)","02.01.2017 07:00 - 02.01.2017 08:00 (CET/CEST)","0","451","0"
"Portugal (PT)","02.01.2017 08:00 - 02.01.2017 09:00 (CET/CEST)","0","398","7"
