"Area","MTU","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Portugal (PT)","01.01.2022 00:00 - 01.01.2022 01:00 (CET/CEST)","309","78","42"
"Portugal (PT)","01.01.2022 01:00 - 01.01.2022 02:00 (CET/CEST)","256","666","50"
"Portugal (PT)","01.01.2022 02:00 - 01.01.2022 03:00 (CET/CEST)","26","732","51"
"Portugal (PT)","01.01.2022 03:00 - 01.01.2022 04:00 (CET/CEST)","0","1104","44"
"Portugal (PT)","01.01.2022 04:00 - 01.01.2022 05:00 (CET/CEST)","0","1254","46"
"Portugal (PT)","01.01.2022 05:00 - 01.01.2022 06:00 (CET/CEST)","0","1484","45"
"Portugal (PT)","01.01.2022 06:00 - 01.01.2022 07:00 (CET/CEST)","0","1623","48"
"Portugal (PT)","01.01.2022 07:00 - 01.01.2022 08:00 (CET/CEST)","0","1705","46"
"Portugal (PT)","01.01.2022 08:00 - 01.01.2022 09:00 (CET/CEST)","0","1544","41"
"Portugal (PT)","01.01.2022 09:00 - 01.01.2022 10:00 (CET/CEST)","0","1952","52"
"Portugal (PT)","01.01.2022 10:00 - 01.01.2022 11:00 (CET/CEST)","0","1749","67"
"Portugal (PT)","01.01.2022 11:00 - 01.01.2022 12:00 (CET/CEST)","0","1435","34"
"Portugal (PT)","01.01.2022 12:00 - 01.01.2022 13:00 (CET/CEST)","0","1416","35"
"Portugal (PT)","01.01.2022 13:00 - 01.01.2022 14:00 (CET/CEST)","0","1726","35"
"Portugal (PT)","01.01.2022 14:00 - 01.01.2022 15:00 (CET/CEST)","0","1742","33"
"Portugal (PT)","01.01.2022 15:00 - 01.01.2022 16:00 (CET/CEST)","0","1625","34"
"Portugal (PT)","01.01.2022 16:00 - 01.01.2022 17:00 (CET/CEST)","3","1510","33"
"Portugal (PT)","01.01.2022 17:00 - 01.01.2022 18:00 (CET/CEST)","114","288","34"
"Portugal (PT)","01.01.2022 18:00 - 01.01.2022 19:00 (CET/CEST)","301","3","97"
"Portugal (PT)","01.01.2022 19:00 - 01.01.2022 20:00 (CET/CEST)","438","3","93"
"Portugal (PT)","01.01.2022 20:00 - 01.01.2022 21:00 (CET/CEST)","248","94","159"
"Portugal (PT)","01.01.2022 21:00 - 01.01.2022 22:00 (CET/CEST)","280","241","164"
"Portugal (PT)","01.01.2022 22:00 - 01.01.2022 23:00 (CET/CEST)","86","465","80"
"Portugal (PT)","01.01.2022 23:00 - 02.01.2022 00:00 (CET/CEST)","0","955","31"
"Portugal (PT)","02.01.2022 00:00 - 02.01.2022 01:00 (CET/CEST)","0","450","75"
"Portugal (PT)","02.01.2022 01:00 - 02.01.2022 02:00 (CET/CEST)","0","1409","32"
"Portugal (PT)","02.01.2022 02:00 - 02.01.2022 03:00 (CET/CEST)","0","1457","42"
"Portugal (PT)","02.01.2022 03:00 - 02.01.2022 04:00 (CET/CEST)","0","1327","34"
"Portugal (PT)","02.01.2022 04:00 - 02.01.2022 05:00 (CET/CEST)","0","1408","38"
