"Area","MTU","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"France (FR)","01.01.2023 00:00 - 01.01.2023 01:00 (CET/CEST)","","924","591"
"France (FR)","01.01.2023 01:00 - 01.01.2023 02:00 (CET/CEST)","","1331","607"
"France (FR)","01.01.2023 02:00 - 01.01.2023 03:00 (CET/CEST)","","1192","37"
"France (FR)","01.01.2023 03:00 - 01.01.2023 04:00 (CET/CEST)","","1295",""
"France (FR)","01.01.2023 04:00 - 01.01.2023 05:00 (CET/CEST)","","2486",""
"France (FR)","01.01.2023 05:00 - 01.01.2023 06:00 (CET/CEST)","","3168",""
"France (FR)","01.01.2023 06:00 - 01.01.2023 07:00 (CET/CEST)","","3212",""
"France (FR)","01.01.2023 07:00 - 01.01.2023 08:00 (CET/CEST)","","3358",""
"France (FR)","01.01.2023 08:00 - 01.01.2023 09:00 (CET/CEST)","","3181",""
"France (FR)","01.01.2023 09:00 - 01.01.2023 10:00 (CET/CEST)","","3097",""
"France (FR)","01.01.2023 10:00 - 01.01.2023 11:00 (CET/CEST)","","2852","38"
"France (FR)","01.01.2023 11:00 - 01.01.2023 12:00 (CET/CEST)","","2160","152"
"France (FR)","01.01.2023 12:00 - 01.01.2023 13:00 (CET/CEST)","","1003","1180"
"France (FR)","01.01.2023 13:00 - 01.01.2023 14:00 (CET/CEST)","","1295","2185"
"France (FR)","01.01.2023 14:00 - 01.01.2023 15:00 (CET/CEST)","","1340","2194"
"France (FR)","01.01.2023 15:00 - 01.01.2023 16:00 (CET/CEST)","","511","2217"
"France (FR)","01.01.2023 16:00 - 01.01.2023 17:00 (CET/CEST)","428","","1552"
"France (FR)","01.01.2023 17:00 - 01.01.2023 18:00 (CET/CEST)","2335","","2108"
"France (FR)","01.01.2023 18:00 - 01.01.2023 19:00 (CET/CEST)","2022","","1850"
"France (FR)","01.01.2023 19:00 - 01.01.2023 20:00 (CET/CEST)","1549","","1317"
"France (FR)","01.01.2023 20:00 - 01.01.2023 21:00 (CET/CEST)","684","","931"
"France (FR)","01.01.2023 21:00 - 01.01.2023 22:00 (CET/CEST)","3","","867"
"France (FR)","01.01.2023 22:00 - 01.01.2023 23:00 (CET/CEST)","","133","794"
"France (FR)","01.01.2023 23:00 - 02.01.2023 00:00 (CET/CEST)","54","","796"
"France (FR)","02.01.2023 00:00 - 02.01.2023 01:00 (CET/CEST)","","225","837"
"France (FR)","02.01.2023 01:00 - 02.01.2023 02:00 (CET/CEST)","","2387","504"
"France (FR)","02.01.2023 02:00 - 02.01.2023 03:00 (CET/CEST)","","2908","420"
"France (FR)","02.01.2023 03:00 - 02.01.2023 04:00 (CET/CEST)","","3306","323"
"France (FR)","02.01.2023 04:00 - 02.01.2023 05:00 (CET/CEST)","","3437","265"
"France (FR)","02.01.2023 05:00 - 02.01.2023 06:00 (CET/CEST)","","2076","361"
"France (FR)","02.01.2023 06:00 - 02.01.2023 07:00 (CET/CEST)","","286","991"
"France (FR)","02.01.2023 07:00 - 02.01.2023 08:00 (CET/CEST)","881","","1249"
"France (FR)","02.01.2023 08:00 - 02.01.2023 09:00 (CET/CEST)","1597","","1180"
"France (FR)","02.01.2023 09:00 - 02.01.2023 10:00 (CET/CEST)","1536","","943"
"France (FR)","02.01.2023 10:00 - 02.01.2023 11:00 (CET/CEST)","1314","","949"
"France (FR)","02.01.2023 11:00 - 02.01.2023 12:00 (CET/CEST)","1560","","968"
"France (FR)","02.01.2023 12:00 - 02.01.2023 13:00 (CET/CEST)","1855","","1077"
"France (FR)","02.01.2023 13:00 - 02.01.2023 14:00 (CET/CEST)","1598","","880"
"France (FR)","02.01.2023 14:00 - 02.01.2023 15:00 (CET/CEST)","1232","","1018"
"France (FR)","02.01.2023 15:00 - 02.01.2023 16:00 (CET/CEST)","1735","","926"
"France (FR)","02.01.2023 16:00 - 02.01.2023 17:00 (CET/CEST)","1846","","1290"
"France (FR)","02.01.2023 17:00 - 02.01.2023 18:00 (CET/CEST)","2342","","1941"
"France (FR)","02.01.2023 18:00 - 02.01.2023 19:00 (CET/CEST)","2814","","2300"
"France (FR)","02.01.2023 19:00 - 02.01.2023 20:00 (CET/CEST)","2940","","1744"
"France (FR)","02.01.2023 20:00 - 02.01.2023 21:00 (CET/CEST)","2508","","1158"
"France (FR)","02.01.2023 21:00 - 02.01.2023 22:00 (CET/CEST)","1605","","590"
"France (FR)","02.01.2023 22:00 - 02.01.2023 23:00 (CET/CEST)","1046","","475"
"France (FR)","02.01.2023 23:00 - 03.01.2023 00:00 (CET/CEST)","","417","243"
"France (FR)","03.01.2023 00:00 - 03.01.2023 01:00 (CET/CEST)","","716","327"
"France (FR)","03.01.2023 01:00 - 03.01.2023 02:00 (CET/CEST)","","1231","106"
"France (FR)","03.01.2023 02:00 - 03.01.2023 03:00 (CET/CEST)","","1613","207"
"France (FR)","03.01.2023 03:00 - 03.01.2023 04:00 (CET/CEST)","","2202","108"
