"Area","MTU","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"France (FR)","01.01.2016 00:00 - 01.01.2016 01:00 (CET/CEST)","642","","511"
"France (FR)","01.01.2016 01:00 - 01.01.2016 02:00 (CET/CEST)","439","","555"
"France (FR)","01.01.2016 02:00 - 01.01.2016 03:00 (CET/CEST)","","864","378"
"France (FR)","01.01.2016 03:00 - 01.01.2016 04:00 (CET/CEST)","","2841","200"
"France (FR)","01.01.2016 04:00 - 01.01.2016 05:00 (CET/CEST)","","2876","390"
"France (FR)","01.01.2016 05:00 - 01.01.2016 06:00 (CET/CEST)","","1997","238"
"France (FR)","01.01.2016 06:00 - 01.01.2016 07:00 (CET/CEST)","","1441","120"
"France (FR)","01.01.2016 07:00 - 01.01.2016 08:00 (CET/CEST)","","2098","191"
"France (FR)","01.01.2016 08:00 - 01.01.2016 09:00 (CET/CEST)","","2921","267"
"France (FR)","01.01.2016 09:00 - 01.01.2016 10:00 (CET/CEST)","","2279","562"
"France (FR)","01.01.2016 10:00 - 01.01.2016 11:00 (CET/CEST)","","1315","533"
"France (FR)","01.01.2016 11:00 - 01.01.2016 12:00 (CET/CEST)","","383","388"
"France (FR)","01.01.2016 12:00 - 01.01.2016 13:00 (CET/CEST)","771","","386"
"France (FR)","01.01.2016 13:00 - 01.01.2016 14:00 (CET/CEST)","932","","818"
"France (FR)","01.01.2016 14:00 - 01.01.2016 15:00 (CET/CEST)","","300","173"
"France (FR)","01.01.2016 15:00 - 01.01.2016 16:00 (CET/CEST)","","1954","89"
"France (FR)","01.01.2016 16:00 - 01.01.2016 17:00 (CET/CEST)","","2030","711"
"France (FR)","01.01.2016 17:00 - 01.01.2016 18:00 (CET/CEST)","288","","1037"
"France (FR)","01.01.2016 18:00 - 01.01.2016 19:00 (CET/CEST)","1714","","1258"
"France (FR)","01.01.2016 19:00 - 01.01.2016 20:00 (CET/CEST)","1882","","1163"
"France (FR)","01.01.2016 20:00 - 01.01.2016 21:00 (CET/CEST)","1051","","449"
"France (FR)","01.01.2016 21:00 - 01.01.2016 22:00 (CET/CEST)","","6","191"
"France (FR)","01.01.2016 22:00 - 01.01.2016 23:00 (CET/CEST)","1172","","771"
"France (FR)","01.01.2016 23:00 - 02.01.2016 00:00 (CET/CEST)","752","","816"
"France (FR)","02.01.2016 00:00 - 02.01.2016 01:00 (CET/CEST)","","956","329"
"France (FR)","02.01.2016 01:00 - 02.01.2016 02:00 (CET/CEST)","","2906","162"
"France (FR)","02.01.2016 02:00 - 02.01.2016 03:00 (CET/CEST)","","3202","197"
"France (FR)","02.01.2016 03:00 - 02.01.2016 04:00 (CET/CEST)","","3204","125"
"France (FR)","02.01.2016 04:00 - 02.01.2016 05:00 (CET/CEST)","","3196","79"
"France (FR)","02.01.2016 05:00 - 02.01.2016 06:00 (CET/CEST)","","3193","88"
"France (FR)","02.01.2016 06:00 - 02.01.2016 07:00 (CET/CEST)","","3016","691"
"France (FR)","02.01.2016 07:00 - 02.01.2016 08:00 (CET/CEST)","","2970","450"
"France (FR)","02.01.2016 08:00 - 02.01.2016 09:00 (CET/CEST)","","1984","481"
"France (FR)","02.01.2016 09:00 - 02.01.2016 10:00 (CET/CEST)","","864","613"
"France (FR)","02.01.2016 10:00 - 02.01.2016 11:00 (CET/CEST)","55","","676"
"France (FR)","02.01.2016 11:00 - 02.01.2016 12:00 (CET/CEST)","737","","623"
"France (FR)","02.01.2016 12:00 - 02.01.2016 13:00 (CET/CEST)","1414","","1179"
"France (FR)","02.01.2016 13:00 - 02.01.2016 14:00 (CET/CEST)","1028","","974"
"France (FR)","02.01.2016 14:00 - 02.01.2016 15:00 (CET/CEST)","158","","919"
"France (FR)","02.01.2016 15:00 - 02.01.2016 16:00 (CET/CEST)","","666","917"
"France (FR)","02.01.2016 16:00 - 02.01.2016 17:00 (CET/CEST)","","371","634"
"France (FR)","02.01.2016 17:00 - 02.01.2016 18:00 (CET/CEST)","1299","","970"
"France (FR)","02.01.2016 18:00 - 02.01.2016 19:00 (CET/CEST)","2507","","1811"
"France (FR)","02.01.2016 19:00 - 02.01.2016 20:00 (CET/CEST)","2597","","1409"
"France (FR)","02.01.2016 20:00 - 02.01.2016 21:00 (CET/CEST)","1227","","986"
"France (FR)","02.01.2016 21:00 - 02.01.2016 22:00 (CET/CEST)","5","","832"
"France (FR)","02.01.2016 22:00 - 02.01.2016 23:00 (CET/CEST)","971","","857"
"France (FR)","02.01.2016 23:00 - 03.01.2016 00:00 (CET/CEST)","1598","","971"
"France (FR)","03.01.2016 00:00 - 03.01.2016 01:00 (CET/CEST)","","114","819"
"France (FR)","03.01.2016 01:00 - 03.01.2016 02:00 (CET/CEST)","","1691","547"
"France (FR)","03.01.2016 02:00 - 03.01.2016 03:00 (CET/CEST)","","2837","408"
"France (FR)","03.01.2016 03:00 - 03.01.2016 04:00 (CET/CEST)","","2770","108"
"France (FR)","03.01.2016 04:00 - 03.01.2016 05:00 (CET/CEST)","","1527","106"
"France (FR)","03.01.2016 05:00 - 03.01.2016 06:00 (CET/CEST)","","2238","106"
"France (FR)","03.01.2016 06:00 - 03.01.2016 07:00 (CET/CEST)","","2827","103"
"France (FR)","03.01.2016 07:00 - 03.01.2016 08:00 (CET/CEST)","","2955","96"
"France (FR)","03.01.2016 08:00 - 03.01.2016 09:00 (CET/CEST)","","2862","184"
"France (FR)","03.01.2016 09:00 - 03.01.2016 10:00 (CET/CEST)","","2212","354"
"France (FR)","03.01.2016 10:00 - 03.01.2016 11:00 (CET/CEST)","","388","633"
"France (FR)","03.01.2016 11:00 - 03.01.2016 12:00 (CET/CEST)","372","","650"
"France (FR)","03.01.2016 12:00 - 03.01.2016 13:00 (CET/CEST)","848","","1359"
"France (FR)","03.01.2016 13:00 - 03.01.2016 14:00 (CET/CEST)","12","","1366"
"France (FR)","03.01.2016 14:00 - 03.01.2016 15:00 (CET/CEST)","","1178","1080"
"France (FR)","03.01.2016 15:00 - 03.01.2016 16:00 (CET/CEST)","","2254","1117"
"France (FR)","03.01.2016 16:00 - 03.01.2016 17:00 (CET/CEST)","","2112","703"
"France (FR)","03.01.2016 17:00 - 03.01.2016 18:00 (CET/CEST)","140","","1095"
"France (FR)","03.01.2016 18:00 - 03.01.2016 19:00 (CET/CEST)","2417","","2309"
"France (FR)","03.01.2016 19:00 - 03.01.2016 20:00 (CET/CEST)","1979","","2040"
"France (FR)","03.01.2016 20:00 - 03.01.2016 21:00 (CET/CEST)","1358","","1376"
"France (FR)","03.01.2016 21:00 - 03.01.2016 22:00 (CET/CEST)","262","","783"
"France (FR)","03.01.2016 22:00 - 03.01.2016 23:00 (CET/CEST)","939","","753"
"France (FR)","03.01.2016 23:00 - 04.01.2016 00:00 (CET/CEST)","432","","940"
"France (FR)","04.01.2016 00:00 - 04.01.2016 01:00 (CET/CEST)","","1421","845"
"France (FR)","04.01.2016 01:00 - 04.01.2016 02:00 (CET/CEST)","","2691","709"
"France (FR)","04.01.2016 02:00 - 04.01.2016 03:00 (CET/CEST)","","2671","453"
"France (FR)","04.01.2016 03:00 - 04.01.2016 04:00 (CET/CEST)","","2766","297"
"France (FR)","04.01.2016 04:00 - 04.01.2016 05:00 (CET/CEST)","","3137","187"
"France (FR)","04.01.2016 05:00 - 04.01.2016 06:00 (CET/CEST)","","3178","218"
"France (FR)","04.01.2016 06:00 - 04.01.2016 07:00 (CET/CEST)","","2238","599"
"France (FR)","04.01.2016 07:00 - 04.01.2016 08:00 (CET/CEST)","","713","912"
"France (FR)","04.01.2016 08:00 - 04.01.2016 09:00 (CET/CEST)","922","","1458"
"France (FR)","04.01.2016 09:00 - 04.01.2016 10:00 (CET/CEST)","1544","","1825"
"France (FR)","04.01.2016 10:00 - 04.01.2016 11:00 (CET/CEST)","1636","","1516"
"France (FR)","04.01.2016 11:00 - 04.01.2016 12:00 (CET/CEST)","2305","","1980"
"France (FR)","04.01.2016 12:00 - 04.01.2016 13:00 (CET/CEST)","1498","","1923"
"France (FR)","04.01.2016 13:00 - 04.01.2016 14:00 (CET/CEST)","950","","1591"
"France (FR)","04.01.2016 14:00 - 04.01.2016 15:00 (CET/CEST)","680","","1327"
"France (FR)","04.01.2016 15:00 - 04.01.2016 16:00 (CET/CEST)","623","","1153"
"France (FR)","04.01.2016 16:00 - 04.01.2016 17:00 (CET/CEST)","1139","","1460"
"France (FR)","04.01.2016 17:00 - 04.01.2016 18:00 (CET/CEST)","1433","","2351"
"France (FR)","04.01.2016 18:00 - 04.01.2016 19:00 (CET/CEST)","2628","","3347"
"France (FR)","04.01.2016 19:00 - 04.01.2016 20:00 (CET/CEST)","2972","","2853"
"France (FR)","04.01.2016 20:00 - 04.01.2016 21:00 (CET/CEST)","1059","","1612"
"France (FR)","04.01.2016 21:00 - 04.01.2016 22:00 (CET/CEST)","","1697","804"
"France (FR)","04.01.2016 22:00 - 04.01.2016 23:00 (CET/CEST)","","1460","869"
"France (FR)","04.01.2016 23:00 - 05.01.2016 00:00 (CET/CEST)","","428","767"
"France (FR)","05.01.2016 00:00 - 05.01.2016 01:00 (CET/CEST)","","1511","349"
"France (FR)","05.01.2016 01:00 - 05.01.2016 02:00 (CET/CEST)","","2160","429"
"France (FR)","05.01.2016 02:00 - 05.01.2016 03:00 (CET/CEST)","","2304","530"
"France (FR)","05.01.2016 03:00 - 05.01.2016 04:00 (CET/CEST)","","3026","315"
"France (FR)","05.01.2016 04:00 - 05.01.2016 05:00 (CET/CEST)","","3225","264"
"France (FR)","05.01.2016 05:00 - 05.01.2016 06:00 (CET/CEST)","","3081","220"
"France (FR)","05.01.2016 06:00 - 05.01.2016 07:00 (CET/CEST)","","1173","625"
"France (FR)","05.01.2016 07:00 - 05.01.2016 08:00 (CET/CEST)","1329","","1291"
"France (FR)","05.01.2016 08:00 - 05.01.2016 09:00 (CET/CEST)","2008","","1821"
"France (FR)","05.01.2016 09:00 - 05.01.2016 10:00 (CET/CEST)","2199","","1799"
"France (FR)","05.01.2016 10:00 - 05.01.2016 11:00 (CET/CEST)","1428","","1725"
"France (FR)","05.01.2016 11:00 - 05.01.2016 12:00 (CET/CEST)","1511","","1507"
"France (FR)","05.01.2016 12:00 - 05.01.2016 13:00 (CET/CEST)","1818","","1403"
