"Area","MTU","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"France (FR)","01.01.2018 00:00 - 01.01.2018 01:00 (CET/CEST)","","1105","2244"
"France (FR)","01.01.2018 01:00 - 01.01.2018 02:00 (CET/CEST)","","1343","2160"
"France (FR)","01.01.2018 02:00 - 01.01.2018 03:00 (CET/CEST)","","1394","1571"
"France (FR)","01.01.2018 03:00 - 01.01.2018 04:00 (CET/CEST)","","1344","1319"
"France (FR)","01.01.2018 04:00 - 01.01.2018 05:00 (CET/CEST)","","1840","705"
"France (FR)","01.01.2018 05:00 - 01.01.2018 06:00 (CET/CEST)","","2527","482"
"France (FR)","01.01.2018 06:00 - 01.01.2018 07:00 (CET/CEST)","","2830","750"
"France (FR)","01.01.2018 07:00 - 01.01.2018 08:00 (CET/CEST)","","2777","918"
"France (FR)","01.01.2018 08:00 - 01.01.2018 09:00 (CET/CEST)","","2757","1372"
"France (FR)","01.01.2018 09:00 - 01.01.2018 10:00 (CET/CEST)","","2596","1253"
"France (FR)","01.01.2018 10:00 - 01.01.2018 11:00 (CET/CEST)","","2975","756"
"France (FR)","01.01.2018 11:00 - 01.01.2018 12:00 (CET/CEST)","","3083","880"
"France (FR)","01.01.2018 12:00 - 01.01.2018 13:00 (CET/CEST)","","2732","1479"
"France (FR)","01.01.2018 13:00 - 01.01.2018 14:00 (CET/CEST)","","2605","1798"
"France (FR)","01.01.2018 14:00 - 01.01.2018 15:00 (CET/CEST)","","1493","2485"
"France (FR)","01.01.2018 15:00 - 01.01.2018 16:00 (CET/CEST)","","1149","2240"
"France (FR)","01.01.2018 16:00 - 01.01.2018 17:00 (CET/CEST)","","729","2030"
"France (FR)","01.01.2018 17:00 - 01.01.2018 18:00 (CET/CEST)","","544","1803"
"France (FR)","01.01.2018 18:00 - 01.01.2018 19:00 (CET/CEST)","511","","1998"
"France (FR)","01.01.2018 19:00 - 01.01.2018 20:00 (CET/CEST)","1629","","2846"
"France (FR)","01.01.2018 20:00 - 01.01.2018 21:00 (CET/CEST)","564","","2336"
"France (FR)","01.01.2018 21:00 - 01.01.2018 22:00 (CET/CEST)","","1031","1363"
"France (FR)","01.01.2018 22:00 - 01.01.2018 23:00 (CET/CEST)","","496","1497"
"France (FR)","01.01.2018 23:00 - 02.01.2018 00:00 (CET/CEST)","340","","1511"
"France (FR)","02.01.2018 00:00 - 02.01.2018 01:00 (CET/CEST)","","448","1119"
"France (FR)","02.01.2018 01:00 - 02.01.2018 02:00 (CET/CEST)","","1658","920"
"France (FR)","02.01.2018 02:00 - 02.01.2018 03:00 (CET/CEST)","","2444","936"
"France (FR)","02.01.2018 03:00 - 02.01.2018 04:00 (CET/CEST)","","3105","1009"
"France (FR)","02.01.2018 04:00 - 02.01.2018 05:00 (CET/CEST)","","3303","1069"
"France (FR)","02.01.2018 05:00 - 02.01.2018 06:00 (CET/CEST)","","2290","1289"
"France (FR)","02.01.2018 06:00 - 02.01.2018 07:00 (CET/CEST)","186","","2007"
"France (FR)","02.01.2018 07:00 - 02.01.2018 08:00 (CET/CEST)","1032","","1938"
"France (FR)","02.01.2018 08:00 - 02.01.2018 09:00 (CET/CEST)","779","","1569"
"France (FR)","02.01.2018 09:00 - 02.01.2018 10:00 (CET/CEST)","750","","1510"
"France (FR)","02.01.2018 10:00 - 02.01.2018 11:00 (CET/CEST)","1209","","1639"
"France (FR)","02.01.2018 11:00 - 02.01.2018 12:00 (CET/CEST)","1611","","2415"
"France (FR)","02.01.2018 12:00 - 02.01.2018 13:00 (CET/CEST)","2158","","2895"
"France (FR)","02.01.2018 13:00 - 02.01.2018 14:00 (CET/CEST)","1908","","2572"
"France (FR)","02.01.2018 14:00 - 02.01.2018 15:00 (CET/CEST)","1515","","2261"
"France (FR)","02.01.2018 15:00 - 02.01.2018 16:00 (CET/CEST)","1440","","2138"
"France (FR)","02.01.2018 16:00 - 02.01.2018 17:00 (CET/CEST)","1291","","1810"
"France (FR)","02.01.2018 17:00 - 02.01.2018 18:00 (CET/CEST)","1427","","1971"
"France (FR)","02.01.2018 18:00 - 02.01.2018 19:00 (CET/CEST)","1211","","1912"
"France (FR)","02.01.2018 19:00 - 02.01.2018 20:00 (CET/CEST)","1957","","2105"
"France (FR)","02.01.2018 20:00 - 02.01.2018 21:00 (CET/CEST)","667","","1474"
"France (FR)","02.01.2018 21:00 - 02.01.2018 22:00 (CET/CEST)","","689","1195"
"France (FR)","02.01.2018 22:00 - 02.01.2018 23:00 (CET/CEST)","","1141","1529"
