"Area","MTU","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"France (FR)","01.01.2020 00:00 - 01.01.2020 01:00 (CET/CEST)","253","","2637"
"France (FR)","01.01.2020 01:00 - 01.01.2020 02:00 (CET/CEST)","374","","2359"
"France (FR)","01.01.2020 02:00 - 01.01.2020 03:00 (CET/CEST)","","95","1765"
"France (FR)","01.01.2020 03:00 - 01.01.2020 04:00 (CET/CEST)","","868","1296"
"France (FR)","01.01.2020 04:00 - 01.01.2020 05:00 (CET/CEST)","","2443","960"
"France (FR)","01.01.2020 05:00 - 01.01.2020 06:00 (CET/CEST)","","3349","940"
"France (FR)","01.01.2020 06:00 - 01.01.2020 07:00 (CET/CEST)","","3053","986"
"France (FR)","01.01.2020 07:00 - 01.01.2020 08:00 (CET/CEST)","","3326","985"
"France (FR)","01.01.2020 08:00 - 01.01.2020 09:00 (CET/CEST)","","3431","935"
"France (FR)","01.01.2020 09:00 - 01.01.2020 10:00 (CET/CEST)","","3355","784"
"France (FR)","01.01.2020 10:00 - 01.01.2020 11:00 (CET/CEST)","","3222","1036"
"France (FR)","01.01.2020 11:00 - 01.01.2020 12:00 (CET/CEST)","","2684","1095"
"France (FR)","01.01.2020 12:00 - 01.01.2020 13:00 (CET/CEST)","","1845","1464"
"France (FR)","01.01.2020 13:00 - 01.01.2020 14:00 (CET/CEST)","","1717","1743"
"France (FR)","01.01.2020 14:00 - 01.01.2020 15:00 (CET/CEST)","","1312","1499"
"France (FR)","01.01.2020 15:00 - 01.01.2020 16:00 (CET/CEST)","","473","1964"
"France (FR)","01.01.2020 16:00 - 01.01.2020 17:00 (CET/CEST)","377","","3032"
"France (FR)","01.01.2020 17:00 - 01.01.2020 18:00 (CET/CEST)","851","","3314"
"France (FR)","01.01.2020 18:00 - 01.01.2020 19:00 (CET/CEST)","1312","","3483"
"France (FR)","01.01.2020 19:00 - 01.01.2020 20:00 (CET/CEST)","1168","","3206"
"France (FR)","01.01.2020 20:00 - 01.01.2020 21:00 (CET/CEST)","953","","2565"
"France (FR)","01.01.2020 21:00 - 01.01.2020 22:00 (CET/CEST)","951","","2092"
"France (FR)","01.01.2020 22:00 - 01.01.2020 23:00 (CET/CEST)","974","","2067"
"France (FR)","01.01.2020 23:00 - 02.01.2020 00:00 (CET/CEST)","151","","1785"
"France (FR)","02.01.2020 00:00 - 02.01.2020 01:00 (CET/CEST)","","959","972"
"France (FR)","02.01.2020 01:00 - 02.01.2020 02:00 (CET/CEST)","","2269","731"
"France (FR)","02.01.2020 02:00 - 02.01.2020 03:00 (CET/CEST)","","3151","714"
"France (FR)","02.01.2020 03:00 - 02.01.2020 04:00 (CET/CEST)","","3675","730"
"France (FR)","02.01.2020 04:00 - 02.01.2020 05:00 (CET/CEST)","","3732","767"
"France (FR)","02.01.2020 05:00 - 02.01.2020 06:00 (CET/CEST)","","3721","970"
"France (FR)","02.01.2020 06:00 - 02.01.2020 07:00 (CET/CEST)","","1662","1378"
"France (FR)","02.01.2020 07:00 - 02.01.2020 08:00 (CET/CEST)","","95","1800"
"France (FR)","02.01.2020 08:00 - 02.01.2020 09:00 (CET/CEST)","504","","2339"
"France (FR)","02.01.2020 09:00 - 02.01.2020 10:00 (CET/CEST)","1245","","3196"
