"Area","MTU","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Sweden (SE)","01.01.2023 00:00 - 01.01.2023 01:00 (CET/CEST)","n/e","n/e","2682"
"Sweden (SE)","01.01.2023 01:00 - 01.01.2023 02:00 (CET/CEST)","n/e","n/e","2563"
"Sweden (SE)","01.01.2023 02:00 - 01.01.2023 03:00 (CET/CEST)","n/e","n/e","2535"
"Sweden (SE)","01.01.2023 03:00 - 01.01.2023 04:00 (CET/CEST)","n/e","n/e","2503"
"Sweden (SE)","01.01.2023 04:00 - 01.01.2023 05:00 (CET/CEST)","n/e","n/e","2511"
"Sweden (SE)","01.01.2023 05:00 - 01.01.2023 06:00 (CET/CEST)","n/e","n/e","2596"
"Sweden (SE)","01.01.2023 06:00 - 01.01.2023 07:00 (CET/CEST)","n/e","n/e","2690"
"Sweden (SE)","01.01.2023 07:00 - 01.01.2023 08:00 (CET/CEST)","n/e","n/e","2752"
"Sweden (SE)","01.01.2023 08:00 - 01.01.2023 09:00 (CET/CEST)","n/e","n/e","2789"
"Sweden (SE)","01.01.2023 09:00 - 01.01.2023 10:00 (CET/CEST)","n/e","n/e","2810"
"Sweden (SE)","01.01.2023 10:00 - 01.01.2023 11:00 (CET/CEST)","n/e","n/e","2916"
"Sweden (SE)","01.01.2023 11:00 - 01.01.2023 12:00 (CET/CEST)","n/e","n/e","2963"
"Sweden (SE)","01.01.2023 12:00 - 01.01.2023 13:00 (CET/CEST)","n/e","n/e","2986"
"Sweden (SE)","01.01.2023 13:00 - 01.01.2023 14:00 (CET/CEST)","n/e","n/e","3099"
"Sweden (SE)","01.01.2023 14:00 - 01.01.2023 15:00 (CET/CEST)","n/e","n/e","3725"
"Sweden (SE)","01.01.2023 15:00 - 01.01.2023 16:00 (CET/CEST)","n/e","n/e","4399"
"Sweden (SE)","01.01.2023 16:00 - 01.01.2023 17:00 (CET/CEST)","n/e","n/e","5681"
"Sweden (SE)","01.01.2023 17:00 - 01.01.2023 18:00 (CET/CEST)","n/e","n/e","6427"
"Sweden (SE)","01.01.2023 18:00 - 01.01.2023 19:00 (CET/CEST)","n/e","n/e","7041"
"Sweden (SE)","01.01.2023 19:00 - 01.01.2023 20:00 (CET/CEST)","n/e","n/e","7097"
"Sweden (SE)","01.01.2023 20:00 - 01.01.2023 21:00 (CET/CEST)","n/e","n/e","6916"
