"Area","MTU","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Bulgaria (BG)","01.01.2023 00:00 - 01.01.2023 01:00 (CET/CEST)","0","","9"
"Bulgaria (BG)","01.01.2023 01:00 - 01.01.2023 02:00 (CET/CEST)","0","","9"
"Bulgaria (BG)","01.01.2023 02:00 - 01.01.2023 03:00 (CET/CEST)","0","","9"
"Bulgaria (BG)","01.01.2023 03:00 - 01.01.2023 04:00 (CET/CEST)","0","","9"
"Bulgaria (BG)","01.01.2023 04:00 - 01.01.2023 05:00 (CET/CEST)","0","","9"
"Bulgaria (BG)","01.01.2023 05:00 - 01.01.2023 06:00 (CET/CEST)","0","","9"
"Bulgaria (BG)","01.01.2023 06:00 - 01.01.2023 07:00 (CET/CEST)","0","","9"
"Bulgaria (BG)","01.01.2023 07:00 - 01.01.2023 08:00 (CET/CEST)","0","","9"
"Bulgaria (BG)","01.01.2023 08:00 - 01.01.2023 09:00 (CET/CEST)","0","","9"
"Bulgaria (BG)","01.01.2023 09:00 - 01.01.2023 10:00 (CET/CEST)","0","","9"
"Bulgaria (BG)","01.01.2023 10:00 - 01.01.2023 11:00 (CET/CEST)","0","","9"
"Bulgaria (BG)","01.01.2023 11:00 - 01.01.2023 12:00 (CET/CEST)","0","","9"
"Bulgaria (BG)","01.01.2023 12:00 - 01.01.2023 13:00 (CET/CEST)","0","","9"
"Bulgaria (BG)","01.01.2023 13:00 - 01.01.2023 14:00 (CET/CEST)","0","","9"
"Bulgaria (BG)","01.01.2023 14:00 - 01.01.2023 15:00 (CET/CEST)","0","","9"
"Bulgaria (BG)","01.01.2023 15:00 - 01.01.2023 16:00 (CET/CEST)","0","","9"
"Bulgaria (BG)","01.01.2023 16:00 - 01.01.2023 17:00 (CET/CEST)","0","","208"
"Bulgaria (BG)","01.01.2023 17:00 - 01.01.2023 18:00 (CET/CEST)","0","","328"
"Bulgaria (BG)","01.01.2023 18:00 - 01.01.2023 19:00 (CET/CEST)","0","","284"
"Bulgaria (BG)","01.01.2023 19:00 - 01.01.2023 20:00 (CET/CEST)","0","","92"
"Bulgaria (BG)","01.01.2023 20:00 - 01.01.2023 21:00 (CET/CEST)","0","","46"
"Bulgaria (BG)","01.01.2023 21:00 - 01.01.2023 22:00 (CET/CEST)","0","","37"
"Bulgaria (BG)","01.01.2023 22:00 - 01.01.2023 23:00 (CET/CEST)","0","","9"
"Bulgaria (BG)","01.01.2023 23:00 - 02.01.2023 00:00 (CET/CEST)","0","","9"
"Bulgaria (BG)","02.01.2023 00:00 - 02.01.2023 01:00 (CET/CEST)","0","","9"
"Bulgaria (BG)","02.01.2023 01:00 - 02.01.2023 02:00 (CET/CEST)","0","","9"
"Bulgaria (BG)","02.01.2023 02:00 - 02.01.2023 03:00 (CET/CEST)","0","","9"
"Bulgaria (BG)","02.01.2023 03:00 - 02.01.2023 04:00 (CET/CEST)","0","","9"
"Bulgaria (BG)","02.01.2023 04:00 - 02.01.2023 05:00 (CET/CEST)","0","","9"
"Bulgaria (BG)","02.01.2023 05:00 - 02.01.2023 06:00 (CET/CEST)","0","","91"
"Bulgaria (BG)","02.01.2023 06:00 - 02.01.2023 07:00 (CET/CEST)","0","","152"
"Bulgaria (BG)","02.01.2023 07:00 - 02.01.2023 08:00 (CET/CEST)","0","","144"
"Bulgaria (BG)","02.01.2023 08:00 - 02.01.2023 09:00 (CET/CEST)","0","","154"
"Bulgaria (BG)","02.01.2023 09:00 - 02.01.2023 10:00 (CET/CEST)","0","","112"
"Bulgaria (BG)","02.01.2023 10:00 - 02.01.2023 11:00 (CET/CEST)","0","","176"
"Bulgaria (BG)","02.01.2023 11:00 - 02.01.2023 12:00 (CET/CEST)","0","","31"
"Bulgaria (BG)","02.01.2023 12:00 - 02.01.2023 13:00 (CET/CEST)","0","","9"
"Bulgaria (BG)","02.01.2023 13:00 - 02.01.2023 14:00 (CET/CEST)","0","","9"
"Bulgaria (BG)","02.01.2023 14:00 - 02.01.2023 15:00 (CET/CEST)","0","","42"
"Bulgaria (BG)","02.01.2023 15:00 - 02.01.2023 16:00 (CET/CEST)","0","","321"
"Bulgaria (BG)","02.01.2023 16:00 - 02.01.2023 17:00 (CET/CEST)","0","","719"
"Bulgaria (BG)","02.01.2023 17:00 - 02.01.2023 18:00 (CET/CEST)","0","","926"
