"Area","MTU","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Bulgaria (BG)","01.01.2016 00:00 - 01.01.2016 01:00 (CET/CEST)","0","","62"
"Bulgaria (BG)","01.01.2016 01:00 - 01.01.2016 02:00 (CET/CEST)","0","","60"
"Bulgaria (BG)","01.01.2016 02:00 - 01.01.2016 03:00 (CET/CEST)","0","","60"
"Bulgaria (BG)","01.01.2016 03:00 - 01.01.2016 04:00 (CET/CEST)","0","","58"
"Bulgaria (BG)","01.01.2016 04:00 - 01.01.2016 05:00 (CET/CEST)","0","","58"
"Bulgaria (BG)","01.01.2016 05:00 - 01.01.2016 06:00 (CET/CEST)","0","","63"
"Bulgaria (BG)","01.01.2016 06:00 - 01.01.2016 07:00 (CET/CEST)","0","","77"
"Bulgaria (BG)","01.01.2016 07:00 - 01.01.2016 08:00 (CET/CEST)","0","","113"
"Bulgaria (BG)","01.01.2016 08:00 - 01.01.2016 09:00 (CET/CEST)","0","","114"
"Bulgaria (BG)","01.01.2016 09:00 - 01.01.2016 10:00 (CET/CEST)","0","","117"
"Bulgaria (BG)","01.01.2016 10:00 - 01.01.2016 11:00 (CET/CEST)","0","","114"
"Bulgaria (BG)","01.01.2016 11:00 - 01.01.2016 12:00 (CET/CEST)","0","","89"
"Bulgaria (BG)","01.01.2016 12:00 - 01.01.2016 13:00 (CET/CEST)","0","","69"
"Bulgaria (BG)","01.01.2016 13:00 - 01.01.2016 14:00 (CET/CEST)","0","","92"
"Bulgaria (BG)","01.01.2016 14:00 - 01.01.2016 15:00 (CET/CEST)","9","","93"
"Bulgaria (BG)","01.01.2016 15:00 - 01.01.2016 16:00 (CET/CEST)","375","","163"
"Bulgaria (BG)","01.01.2016 16:00 - 01.01.2016 17:00 (CET/CEST)","634","","172"
"Bulgaria (BG)","01.01.2016 17:00 - 01.01.2016 18:00 (CET/CEST)","672","","144"
"Bulgaria (BG)","01.01.2016 18:00 - 01.01.2016 19:00 (CET/CEST)","624","","142"
"Bulgaria (BG)","01.01.2016 19:00 - 01.01.2016 20:00 (CET/CEST)","460","","87"
"Bulgaria (BG)","01.01.2016 20:00 - 01.01.2016 21:00 (CET/CEST)","265","","73"
"Bulgaria (BG)","01.01.2016 21:00 - 01.01.2016 22:00 (CET/CEST)","148","","71"
"Bulgaria (BG)","01.01.2016 22:00 - 01.01.2016 23:00 (CET/CEST)","19","","71"
"Bulgaria (BG)","01.01.2016 23:00 - 02.01.2016 00:00 (CET/CEST)","0","","69"
"Bulgaria (BG)","02.01.2016 00:00 - 02.01.2016 01:00 (CET/CEST)","0","","63"
"Bulgaria (BG)","02.01.2016 01:00 - 02.01.2016 02:00 (CET/CEST)","0","","63"
"Bulgaria (BG)","02.01.2016 02:00 - 02.01.2016 03:00 (CET/CEST)","0","","63"
"Bulgaria (BG)","02.01.2016 03:00 - 02.01.2016 04:00 (CET/CEST)","0","","64"
"Bulgaria (BG)","02.01.2016 04:00 - 02.01.2016 05:00 (CET/CEST)","0","","65"
"Bulgaria (BG)","02.01.2016 05:00 - 02.01.2016 06:00 (CET/CEST)","0","","66"
"Bulgaria (BG)","02.01.2016 06:00 - 02.01.2016 07:00 (CET/CEST)","0","","77"
"Bulgaria (BG)","02.01.2016 07:00 - 02.01.2016 08:00 (CET/CEST)","0","","82"
"Bulgaria (BG)","02.01.2016 08:00 - 02.01.2016 09:00 (CET/CEST)","0","","91"
"Bulgaria (BG)","02.01.2016 09:00 - 02.01.2016 10:00 (CET/CEST)","0","","90"
"Bulgaria (BG)","02.01.2016 10:00 - 02.01.2016 11:00 (CET/CEST)","0","","90"
"Bulgaria (BG)","02.01.2016 11:00 - 02.01.2016 12:00 (CET/CEST)","0","","80"
"Bulgaria (BG)","02.01.2016 12:00 - 02.01.2016 13:00 (CET/CEST)","0","","83"
"Bulgaria (BG)","02.01.2016 13:00 - 02.01.2016 14:00 (CET/CEST)","0","","82"
"Bulgaria (BG)","02.01.2016 14:00 - 02.01.2016 15:00 (CET/CEST)","48","","125"
"Bulgaria (BG)","02.01.2016 15:00 - 02.01.2016 16:00 (CET/CEST)","196","","327"
"Bulgaria (BG)","02.01.2016 16:00 - 02.01.2016 17:00 (CET/CEST)","421","","486"
"Bulgaria (BG)","02.01.2016 17:00 - 02.01.2016 18:00 (CET/CEST)","580","","494"
"Bulgaria (BG)","02.01.2016 18:00 - 02.01.2016 19:00 (CET/CEST)","603","","411"
"Bulgaria (BG)","02.01.2016 19:00 - 02.01.2016 20:00 (CET/CEST)","483","","315"
