"Area","MTU","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Spain (ES)","01.01.2021 00:00 - 01.01.2021 01:00 (CET/CEST)","","0","4668"
"Spain (ES)","01.01.2021 01:00 - 01.01.2021 02:00 (CET/CEST)","","0","4300"
"Spain (ES)","01.01.2021 02:00 - 01.01.2021 03:00 (CET/CEST)","","34","3231"
"Spain (ES)","01.01.2021 03:00 - 01.01.2021 04:00 (CET/CEST)","","826","2386"
"Spain (ES)","01.01.2021 04:00 - 01.01.2021 05:00 (CET/CEST)","","1337","2032"
"Spain (ES)","01.01.2021 05:00 - 01.01.2021 06:00 (CET/CEST)","","1554","1764"
"Spain (ES)","01.01.2021 06:00 - 01.01.2021 07:00 (CET/CEST)","","1587","1919"
"Spain (ES)","01.01.2021 07:00 - 01.01.2021 08:00 (CET/CEST)","","1825","2289"
"Spain (ES)","01.01.2021 08:00 - 01.01.2021 09:00 (CET/CEST)","","2503","2388"
"Spain (ES)","01.01.2021 09:00 - 01.01.2021 10:00 (CET/CEST)","","2609","2557"
"Spain (ES)","01.01.2021 10:00 - 01.01.2021 11:00 (CET/CEST)","","2481","2867"
"Spain (ES)","01.01.2021 11:00 - 01.01.2021 12:00 (CET/CEST)","","1751","2912"
"Spain (ES)","01.01.2021 12:00 - 01.01.2021 13:00 (CET/CEST)","","1513","2721"
"Spain (ES)","01.01.2021 13:00 - 01.01.2021 14:00 (CET/CEST)","","1189","2456"
"Spain (ES)","01.01.2021 14:00 - 01.01.2021 15:00 (CET/CEST)","","1378","2611"
"Spain (ES)","01.01.2021 15:00 - 01.01.2021 16:00 (CET/CEST)","","1385","2438"
"Spain (ES)","01.01.2021 16:00 - 01.01.2021 17:00 (CET/CEST)","","1324","3110"
"Spain (ES)","01.01.2021 17:00 - 01.01.2021 18:00 (CET/CEST)","","765","3833"
"Spain (ES)","01.01.2021 18:00 - 01.01.2021 19:00 (CET/CEST)","","5","5282"
"Spain (ES)","01.01.2021 19:00 - 01.01.2021 20:00 (CET/CEST)","","0","5680"
"Spain (ES)","01.01.2021 20:00 - 01.01.2021 21:00 (CET/CEST)","","0","6476"
