"Area","MTU","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Spain (ES)","01.01.2016 00:00 - 01.01.2016 01:00 (CET/CEST)","","564","1662"
"Spain (ES)","01.01.2016 01:00 - 01.01.2016 02:00 (CET/CEST)","","661","1840"
"Spain (ES)","01.01.2016 02:00 - 01.01.2016 03:00 (CET/CEST)","","1161","1343"
"Spain (ES)","01.01.2016 03:00 - 01.01.2016 04:00 (CET/CEST)","","2051","906"
"Spain (ES)","01.01.2016 04:00 - 01.01.2016 05:00 (CET/CEST)","","3050","545"
"Spain (ES)","01.01.2016 05:00 - 01.01.2016 06:00 (CET/CEST)","","3580","446"
"Spain (ES)","01.01.2016 06:00 - 01.01.2016 07:00 (CET/CEST)","","3799","475"
"Spain (ES)","01.01.2016 07:00 - 01.01.2016 08:00 (CET/CEST)","","3802","395"
"Spain (ES)","01.01.2016 08:00 - 01.01.2016 09:00 (CET/CEST)","","3796","410"
"Spain (ES)","01.01.2016 09:00 - 01.01.2016 10:00 (CET/CEST)","","3679","616"
"Spain (ES)","01.01.2016 10:00 - 01.01.2016 11:00 (CET/CEST)","","3266","1025"
"Spain (ES)","01.01.2016 11:00 - 01.01.2016 12:00 (CET/CEST)","","2927","1040"
"Spain (ES)","01.01.2016 12:00 - 01.01.2016 13:00 (CET/CEST)","","2786","991"
"Spain (ES)","01.01.2016 13:00 - 01.01.2016 14:00 (CET/CEST)","","2576","750"
"Spain (ES)","01.01.2016 14:00 - 01.01.2016 15:00 (CET/CEST)","","2455","913"
"Spain (ES)","01.01.2016 15:00 - 01.01.2016 16:00 (CET/CEST)","","2347","876"
"Spain (ES)","01.01.2016 16:00 - 01.01.2016 17:00 (CET/CEST)","","2345","677"
"Spain (ES)","01.01.2016 17:00 - 01.01.2016 18:00 (CET/CEST)","","2292","867"
"Spain (ES)","01.01.2016 18:00 - 01.01.2016 19:00 (CET/CEST)","","966","1440"
"Spain (ES)","01.01.2016 19:00 - 01.01.2016 20:00 (CET/CEST)","","285","1447"
"Spain (ES)","01.01.2016 20:00 - 01.01.2016 21:00 (CET/CEST)","","489","1568"
"Spain (ES)","01.01.2016 21:00 - 01.01.2016 22:00 (CET/CEST)","","765","1531"
"Spain (ES)","01.01.2016 22:00 - 01.01.2016 23:00 (CET/CEST)","","1163","1243"
"Spain (ES)","01.01.2016 23:00 - 02.01.2016 00:00 (CET/CEST)","","1972","1324"
"Spain (ES)","02.01.2016 00:00 - 02.01.2016 01:00 (CET/CEST)","","2534","489"
"Spain (ES)","02.01.2016 01:00 - 02.01.2016 02:00 (CET/CEST)","","2799","587"
"Spain (ES)","02.01.2016 02:00 - 02.01.2016 03:00 (CET/CEST)","","2961","544"
"Spain (ES)","02.01.2016 03:00 - 02.01.2016 04:00 (CET/CEST)","","3367","622"
"Spain (ES)","02.01.2016 04:00 - 02.01.2016 05:00 (CET/CEST)","","3500","508"
"Spain (ES)","02.01.2016 05:00 - 02.01.2016 06:00 (CET/CEST)","","3383","448"
"Spain (ES)","02.01.2016 06:00 - 02.01.2016 07:00 (CET/CEST)","","3094","508"
"Spain (ES)","02.01.2016 07:00 - 02.01.2016 08:00 (CET/CEST)","","2659","783"
"Spain (ES)","02.01.2016 08:00 - 02.01.2016 09:00 (CET/CEST)","","2496","696"
"Spain (ES)","02.01.2016 09:00 - 02.01.2016 10:00 (CET/CEST)","","1742","1001"
"Spain (ES)","02.01.2016 10:00 - 02.01.2016 11:00 (CET/CEST)","","698","1376"
"Spain (ES)","02.01.2016 11:00 - 02.01.2016 12:00 (CET/CEST)","","226","1178"
"Spain (ES)","02.01.2016 12:00 - 02.01.2016 13:00 (CET/CEST)","","357","1019"
"Spain (ES)","02.01.2016 13:00 - 02.01.2016 14:00 (CET/CEST)","","915","869"
"Spain (ES)","02.01.2016 14:00 - 02.01.2016 15:00 (CET/CEST)","","1166","1142"
"Spain (ES)","02.01.2016 15:00 - 02.01.2016 16:00 (CET/CEST)","","1298","1268"
"Spain (ES)","02.01.2016 16:00 - 02.01.2016 17:00 (CET/CEST)","","730","1354"
"Spain (ES)","02.01.2016 17:00 - 02.01.2016 18:00 (CET/CEST)","","68","2345"
"Spain (ES)","02.01.2016 18:00 - 02.01.2016 19:00 (CET/CEST)","","0","4272"
"Spain (ES)","02.01.2016 19:00 - 02.01.2016 20:00 (CET/CEST)","","0","4686"
"Spain (ES)","02.01.2016 20:00 - 02.01.2016 21:00 (CET/CEST)","","0","5090"
"Spain (ES)","02.01.2016 21:00 - 02.01.2016 22:00 (CET/CEST)","","0","4966"
"Spain (ES)","02.01.2016 22:00 - 02.01.2016 23:00 (CET/CEST)","","0","3981"
"Spain (ES)","02.01.2016 23:00 - 03.01.2016 00:00 (CET/CEST)","","31","2882"
"Spain (ES)","03.01.2016 00:00 - 03.01.2016 01:00 (CET/CEST)","","955","1627"
"Spain (ES)","03.01.2016 01:00 - 03.01.2016 02:00 (CET/CEST)","","2875","1546"
"Spain (ES)","03.01.2016 02:00 - 03.01.2016 03:00 (CET/CEST)","","3557","1223"
"Spain (ES)","03.01.2016 03:00 - 03.01.2016 04:00 (CET/CEST)","","3736","465"
"Spain (ES)","03.01.2016 04:00 - 03.01.2016 05:00 (CET/CEST)","","3773","360"
"Spain (ES)","03.01.2016 05:00 - 03.01.2016 06:00 (CET/CEST)","","3769","472"
