"Area","MTU","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Spain (ES)","01.01.2022 00:00 - 01.01.2022 01:00 (CET/CEST)","","1271","1333"
"Spain (ES)","01.01.2022 01:00 - 01.01.2022 02:00 (CET/CEST)","","1711","1347"
"Spain (ES)","01.01.2022 02:00 - 01.01.2022 03:00 (CET/CEST)","","1884","746"
"Spain (ES)","01.01.2022 03:00 - 01.01.2022 04:00 (CET/CEST)","","2515","733"
"Spain (ES)","01.01.2022 04:00 - 01.01.2022 05:00 (CET/CEST)","","2913","755"
"Spain (ES)","01.01.2022 05:00 - 01.01.2022 06:00 (CET/CEST)","","2957","719"
"Spain (ES)","01.01.2022 06:00 - 01.01.2022 07:00 (CET/CEST)","","2854","611"
"Spain (ES)","01.01.2022 07:00 - 01.01.2022 08:00 (CET/CEST)","","2850","779"
"Spain (ES)","01.01.2022 08:00 - 01.01.2022 09:00 (CET/CEST)","","2992","768"
"Spain (ES)","01.01.2022 09:00 - 01.01.2022 10:00 (CET/CEST)","","3305","729"
"Spain (ES)","01.01.2022 10:00 - 01.01.2022 11:00 (CET/CEST)","","3362","747"
"Spain (ES)","01.01.2022 11:00 - 01.01.2022 12:00 (CET/CEST)","","3283","740"
"Spain (ES)","01.01.2022 12:00 - 01.01.2022 13:00 (CET/CEST)","","3163","705"
"Spain (ES)","01.01.2022 13:00 - 01.01.2022 14:00 (CET/CEST)","","2993","747"
"Spain (ES)","01.01.2022 14:00 - 01.01.2022 15:00 (CET/CEST)","","2593","867"
"Spain (ES)","01.01.2022 15:00 - 01.01.2022 16:00 (CET/CEST)","","2322","958"
"Spain (ES)","01.01.2022 16:00 - 01.01.2022 17:00 (CET/CEST)","","2012","1404"
"Spain (ES)","01.01.2022 17:00 - 01.01.2022 18:00 (CET/CEST)","","1108","1932"
"Spain (ES)","01.01.2022 18:00 - 01.01.2022 19:00 (CET/CEST)","","515","2778"
"Spain (ES)","01.01.2022 19:00 - 01.01.2022 20:00 (CET/CEST)","","514","2863"
"Spain (ES)","01.01.2022 20:00 - 01.01.2022 21:00 (CET/CEST)","","364","2980"
"Spain (ES)","01.01.2022 21:00 - 01.01.2022 22:00 (CET/CEST)","","362","2931"
"Spain (ES)","01.01.2022 22:00 - 01.01.2022 23:00 (CET/CEST)","","374","2620"
"Spain (ES)","01.01.2022 23:00 - 02.01.2022 00:00 (CET/CEST)","","416","2559"
"Spain (ES)","02.01.2022 00:00 - 02.01.2022 01:00 (CET/CEST)","","1253","1385"
"Spain (ES)","02.01.2022 01:00 - 02.01.2022 02:00 (CET/CEST)","","1368","1001"
"Spain (ES)","02.01.2022 02:00 - 02.01.2022 03:00 (CET/CEST)","","1734","685"
"Spain (ES)","02.01.2022 03:00 - 02.01.2022 04:00 (CET/CEST)","","1985","565"
"Spain (ES)","02.01.2022 04:00 - 02.01.2022 05:00 (CET/CEST)","","2087","550"
"Spain (ES)","02.01.2022 05:00 - 02.01.2022 06:00 (CET/CEST)","","1904","558"
"Spain (ES)","02.01.2022 06:00 - 02.01.2022 07:00 (CET/CEST)","","1514","664"
"Spain (ES)","02.01.2022 07:00 - 02.01.2022 08:00 (CET/CEST)","","1290","696"
"Spain (ES)","02.01.2022 08:00 - 02.01.2022 09:00 (CET/CEST)","","1291","820"
"Spain (ES)","02.01.2022 09:00 - 02.01.2022 10:00 (CET/CEST)","","1283","961"
"Spain (ES)","02.01.2022 10:00 - 02.01.2022 11:00 (CET/CEST)","","1339","825"
"Spain (ES)","02.01.2022 11:00 - 02.01.2022 12:00 (CET/CEST)","","1398","837"
"Spain (ES)","02.01.2022 12:00 - 02.01.2022 13:00 (CET/CEST)","","1483","726"
"Spain (ES)","02.01.2022 13:00 - 02.01.2022 14:00 (CET/CEST)","","1342","763"
"Spain (ES)","02.01.2022 14:00 - 02.01.2022 15:00 (CET/CEST)","","1337","828"
"Spain (ES)","02.01.2022 15:00 - 02.01.2022 16:00 (CET/CEST)","","1359","797"
"Spain (ES)","02.01.2022 16:00 - 02.01.2022 17:00 (CET/CEST)","","1249","1156"
"Spain (ES)","02.01.2022 17:00 - 02.01.2022 18:00 (CET/CEST)","","589","2053"
"Spain (ES)","02.01.2022 18:00 - 02.01.2022 19:00 (CET/CEST)","","419","2939"
"Spain (ES)","02.01.2022 19:00 - 02.01.2022 20:00 (CET/CEST)","","420","4279"
"Spain (ES)","02.01.2022 20:00 - 02.01.2022 21:00 (CET/CEST)","","312","4740"
"Spain (ES)","02.01.2022 21:00 - 02.01.2022 22:00 (CET/CEST)","","201","4475"
"Spain (ES)","02.01.2022 22:00 - 02.01.2022 23:00 (CET/CEST)","","201","3788"
"Spain (ES)","02.01.2022 23:00 - 03.01.2022 00:00 (CET/CEST)","","226","2901"
"Spain (ES)","03.01.2022 00:00 - 03.01.2022 01:00 (CET/CEST)","","546","1145"
"Spain (ES)","03.01.2022 01:00 - 03.01.2022 02:00 (CET/CEST)","","868","864"
