"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]"
"Spain (ES)","09.01.2020 20:00 - 09.01.2020 21:00 (CET/CEST)","1458"
"Spain (ES)","09.01.2020 21:00 - 09.01.2020 22:00 (CET/CEST)","1323"
"Spain (ES)","09.01.2020 22:00 - 09.01.2020 23:00 (CET/CEST)","1243"
"Spain (ES)","09.01.2020 23:00 - 10.01.2020 00:00 (CET/CEST)","1189"
"Spain (ES)","10.01.2020 00:00 - 10.01.2020 01:00 (CET/CEST)","1116"
"Spain (ES)","10.01.2020 01:00 - 10.01.2020 02:00 (CET/CEST)","1104"
"Spain (ES)","10.01.2020 02:00 - 10.01.2020 03:00 (CET/CEST)","1105"
"Spain (ES)","10.01.2020 03:00 - 10.01.2020 04:00 (CET/CEST)","1099"
"Spain (ES)","10.01.2020 04:00 - 10.01.2020 05:00 (CET/CEST)","1096"
"Spain (ES)","10.01.2020 05:00 - 10.01.2020 06:00 (CET/CEST)","1085"
"Spain (ES)","10.01.2020 06:00 - 10.01.2020 07:00 (CET/CEST)","1103"
"Spain (ES)","10.01.2020 07:00 - 10.01.2020 08:00 (CET/CEST)","1155"
"Spain (ES)","10.01.2020 08:00 - 10.01.2020 09:00 (CET/CEST)","1265"
"Spain (ES)","10.01.2020 09:00 - 10.01.2020 10:00 (CET/CEST)","1309"
"Spain (ES)","10.01.2020 10:00 - 10.01.2020 11:00 (CET/CEST)","1319"
"Spain (ES)","10.01.2020 11:00 - 10.01.2020 12:00 (CET/CEST)","1320"
"Spain (ES)","10.01.2020 12:00 - 10.01.2020 13:00 (CET/CEST)","1272"
"Spain (ES)","10.01.2020 13:00 - 10.01.2020 14:00 (CET/CEST)","1258"
"Spain (ES)","10.01.2020 14:00 - 10.01.2020 15:00 (CET/CEST)","1255"
"Spain (ES)","10.01.2020 15:00 - 10.01.2020 16:00 (CET/CEST)","1265"
"Spain (ES)","10.01.2020 16:00 - 10.01.2020 17:00 (CET/CEST)","1283"
"Spain (ES)","10.01.2020 17:00 - 10.01.2020 18:00 (CET/CEST)","1332"
"Spain (ES)","10.01.2020 18:00 - 10.01.2020 19:00 (CET/CEST)","1377"
"Spain (ES)","10.01.2020 19:00 - 10.01.2020 20:00 (CET/CEST)","1403"
"Spain (ES)","10.01.2020 20:00 - 10.01.2020 21:00 (CET/CEST)","1309"
"Spain (ES)","10.01.2020 21:00 - 10.01.2020 22:00 (CET/CEST)","1311"
"Spain (ES)","10.01.2020 22:00 - 10.01.2020 23:00 (CET/CEST)","1258"
"Spain (ES)","10.01.2020 23:00 - 11.01.2020 00:00 (CET/CEST)","1190"
"Spain (ES)","11.01.2020 00:00 - 11.01.2020 01:00 (CET/CEST)","1165"
"Spain (ES)","11.01.2020 01:00 - 11.01.2020 02:00 (CET/CEST)","1114"
"Spain (ES)","11.01.2020 02:00 - 11.01.2020 03:00 (CET/CEST)","1115"
"Spain (ES)","11.01.2020 03:00 - 11.01.2020 04:00 (CET/CEST)","1114"
"Spain (ES)","11.01.2020 04:00 - 11.01.2020 05:00 (CET/CEST)","1118"
"Spain (ES)","11.01.2020 05:00 - 11.01.2020 06:00 (CET/CEST)","1110"
"Spain (ES)","11.01.2020 06:00 - 11.01.2020 07:00 (CET/CEST)","1127"
"Spain (ES)","11.01.2020 07:00 - 11.01.2020 08:00 (CET/CEST)","1135"
"Spain (ES)","11.01.2020 08:00 - 11.01.2020 09:00 (CET/CEST)","1156"
"Spain (ES)","11.01.2020 09:00 - 11.01.2020 10:00 (CET/CEST)","1173"
"Spain (ES)","11.01.2020 10:00 - 11.01.2020 11:00 (CET/CEST)","1347"
"Spain (ES)","11.01.2020 11:00 - 11.01.2020 12:00 (CET/CEST)","1337"
"Spain (ES)","11.01.2020 12:00 - 11.01.2020 13:00 (CET/CEST)","1322"
"Spain (ES)","11.01.2020 13:00 - 11.01.2020 14:00 (CET/CEST)","1303"
"Spain (ES)","11.01.2020 14:00 - 11.01.2020 15:00 (CET/CEST)","1298"
"Spain (ES)","11.01.2020 15:00 - 11.01.2020 16:00 (CET/CEST)","1299"
"Spain (ES)","11.01.2020 16:00 - 11.01.2020 17:00 (CET/CEST)","1327"
"Spain (ES)","11.01.2020 17:00 - 11.01.2020 18:00 (CET/CEST)","1363"
"Spain (ES)","11.01.2020 18:00 - 11.01.2020 19:00 (CET/CEST)","1383"
"Spain (ES)","11.01.2020 19:00 - 11.01.2020 20:00 (CET/CEST)","1396"
"Spain (ES)","11.01.2020 20:00 - 11.01.2020 21:00 (CET/CEST)","1379"
"Spain (ES)","11.01.2020 21:00 - 11.01.2020 22:00 (CET/CEST)","1359"
"Spain (ES)","11.01.2020 22:00 - 11.01.2020 23:00 (CET/CEST)","1355"
"Spain (ES)","11.01.2020 23:00 - 12.01.2020 00:00 (CET/CEST)","1310"
"Spain (ES)","12.01.2020 00:00 - 12.01.2020 01:00 (CET/CEST)","1113"
"Spain (ES)","12.01.2020 01:00 - 12.01.2020 02:00 (CET/CEST)","1086"
"Spain (ES)","12.01.2020 02:00 - 12.01.2020 03:00 (CET/CEST)","1080"
"Spain (ES)","12.01.2020 03:00 - 12.01.2020 04:00 (CET/CEST)","1079"
"Spain (ES)","12.01.2020 04:00 - 12.01.2020 05:00 (CET/CEST)","1086"
"Spain (ES)","12.01.2020 05:00 - 12.01.2020 06:00 (CET/CEST)","1091"
"Spain (ES)","12.01.2020 06:00 - 12.01.2020 07:00 (CET/CEST)","1090"
"Spain (ES)","12.01.2020 07:00 - 12.01.2020 08:00 (CET/CEST)","1086"
"Spain (ES)","12.01.2020 08:00 - 12.01.2020 09:00 (CET/CEST)","1080"
"Spain (ES)","12.01.2020 09:00 - 12.01.2020 10:00 (CET/CEST)","1093"
"Spain (ES)","12.01.2020 10:00 - 12.01.2020 11:00 (CET/CEST)","1109"
"Spain (ES)","12.01.2020 11:00 - 12.01.2020 12:00 (CET/CEST)","1121"
"Spain (ES)","12.01.2020 12:00 - 12.01.2020 13:00 (CET/CEST)","1124"
"Spain (ES)","12.01.2020 13:00 - 12.01.2020 14:00 (CET/CEST)","1122"
"Spain (ES)","12.01.2020 14:00 - 12.01.2020 15:00 (CET/CEST)","1127"
"Spain (ES)","12.01.2020 15:00 - 12.01.2020 16:00 (CET/CEST)","1120"
"Spain (ES)","12.01.2020 16:00 - 12.01.2020 17:00 (CET/CEST)","1141"
"Spain (ES)","12.01.2020 17:00 - 12.01.2020 18:00 (CET/CEST)","1188"
"Spain (ES)","12.01.2020 18:00 - 12.01.2020 19:00 (CET/CEST)","1330"
"Spain (ES)","12.01.2020 19:00 - 12.01.2020 20:00 (CET/CEST)","1339"
"Spain (ES)","12.01.2020 20:00 - 12.01.2020 21:00 (CET/CEST)","1345"
"Spain (ES)","12.01.2020 21:00 - 12.01.2020 22:00 (CET/CEST)","1338"
"Spain (ES)","12.01.2020 22:00 - 12.01.2020 23:00 (CET/CEST)","1334"
"Spain (ES)","12.01.2020 23:00 - 13.01.2020 00:00 (CET/CEST)","1278"
"Spain (ES)","13.01.2020 00:00 - 13.01.2020 01:00 (CET/CEST)","1117"
"Spain (ES)","13.01.2020 01:00 - 13.01.2020 02:00 (CET/CEST)","1099"
"Spain (ES)","13.01.2020 02:00 - 13.01.2020 03:00 (CET/CEST)","1088"
"Spain (ES)","13.01.2020 03:00 - 13.01.2020 04:00 (CET/CEST)","1082"
"Spain (ES)","13.01.2020 04:00 - 13.01.2020 05:00 (CET/CEST)","1064"
"Spain (ES)","13.01.2020 05:00 - 13.01.2020 06:00 (CET/CEST)","1075"
"Spain (ES)","13.01.2020 06:00 - 13.01.2020 07:00 (CET/CEST)","1107"
"Spain (ES)","13.01.2020 07:00 - 13.01.2020 08:00 (CET/CEST)","1252"
"Spain (ES)","13.01.2020 08:00 - 13.01.2020 09:00 (CET/CEST)","1365"
"Spain (ES)","13.01.2020 09:00 - 13.01.2020 10:00 (CET/CEST)","1388"
"Spain (ES)","13.01.2020 10:00 - 13.01.2020 11:00 (CET/CEST)","1386"
"Spain (ES)","13.01.2020 11:00 - 13.01.2020 12:00 (CET/CEST)","1379"
"Spain (ES)","13.01.2020 12:00 - 13.01.2020 13:00 (CET/CEST)","1356"
"Spain (ES)","13.01.2020 13:00 - 13.01.2020 14:00 (CET/CEST)","1332"
