"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]"
"Austria (AT)","01.01.2022 08:15 - 01.01.2022 08:30 (CET/CEST)","3812"
"Austria (AT)","01.01.2022 08:30 - 01.01.2022 08:45 (CET/CEST)","3797"
"Austria (AT)","01.01.2022 08:45 - 01.01.2022 09:00 (CET/CEST)","3750"
"Austria (AT)","01.01.2022 09:00 - 01.01.2022 09:15 (CET/CEST)","3745"
"Austria (AT)","01.01.2022 09:15 - 01.01.2022 09:30 (CET/CEST)","3874"
"Austria (AT)","01.01.2022 09:30 - 01.01.2022 09:45 (CET/CEST)","3821"
"Austria (AT)","01.01.2022 09:45 - 01.01.2022 10:00 (CET/CEST)","3842"
"Austria (AT)","01.01.2022 10:00 - 01.01.2022 10:15 (CET/CEST)","3822"
"Austria (AT)","01.01.2022 10:15 - 01.01.2022 10:30 (CET/CEST)","3850"
"Austria (AT)","01.01.2022 10:30 - 01.01.2022 10:45 (CET/CEST)","3866"
"Austria (AT)","01.01.2022 10:45 - 01.01.2022 11:00 (CET/CEST)","3842"
"Austria (AT)","01.01.2022 11:00 - 01.01.2022 11:15 (CET/CEST)","3826"
"Austria (AT)","01.01.2022 11:15 - 01.01.2022 11:30 (CET/CEST)","3808"
"Austria (AT)","01.01.2022 11:30 - 01.01.2022 11:45 (CET/CEST)","3780"
"Austria (AT)","01.01.2022 11:45 - 01.01.2022 12:00 (CET/CEST)","3773"
"Austria (AT)","01.01.2022 12:00 - 01.01.2022 12:15 (CET/CEST)","3788"
"Austria (AT)","01.01.2022 12:15 - 01.01.2022 12:30 (CET/CEST)","3792"
"Austria (AT)","01.01.2022 12:30 - 01.01.2022 12:45 (CET/CEST)","3800"
"Austria (AT)","01.01.2022 12:45 - 01.01.2022 13:00 (CET/CEST)","3785"
"Austria (AT)","01.01.2022 13:00 - 01.01.2022 13:15 (CET/CEST)","3792"
"Austria (AT)","01.01.2022 13:15 - 01.01.2022 13:30 (CET/CEST)","3762"
"Austria (AT)","01.01.2022 13:30 - 01.01.2022 13:45 (CET/CEST)","3749"
"Austria (AT)","01.01.2022 13:45 - 01.01.2022 14:00 (CET/CEST)","3782"
"Austria (AT)","01.01.2022 14:00 - 01.01.2022 14:15 (CET/CEST)","3779"
"Austria (AT)","01.01.2022 14:15 - 01.01.2022 14:30 (CET/CEST)","3760"
"Austria (AT)","01.01.2022 14:30 - 01.01.2022 14:45 (CET/CEST)","3738"
"Austria (AT)","01.01.2022 14:45 - 01.01.2022 15:00 (CET/CEST)","3736"
"Austria (AT)","01.01.2022 15:00 - 01.01.2022 15:15 (CET/CEST)","3742"
"Austria (AT)","01.01.2022 15:15 - 01.01.2022 15:30 (CET/CEST)","3736"
"Austria (AT)","01.01.2022 15:30 - 01.01.2022 15:45 (CET/CEST)","3750"
"Austria (AT)","01.01.2022 15:45 - 01.01.2022 16:00 (CET/CEST)","3756"
"Austria (AT)","01.01.2022 16:00 - 01.01.2022 16:15 (CET/CEST)","3756"
"Austria (AT)","01.01.2022 16:15 - 01.01.2022 16:30 (CET/CEST)","3789"
"Austria (AT)","01.01.2022 16:30 - 01.01.2022 16:45 (CET/CEST)","3817"
"Austria (AT)","01.01.2022 16:45 - 01.01.2022 17:00 (CET/CEST)","3855"
"Austria (AT)","01.01.2022 17:00 - 01.01.2022 17:15 (CET/CEST)","3800"
"Austria (AT)","01.01.2022 17:15 - 01.01.2022 17:30 (CET/CEST)","3814"
"Austria (AT)","01.01.2022 17:30 - 01.01.2022 17:45 (CET/CEST)","3814"
"Austria (AT)","01.01.2022 17:45 - 01.01.2022 18:00 (CET/CEST)","3817"
"Austria (AT)","01.01.2022 18:00 - 01.01.2022 18:15 (CET/CEST)","3823"
"Austria (AT)","01.01.2022 18:15 - 01.01.2022 18:30 (CET/CEST)","3834"
"Austria (AT)","01.01.2022 18:30 - 01.01.2022 18:45 (CET/CEST)","3826"
"Austria (AT)","01.01.2022 18:45 - 01.01.2022 19:00 (CET/CEST)","3794"
"Austria (AT)","01.01.2022 19:00 - 01.01.2022 19:15 (CET/CEST)","3791"
"Austria (AT)","01.01.2022 19:15 - 01.01.2022 19:30 (CET/CEST)","3802"
"Austria (AT)","01.01.2022 19:30 - 01.01.2022 19:45 (CET/CEST)","3784"
"Austria (AT)","01.01.2022 19:45 - 01.01.2022 20:00 (CET/CEST)","3748"
"Austria (AT)","01.01.2022 20:00 - 01.01.2022 20:15 (CET/CEST)","3810"
"Austria (AT)","01.01.2022 20:15 - 01.01.2022 20:30 (CET/CEST)","3808"
"Austria (AT)","01.01.2022 20:30 - 01.01.2022 20:45 (CET/CEST)","3776"
"Austria (AT)","01.01.2022 20:45 - 01.01.2022 21:00 (CET/CEST)","3751"
"Austria (AT)","01.01.2022 21:00 - 01.01.2022 21:15 (CET/CEST)","3762"
"Austria (AT)","01.01.2022 21:15 - 01.01.2022 21:30 (CET/CEST)","3760"
"Austria (AT)","01.01.2022 21:30 - 01.01.2022 21:45 (CET/CEST)","3707"
"Austria (AT)","01.01.2022 21:45 - 01.01.2022 22:00 (CET/CEST)","3698"
"Austria (AT)","01.01.2022 22:00 - 01.01.2022 22:15 (CET/CEST)","3740"
"Austria (AT)","01.01.2022 22:15 - 01.01.2022 22:30 (CET/CEST)","3712"
"Austria (AT)","01.01.2022 22:30 - 01.01.2022 22:45 (CET/CEST)","3725"
"Austria (AT)","01.01.2022 22:45 - 01.01.2022 23:00 (CET/CEST)","3704"
"Austria (AT)","01.01.2022 23:00 - 01.01.2022 23:15 (CET/CEST)","3686"
"Austria (AT)","01.01.2022 23:15 - 01.01.2022 23:30 (CET/CEST)","3674"
"Austria (AT)","01.01.2022 23:30 - 01.01.2022 23:45 (CET/CEST)","3691"
"Austria (AT)","01.01.2022 23:45 - 02.01.2022 00:00 (CET/CEST)","3656"
"Austria (AT)","02.01.2022 00:00 - 02.01.2022 00:15 (CET/CEST)","3623"
"Austria (AT)","02.01.2022 00:15 - 02.01.2022 00:30 (CET/CEST)","3574"
"Austria (AT)","02.01.2022 00:30 - 02.01.2022 00:45 (CET/CEST)","3556"
"Austria (AT)","02.01.2022 00:45 - 02.01.2022 01:00 (CET/CEST)","3536"
"Austria (AT)","02.01.2022 01:00 - 02.01.2022 01:15 (CET/CEST)","3650"
"Austria (AT)","02.01.2022 01:15 - 02.01.2022 01:30 (CET/CEST)","3612"
"Austria (AT)","02.01.2022 01:30 - 02.01.2022 01:45 (CET/CEST)","3594"
"Austria (AT)","02.01.2022 01:45 - 02.01.2022 02:00 (CET/CEST)","3631"
"Austria (AT)","02.01.2022 02:00 - 02.01.2022 02:15 (CET/CEST)","3652"
"Austria (AT)","02.01.2022 02:15 - 02.01.2022 02:30 (CET/CEST)","3577"
"Austria (AT)","02.01.2022 02:30 - 02.01.2022 02:45 (CET/CEST)","3611"
"Austria (AT)","02.01.2022 02:45 - 02.01.2022 03:00 (CET/CEST)","3628"
"Austria (AT)","02.01.2022 03:00 - 02.01.2022 03:15 (CET/CEST)","3618"
"Austria (AT)","02.01.2022 03:15 - 02.01.2022 03:30 (CET/CEST)","3584"
"Austria (AT)","02.01.2022 03:30 - 02.01.2022 03:45 (CET/CEST)","3573"
"Austria (AT)","02.01.2022 03:45 - 02.01.2022 04:00 (CET/CEST)","3609"
"Austria (AT)","02.01.2022 04:00 - 02.01.2022 04:15 (CET/CEST)","3616"
"Austria (AT)","02.01.2022 04:15 - 02.01.2022 04:30 (CET/CEST)","3602"
"Austria (AT)","02.01.2022 04:30 - 02.01.2022 04:45 (CET/CEST)","3583"
"Austria (AT)","02.01.2022 04:45 - 02.01.2022 05:00 (CET/CEST)","3571"
"Austria (AT)","02.01.2022 05:00 - 02.01.2022 05:15 (CET/CEST)","3542"
"Austria (AT)","02.01.2022 05:15 - 02.01.2022 05:30 (CET/CEST)","3539"
"Austria (AT)","02.01.2022 05:30 - 02.01.2022 05:45 (CET/CEST)","3558"
"Austria (AT)","02.01.2022 05:45 - 02.01.2022 06:00 (CET/CEST)","3592"
"Austria (AT)","02.01.2022 06:00 - 02.01.2022 06:15 (CET/CEST)","3602"
"Austria (AT)","02.01.2022 06:15 - 02.01.2022 06:30 (CET/CEST)","3630"
"Austria (AT)","02.01.2022 06:30 - 02.01.2022 06:45 (CET/CEST)","3604"
"Austria (AT)","02.01.2022 06:45 - 02.01.2022 07:00 (CET/CEST)","3643"
"Austria (AT)","02.01.2022 07:00 - 02.01.2022 07:15 (CET/CEST)","3651"
"Austria (AT)","02.01.2022 07:15 - 02.01.2022 07:30 (CET/CEST)","3642"
"Austria (AT)","02.01.2022 07:30 - 02.01.2022 07:45 (CET/CEST)","3647"
"Austria (AT)","02.01.2022 07:45 - 02.01.2022 08:00 (CET/CEST)","3604"
"Austria (AT)","02.01.2022 08:00 - 02.01.2022 08:15 (CET/CEST)","3646"
"Austria (AT)","02.01.2022 08:15 - 02.01.2022 08:30 (CET/CEST)","3671"
"Austria (AT)","02.01.2022 08:30 - 02.01.2022 08:45 (CET/CEST)","3694"
"Austria (AT)","02.01.2022 08:45 - 02.01.2022 09:00 (CET/CEST)","3740"
"Austria (AT)","02.01.2022 09:00 - 02.01.2022 09:15 (CET/CEST)","3674"
"Austria (AT)","02.01.2022 09:15 - 02.01.2022 09:30 (CET/CEST)","3719"
"Austria (AT)","02.01.2022 09:30 - 02.01.2022 09:45 (CET/CEST)","3720"
"Austria (AT)","02.01.2022 09:45 - 02.01.2022 10:00 (CET/CEST)","3711"
"Austria (AT)","02.01.2022 10:00 - 02.01.2022 10:15 (CET/CEST)","3702"
"Austria (AT)","02.01.2022 10:15 - 02.01.2022 10:30 (CET/CEST)","3720"
"Austria (AT)","02.01.2022 10:30 - 02.01.2022 10:45 (CET/CEST)","3731"
"Austria (AT)","02.01.2022 10:45 - 02.01.2022 11:00 (CET/CEST)","3743"
"Austria (AT)","02.01.2022 11:00 - 02.01.2022 11:15 (CET/CEST)","3786"
"Austria (AT)","02.01.2022 11:15 - 02.01.2022 11:30 (CET/CEST)","3798"
"Austria (AT)","02.01.2022 11:30 - 02.01.2022 11:45 (CET/CEST)","3794"
"Austria (AT)","02.01.2022 11:45 - 02.01.2022 12:00 (CET/CEST)","3826"
"Austria (AT)","02.01.2022 12:00 - 02.01.2022 12:15 (CET/CEST)","3820"
"Austria (AT)","02.01.2022 12:15 - 02.01.2022 12:30 (CET/CEST)","3803"
"Austria (AT)","02.01.2022 12:30 - 02.01.2022 12:45 (CET/CEST)","3770"
"Austria (AT)","02.01.2022 12:45 - 02.01.2022 13:00 (CET/CEST)","3746"
"Austria (AT)","02.01.2022 13:00 - 02.01.2022 13:15 (CET/CEST)","3740"
"Austria (AT)","02.01.2022 13:15 - 02.01.2022 13:30 (CET/CEST)","3731"
"Austria (AT)","02.01.2022 13:30 - 02.01.2022 13:45 (CET/CEST)","3714"
"Austria (AT)","02.01.2022 13:45 - 02.01.2022 14:00 (CET/CEST)","3667"
"Austria (AT)","02.01.2022 14:00 - 02.01.2022 14:15 (CET/CEST)","3670"
"Austria (AT)","02.01.2022 14:15 - 02.01.2022 14:30 (CET/CEST)","3679"
"Austria (AT)","02.01.2022 14:30 - 02.01.2022 14:45 (CET/CEST)","3692"
"Austria (AT)","02.01.2022 14:45 - 02.01.2022 15:00 (CET/CEST)","3707"
"Austria (AT)","02.01.2022 15:00 - 02.01.2022 15:15 (CET/CEST)","3691"
"Austria (AT)","02.01.2022 15:15 - 02.01.2022 15:30 (CET/CEST)","3720"
"Austria (AT)","02.01.2022 15:30 - 02.01.2022 15:45 (CET/CEST)","3740"
"Austria (AT)","02.01.2022 15:45 - 02.01.2022 16:00 (CET/CEST)","3752"
"Austria (AT)","02.01.2022 16:00 - 02.01.2022 16:15 (CET/CEST)","3624"
"Austria (AT)","02.01.2022 16:15 - 02.01.2022 16:30 (CET/CEST)","3662"
"Austria (AT)","02.01.2022 16:30 - 02.01.2022 16:45 (CET/CEST)","3710"
"Austria (AT)","02.01.2022 16:45 - 02.01.2022 17:00 (CET/CEST)","3684"
"Austria (AT)","02.01.2022 17:00 - 02.01.2022 17:15 (CET/CEST)","3685"
"Austria (AT)","02.01.2022 17:15 - 02.01.2022 17:30 (CET/CEST)","3701"
"Austria (AT)","02.01.2022 17:30 - 02.01.2022 17:45 (CET/CEST)","3706"
"Austria (AT)","02.01.2022 17:45 - 02.01.2022 18:00 (CET/CEST)","3680"
"Austria (AT)","02.01.2022 18:00 - 02.01.2022 18:15 (CET/CEST)","3705"
"Austria (AT)","02.01.2022 18:15 - 02.01.2022 18:30 (CET/CEST)","3710"
"Austria (AT)","02.01.2022 18:30 - 02.01.2022 18:45 (CET/CEST)","3712"
"Austria (AT)","02.01.2022 18:45 - 02.01.2022 19:00 (CET/CEST)","3718"
"Austria (AT)","02.01.2022 19:00 - 02.01.2022 19:15 (CET/CEST)","3813"
"Austria (AT)","02.01.2022 19:15 - 02.01.2022 19:30 (CET/CEST)","3785"
"Austria (AT)","02.01.2022 19:30 - 02.01.2022 19:45 (CET/CEST)","3773"
"Austria (AT)","02.01.2022 19:45 - 02.01.2022 20:00 (CET/CEST)","3752"
"Austria (AT)","02.01.2022 20:00 - 02.01.2022 20:15 (CET/CEST)","3718"
"Austria (AT)","02.01.2022 20:15 - 02.01.2022 20:30 (CET/CEST)","3625"
"Austria (AT)","02.01.2022 20:30 - 02.01.2022 20:45 (CET/CEST)","3599"
"Austria (AT)","02.01.2022 20:45 - 02.01.2022 21:00 (CET/CEST)","3582"
"Austria (AT)","02.01.2022 21:00 - 02.01.2022 21:15 (CET/CEST)","3530"
"Austria (AT)","02.01.2022 21:15 - 02.01.2022 21:30 (CET/CEST)","3529"
"Austria (AT)","02.01.2022 21:30 - 02.01.2022 21:45 (CET/CEST)","3522"
"Austria (AT)","02.01.2022 21:45 - 02.01.2022 22:00 (CET/CEST)","3536"
"Austria (AT)","02.01.2022 22:00 - 02.01.2022 22:15 (CET/CEST)","3492"
"Austria (AT)","02.01.2022 22:15 - 02.01.2022 22:30 (CET/CEST)","3464"
"Austria (AT)","02.01.2022 22:30 - 02.01.2022 22:45 (CET/CEST)","3456"
"Austria (AT)","02.01.2022 22:45 - 02.01.2022 23:00 (CET/CEST)","3466"
"Austria (AT)","02.01.2022 23:00 - 02.01.2022 23:15 (CET/CEST)","3539"
"Austria (AT)","02.01.2022 23:15 - 02.01.2022 23:30 (CET/CEST)","3497"
"Austria (AT)","02.01.2022 23:30 - 02.01.2022 23:45 (CET/CEST)","3489"
"Austria (AT)","02.01.2022 23:45 - 03.01.2022 00:00 (CET/CEST)","3468"
"Austria (AT)","03.01.2022 00:00 - 03.01.2022 00:15 (CET/CEST)","3383"
"Austria (AT)","03.01.2022 00:15 - 03.01.2022 00:30 (CET/CEST)","3293"
"Austria (AT)","03.01.2022 00:30 - 03.01.2022 00:45 (CET/CEST)","3330"
"Austria (AT)","03.01.2022 00:45 - 03.01.2022 01:00 (CET/CEST)","3266"
"Austria (AT)","03.01.2022 01:00 - 03.01.2022 01:15 (CET/CEST)","3280"
"Austria (AT)","03.01.2022 01:15 - 03.01.2022 01:30 (CET/CEST)","3355"
"Austria (AT)","03.01.2022 01:30 - 03.01.2022 01:45 (CET/CEST)","3380"
"Austria (AT)","03.01.2022 01:45 - 03.01.2022 02:00 (CET/CEST)","3335"
"Austria (AT)","03.01.2022 02:00 - 03.01.2022 02:15 (CET/CEST)","3289"
"Austria (AT)","03.01.2022 02:15 - 03.01.2022 02:30 (CET/CEST)","3240"
"Austria (AT)","03.01.2022 02:30 - 03.01.2022 02:45 (CET/CEST)","3216"
"Austria (AT)","03.01.2022 02:45 - 03.01.2022 03:00 (CET/CEST)","3185"
"Austria (AT)","03.01.2022 03:00 - 03.01.2022 03:15 (CET/CEST)","3172"
"Austria (AT)","03.01.2022 03:15 - 03.01.2022 03:30 (CET/CEST)","3112"
"Austria (AT)","03.01.2022 03:30 - 03.01.2022 03:45 (CET/CEST)","3112"
"Austria (AT)","03.01.2022 03:45 - 03.01.2022 04:00 (CET/CEST)","3094"
"Austria (AT)","03.01.2022 04:00 - 03.01.2022 04:15 (CET/CEST)","3130"
"Austria (AT)","03.01.2022 04:15 - 03.01.2022 04:30 (CET/CEST)","3114"
"Austria (AT)","03.01.2022 04:30 - 03.01.2022 04:45 (CET/CEST)","3085"
"Austria (AT)","03.01.2022 04:45 - 03.01.2022 05:00 (CET/CEST)","3108"
"Austria (AT)","03.01.2022 05:00 - 03.01.2022 05:15 (CET/CEST)","3114"
"Austria (AT)","03.01.2022 05:15 - 03.01.2022 05:30 (CET/CEST)","3113"
"Austria (AT)","03.01.2022 05:30 - 03.01.2022 05:45 (CET/CEST)","3175"
"Austria (AT)","03.01.2022 05:45 - 03.01.2022 06:00 (CET/CEST)","3165"
"Austria (AT)","03.01.2022 06:00 - 03.01.2022 06:15 (CET/CEST)","3069"
"Austria (AT)","03.01.2022 06:15 - 03.01.2022 06:30 (CET/CEST)","3082"
"Austria (AT)","03.01.2022 06:30 - 03.01.2022 06:45 (CET/CEST)","3158"
"Austria (AT)","03.01.2022 06:45 - 03.01.2022 07:00 (CET/CEST)","3117"
"Austria (AT)","03.01.2022 07:00 - 03.01.2022 07:15 (CET/CEST)","3115"
"Austria (AT)","03.01.2022 07:15 - 03.01.2022 07:30 (CET/CEST)","3202"
"Austria (AT)","03.01.2022 07:30 - 03.01.2022 07:45 (CET/CEST)","3208"
"Austria (AT)","03.01.2022 07:45 - 03.01.2022 08:00 (CET/CEST)","3205"
"Austria (AT)","03.01.2022 08:00 - 03.01.2022 08:15 (CET/CEST)","3234"
"Austria (AT)","03.01.2022 08:15 - 03.01.2022 08:30 (CET/CEST)","3262"
"Austria (AT)","03.01.2022 08:30 - 03.01.2022 08:45 (CET/CEST)","3260"
"Austria (AT)","03.01.2022 08:45 - 03.01.2022 09:00 (CET/CEST)","3230"
"Austria (AT)","03.01.2022 09:00 - 03.01.2022 09:15 (CET/CEST)","3225"
"Austria (AT)","03.01.2022 09:15 - 03.01.2022 09:30 (CET/CEST)","3252"
"Austria (AT)","03.01.2022 09:30 - 03.01.2022 09:45 (CET/CEST)","3282"
"Austria (AT)","03.01.2022 09:45 - 03.01.2022 10:00 (CET/CEST)","3279"
"Austria (AT)","03.01.2022 10:00 - 03.01.2022 10:15 (CET/CEST)","3308"
"Austria (AT)","03.01.2022 10:15 - 03.01.2022 10:30 (CET/CEST)","3296"
"Austria (AT)","03.01.2022 10:30 - 03.01.2022 10:45 (CET/CEST)","3278"
"Austria (AT)","03.01.2022 10:45 - 03.01.2022 11:00 (CET/CEST)","3258"
"Austria (AT)","03.01.2022 11:00 - 03.01.2022 11:15 (CET/CEST)","3194"
"Austria (AT)","03.01.2022 11:15 - 03.01.2022 11:30 (CET/CEST)","3185"
"Austria (AT)","03.01.2022 11:30 - 03.01.2022 11:45 (CET/CEST)","3178"
"Austria (AT)","03.01.2022 11:45 - 03.01.2022 12:00 (CET/CEST)","3197"
"Austria (AT)","03.01.2022 12:00 - 03.01.2022 12:15 (CET/CEST)","3264"
"Austria (AT)","03.01.2022 12:15 - 03.01.2022 12:30 (CET/CEST)","3253"
"Austria (AT)","03.01.2022 12:30 - 03.01.2022 12:45 (CET/CEST)","3248"
"Austria (AT)","03.01.2022 12:45 - 03.01.2022 13:00 (CET/CEST)","3227"
"Austria (AT)","03.01.2022 13:00 - 03.01.2022 13:15 (CET/CEST)","3257"
"Austria (AT)","03.01.2022 13:15 - 03.01.2022 13:30 (CET/CEST)","3237"
"Austria (AT)","03.01.2022 13:30 - 03.01.2022 13:45 (CET/CEST)","3279"
"Austria (AT)","03.01.2022 13:45 - 03.01.2022 14:00 (CET/CEST)","3275"
"Austria (AT)","03.01.2022 14:00 - 03.01.2022 14:15 (CET/CEST)","3247"
"Austria (AT)","03.01.2022 14:15 - 03.01.2022 14:30 (CET/CEST)","3244"
"Austria (AT)","03.01.2022 14:30 - 03.01.2022 14:45 (CET/CEST)","3247"
"Austria (AT)","03.01.2022 14:45 - 03.01.2022 15:00 (CET/CEST)","3235"
"Austria (AT)","03.01.2022 15:00 - 03.01.2022 15:15 (CET/CEST)","3173"
"Austria (AT)","03.01.2022 15:15 - 03.01.2022 15:30 (CET/CEST)","3152"
"Austria (AT)","03.01.2022 15:30 - 03.01.2022 15:45 (CET/CEST)","3175"
"Austria (AT)","03.01.2022 15:45 - 03.01.2022 16:00 (CET/CEST)","3174"
"Austria (AT)","03.01.2022 16:00 - 03.01.2022 16:15 (CET/CEST)","3240"
"Austria (AT)","03.01.2022 16:15 - 03.01.2022 16:30 (CET/CEST)","3302"
"Austria (AT)","03.01.2022 16:30 - 03.01.2022 16:45 (CET/CEST)","3338"
"Austria (AT)","03.01.2022 16:45 - 03.01.2022 17:00 (CET/CEST)","3328"
"Austria (AT)","03.01.2022 17:00 - 03.01.2022 17:15 (CET/CEST)","3328"
"Austria (AT)","03.01.2022 17:15 - 03.01.2022 17:30 (CET/CEST)","3341"
"Austria (AT)","03.01.2022 17:30 - 03.01.2022 17:45 (CET/CEST)","3356"
"Austria (AT)","03.01.2022 17:45 - 03.01.2022 18:00 (CET/CEST)","3363"
"Austria (AT)","03.01.2022 18:00 - 03.01.2022 18:15 (CET/CEST)","3334"
"Austria (AT)","03.01.2022 18:15 - 03.01.2022 18:30 (CET/CEST)","3294"
"Austria (AT)","03.01.2022 18:30 - 03.01.2022 18:45 (CET/CEST)","3300"
"Austria (AT)","03.01.2022 18:45 - 03.01.2022 19:00 (CET/CEST)","3295"
"Austria (AT)","03.01.2022 19:00 - 03.01.2022 19:15 (CET/CEST)","3312"
"Austria (AT)","03.01.2022 19:15 - 03.01.2022 19:30 (CET/CEST)","3282"
"Austria (AT)","03.01.2022 19:30 - 03.01.2022 19:45 (CET/CEST)","3290"
"Austria (AT)","03.01.2022 19:45 - 03.01.2022 20:00 (CET/CEST)","3278"
"Austria (AT)","03.01.2022 20:00 - 03.01.2022 20:15 (CET/CEST)","3205"
"Austria (AT)","03.01.2022 20:15 - 03.01.2022 20:30 (CET/CEST)","3145"
"Austria (AT)","03.01.2022 20:30 - 03.01.2022 20:45 (CET/CEST)","3100"
"Austria (AT)","03.01.2022 20:45 - 03.01.2022 21:00 (CET/CEST)","3074"
"Austria (AT)","03.01.2022 21:00 - 03.01.2022 21:15 (CET/CEST)","3138"
"Austria (AT)","03.01.2022 21:15 - 03.01.2022 21:30 (CET/CEST)","3142"
"Austria (AT)","03.01.2022 21:30 - 03.01.2022 21:45 (CET/CEST)","3125"
"Austria (AT)","03.01.2022 21:45 - 03.01.2022 22:00 (CET/CEST)","3099"
"Austria (AT)","03.01.2022 22:00 - 03.01.2022 22:15 (CET/CEST)","3145"
"Austria (AT)","03.01.2022 22:15 - 03.01.2022 22:30 (CET/CEST)","3118"
"Austria (AT)","03.01.2022 22:30 - 03.01.2022 22:45 (CET/CEST)","3112"
"Austria (AT)","03.01.2022 22:45 - 03.01.2022 23:00 (CET/CEST)","3075"
"Austria (AT)","03.01.2022 23:00 - 03.01.2022 23:15 (CET/CEST)","3100"
"Austria (AT)","03.01.2022 23:15 - 03.01.2022 23:30 (CET/CEST)","3062"
"Austria (AT)","03.01.2022 23:30 - 03.01.2022 23:45 (CET/CEST)","3029"
"Austria (AT)","03.01.2022 23:45 - 04.01.2022 00:00 (CET/CEST)","3019"
"Austria (AT)","04.01.2022 00:00 - 04.01.2022 00:15 (CET/CEST)","3026"
"Austria (AT)","04.01.2022 00:15 - 04.01.2022 00:30 (CET/CEST)","3038"
"Austria (AT)","04.01.2022 00:30 - 04.01.2022 00:45 (CET/CEST)","3028"
"Austria (AT)","04.01.2022 00:45 - 04.01.2022 01:00 (CET/CEST)","3022"
"Austria (AT)","04.01.2022 01:00 - 04.01.2022 01:15 (CET/CEST)","2998"
"Austria (AT)","04.01.2022 01:15 - 04.01.2022 01:30 (CET/CEST)","2991"
"Austria (AT)","04.01.2022 01:30 - 04.01.2022 01:45 (CET/CEST)","2966"
"Austria (AT)","04.01.2022 01:45 - 04.01.2022 02:00 (CET/CEST)","2946"
"Austria (AT)","04.01.2022 02:00 - 04.01.2022 02:15 (CET/CEST)","2950"
"Austria (AT)","04.01.2022 02:15 - 04.01.2022 02:30 (CET/CEST)","2960"
"Austria (AT)","04.01.2022 02:30 - 04.01.2022 02:45 (CET/CEST)","2945"
"Austria (AT)","04.01.2022 02:45 - 04.01.2022 03:00 (CET/CEST)","2951"
"Austria (AT)","04.01.2022 03:00 - 04.01.2022 03:15 (CET/CEST)","2966"
"Austria (AT)","04.01.2022 03:15 - 04.01.2022 03:30 (CET/CEST)","2954"
