"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]"
"Italy (IT)","02.01.2020 00:00 - 02.01.2020 01:00 (CET/CEST)","2733"
"Italy (IT)","02.01.2020 01:00 - 02.01.2020 02:00 (CET/CEST)","2480"
"Italy (IT)","02.01.2020 02:00 - 02.01.2020 03:00 (CET/CEST)","2406"
"Italy (IT)","02.01.2020 03:00 - 02.01.2020 04:00 (CET/CEST)","2387"
"Italy (IT)","02.01.2020 04:00 - 02.01.2020 05:00 (CET/CEST)","2321"
"Italy (IT)","02.01.2020 05:00 - 02.01.2020 06:00 (CET/CEST)","2244"
"Italy (IT)","02.01.2020 06:00 - 02.01.2020 07:00 (CET/CEST)","3224"
"Italy (IT)","02.01.2020 07:00 - 02.01.2020 08:00 (CET/CEST)","4191"
"Italy (IT)","02.01.2020 08:00 - 02.01.2020 09:00 (CET/CEST)","4857"
"Italy (IT)","02.01.2020 09:00 - 02.01.2020 10:00 (CET/CEST)","5156"
"Italy (IT)","02.01.2020 10:00 - 02.01.2020 11:00 (CET/CEST)","4737"
"Italy (IT)","02.01.2020 11:00 - 02.01.2020 12:00 (CET/CEST)","3998"
"Italy (IT)","02.01.2020 12:00 - 02.01.2020 13:00 (CET/CEST)","3242"
"Italy (IT)","02.01.2020 13:00 - 02.01.2020 14:00 (CET/CEST)","3144"
"Italy (IT)","02.01.2020 14:00 - 02.01.2020 15:00 (CET/CEST)","3308"
"Italy (IT)","02.01.2020 15:00 - 02.01.2020 16:00 (CET/CEST)","4164"
"Italy (IT)","02.01.2020 16:00 - 02.01.2020 17:00 (CET/CEST)","5192"
"Italy (IT)","02.01.2020 17:00 - 02.01.2020 18:00 (CET/CEST)","6329"
"Italy (IT)","02.01.2020 18:00 - 02.01.2020 19:00 (CET/CEST)","6428"
"Italy (IT)","02.01.2020 19:00 - 02.01.2020 20:00 (CET/CEST)","6226"
"Italy (IT)","02.01.2020 20:00 - 02.01.2020 21:00 (CET/CEST)","5212"
"Italy (IT)","02.01.2020 21:00 - 02.01.2020 22:00 (CET/CEST)","4288"
"Italy (IT)","02.01.2020 22:00 - 02.01.2020 23:00 (CET/CEST)","3596"
"Italy (IT)","02.01.2020 23:00 - 03.01.2020 00:00 (CET/CEST)","3165"
"Italy (IT)","03.01.2020 00:00 - 03.01.2020 01:00 (CET/CEST)","2637"
"Italy (IT)","03.01.2020 01:00 - 03.01.2020 02:00 (CET/CEST)","2446"
"Italy (IT)","03.01.2020 02:00 - 03.01.2020 03:00 (CET/CEST)","2416"
"Italy (IT)","03.01.2020 03:00 - 03.01.2020 04:00 (CET/CEST)","2427"
"Italy (IT)","03.01.2020 04:00 - 03.01.2020 05:00 (CET/CEST)","2402"
"Italy (IT)","03.01.2020 05:00 - 03.01.2020 06:00 (CET/CEST)","2334"
"Italy (IT)","03.01.2020 06:00 - 03.01.2020 07:00 (CET/CEST)","2889"
"Italy (IT)","03.01.2020 07:00 - 03.01.2020 08:00 (CET/CEST)","3713"
"Italy (IT)","03.01.2020 08:00 - 03.01.2020 09:00 (CET/CEST)","4315"
"Italy (IT)","03.01.2020 09:00 - 03.01.2020 10:00 (CET/CEST)","4607"
"Italy (IT)","03.01.2020 10:00 - 03.01.2020 11:00 (CET/CEST)","4249"
"Italy (IT)","03.01.2020 11:00 - 03.01.2020 12:00 (CET/CEST)","3747"
"Italy (IT)","03.01.2020 12:00 - 03.01.2020 13:00 (CET/CEST)","3387"
"Italy (IT)","03.01.2020 13:00 - 03.01.2020 14:00 (CET/CEST)","3176"
"Italy (IT)","03.01.2020 14:00 - 03.01.2020 15:00 (CET/CEST)","3559"
"Italy (IT)","03.01.2020 15:00 - 03.01.2020 16:00 (CET/CEST)","4015"
"Italy (IT)","03.01.2020 16:00 - 03.01.2020 17:00 (CET/CEST)","4991"
"Italy (IT)","03.01.2020 17:00 - 03.01.2020 18:00 (CET/CEST)","6320"
"Italy (IT)","03.01.2020 18:00 - 03.01.2020 19:00 (CET/CEST)","6716"
"Italy (IT)","03.01.2020 19:00 - 03.01.2020 20:00 (CET/CEST)","6294"
"Italy (IT)","03.01.2020 20:00 - 03.01.2020 21:00 (CET/CEST)","5219"
"Italy (IT)","03.01.2020 21:00 - 03.01.2020 22:00 (CET/CEST)","4076"
"Italy (IT)","03.01.2020 22:00 - 03.01.2020 23:00 (CET/CEST)","3558"
"Italy (IT)","03.01.2020 23:00 - 04.01.2020 00:00 (CET/CEST)","2880"
"Italy (IT)","04.01.2020 00:00 - 04.01.2020 01:00 (CET/CEST)","2533"
"Italy (IT)","04.01.2020 01:00 - 04.01.2020 02:00 (CET/CEST)","2451"
"Italy (IT)","04.01.2020 02:00 - 04.01.2020 03:00 (CET/CEST)","2192"
"Italy (IT)","04.01.2020 03:00 - 04.01.2020 04:00 (CET/CEST)","2142"
"Italy (IT)","04.01.2020 04:00 - 04.01.2020 05:00 (CET/CEST)","2210"
"Italy (IT)","04.01.2020 05:00 - 04.01.2020 06:00 (CET/CEST)","2480"
"Italy (IT)","04.01.2020 06:00 - 04.01.2020 07:00 (CET/CEST)","2722"
"Italy (IT)","04.01.2020 07:00 - 04.01.2020 08:00 (CET/CEST)","3557"
"Italy (IT)","04.01.2020 08:00 - 04.01.2020 09:00 (CET/CEST)","4097"
"Italy (IT)","04.01.2020 09:00 - 04.01.2020 10:00 (CET/CEST)","3848"
"Italy (IT)","04.01.2020 10:00 - 04.01.2020 11:00 (CET/CEST)","3786"
"Italy (IT)","04.01.2020 11:00 - 04.01.2020 12:00 (CET/CEST)","3207"
"Italy (IT)","04.01.2020 12:00 - 04.01.2020 13:00 (CET/CEST)","2963"
"Italy (IT)","04.01.2020 13:00 - 04.01.2020 14:00 (CET/CEST)","2916"
"Italy (IT)","04.01.2020 14:00 - 04.01.2020 15:00 (CET/CEST)","2953"
"Italy (IT)","04.01.2020 15:00 - 04.01.2020 16:00 (CET/CEST)","3088"
"Italy (IT)","04.01.2020 16:00 - 04.01.2020 17:00 (CET/CEST)","3665"
"Italy (IT)","04.01.2020 17:00 - 04.01.2020 18:00 (CET/CEST)","5099"
"Italy (IT)","04.01.2020 18:00 - 04.01.2020 19:00 (CET/CEST)","5952"
"Italy (IT)","04.01.2020 19:00 - 04.01.2020 20:00 (CET/CEST)","5905"
"Italy (IT)","04.01.2020 20:00 - 04.01.2020 21:00 (CET/CEST)","5314"
"Italy (IT)","04.01.2020 21:00 - 04.01.2020 22:00 (CET/CEST)","4237"
"Italy (IT)","04.01.2020 22:00 - 04.01.2020 23:00 (CET/CEST)","3313"
"Italy (IT)","04.01.2020 23:00 - 05.01.2020 00:00 (CET/CEST)","3392"
"Italy (IT)","05.01.2020 00:00 - 05.01.2020 01:00 (CET/CEST)","3228"
"Italy (IT)","05.01.2020 01:00 - 05.01.2020 02:00 (CET/CEST)","2658"
"Italy (IT)","05.01.2020 02:00 - 05.01.2020 03:00 (CET/CEST)","2231"
"Italy (IT)","05.01.2020 03:00 - 05.01.2020 04:00 (CET/CEST)","2152"
"Italy (IT)","05.01.2020 04:00 - 05.01.2020 05:00 (CET/CEST)","2123"
"Italy (IT)","05.01.2020 05:00 - 05.01.2020 06:00 (CET/CEST)","2142"
"Italy (IT)","05.01.2020 06:00 - 05.01.2020 07:00 (CET/CEST)","2445"
"Italy (IT)","05.01.2020 07:00 - 05.01.2020 08:00 (CET/CEST)","2824"
"Italy (IT)","05.01.2020 08:00 - 05.01.2020 09:00 (CET/CEST)","3172"
"Italy (IT)","05.01.2020 09:00 - 05.01.2020 10:00 (CET/CEST)","3276"
"Italy (IT)","05.01.2020 10:00 - 05.01.2020 11:00 (CET/CEST)","3140"
"Italy (IT)","05.01.2020 11:00 - 05.01.2020 12:00 (CET/CEST)","2759"
"Italy (IT)","05.01.2020 12:00 - 05.01.2020 13:00 (CET/CEST)","2431"
"Italy (IT)","05.01.2020 13:00 - 05.01.2020 14:00 (CET/CEST)","2405"
"Italy (IT)","05.01.2020 14:00 - 05.01.2020 15:00 (CET/CEST)","2506"
"Italy (IT)","05.01.2020 15:00 - 05.01.2020 16:00 (CET/CEST)","2824"
"Italy (IT)","05.01.2020 16:00 - 05.01.2020 17:00 (CET/CEST)","3539"
"Italy (IT)","05.01.2020 17:00 - 05.01.2020 18:00 (CET/CEST)","4362"
"Italy (IT)","05.01.2020 18:00 - 05.01.2020 19:00 (CET/CEST)","4922"
"Italy (IT)","05.01.2020 19:00 - 05.01.2020 20:00 (CET/CEST)","4909"
"Italy (IT)","05.01.2020 20:00 - 05.01.2020 21:00 (CET/CEST)","4566"
"Italy (IT)","05.01.2020 21:00 - 05.01.2020 22:00 (CET/CEST)","3468"
"Italy (IT)","05.01.2020 22:00 - 05.01.2020 23:00 (CET/CEST)","2959"
"Italy (IT)","05.01.2020 23:00 - 06.01.2020 00:00 (CET/CEST)","2740"
"Italy (IT)","06.01.2020 00:00 - 06.01.2020 01:00 (CET/CEST)","2908"
"Italy (IT)","06.01.2020 01:00 - 06.01.2020 02:00 (CET/CEST)","2596"
"Italy (IT)","06.01.2020 02:00 - 06.01.2020 03:00 (CET/CEST)","2063"
"Italy (IT)","06.01.2020 03:00 - 06.01.2020 04:00 (CET/CEST)","2024"
"Italy (IT)","06.01.2020 04:00 - 06.01.2020 05:00 (CET/CEST)","2018"
"Italy (IT)","06.01.2020 05:00 - 06.01.2020 06:00 (CET/CEST)","2080"
"Italy (IT)","06.01.2020 06:00 - 06.01.2020 07:00 (CET/CEST)","2418"
"Italy (IT)","06.01.2020 07:00 - 06.01.2020 08:00 (CET/CEST)","3346"
"Italy (IT)","06.01.2020 08:00 - 06.01.2020 09:00 (CET/CEST)","4377"
"Italy (IT)","06.01.2020 09:00 - 06.01.2020 10:00 (CET/CEST)","4579"
"Italy (IT)","06.01.2020 10:00 - 06.01.2020 11:00 (CET/CEST)","4436"
"Italy (IT)","06.01.2020 11:00 - 06.01.2020 12:00 (CET/CEST)","4222"
"Italy (IT)","06.01.2020 12:00 - 06.01.2020 13:00 (CET/CEST)","3698"
"Italy (IT)","06.01.2020 13:00 - 06.01.2020 14:00 (CET/CEST)","3489"
"Italy (IT)","06.01.2020 14:00 - 06.01.2020 15:00 (CET/CEST)","3513"
"Italy (IT)","06.01.2020 15:00 - 06.01.2020 16:00 (CET/CEST)","3837"
"Italy (IT)","06.01.2020 16:00 - 06.01.2020 17:00 (CET/CEST)","5599"
"Italy (IT)","06.01.2020 17:00 - 06.01.2020 18:00 (CET/CEST)","5958"
"Italy (IT)","06.01.2020 18:00 - 06.01.2020 19:00 (CET/CEST)","6105"
"Italy (IT)","06.01.2020 19:00 - 06.01.2020 20:00 (CET/CEST)","6104"
"Italy (IT)","06.01.2020 20:00 - 06.01.2020 21:00 (CET/CEST)","5264"
"Italy (IT)","06.01.2020 21:00 - 06.01.2020 22:00 (CET/CEST)","4229"
"Italy (IT)","06.01.2020 22:00 - 06.01.2020 23:00 (CET/CEST)","3609"
"Italy (IT)","06.01.2020 23:00 - 07.01.2020 00:00 (CET/CEST)","3051"
"Italy (IT)","07.01.2020 00:00 - 07.01.2020 01:00 (CET/CEST)","2272"
"Italy (IT)","07.01.2020 01:00 - 07.01.2020 02:00 (CET/CEST)","2121"
"Italy (IT)","07.01.2020 02:00 - 07.01.2020 03:00 (CET/CEST)","2054"
"Italy (IT)","07.01.2020 03:00 - 07.01.2020 04:00 (CET/CEST)","2055"
"Italy (IT)","07.01.2020 04:00 - 07.01.2020 05:00 (CET/CEST)","2062"
"Italy (IT)","07.01.2020 05:00 - 07.01.2020 06:00 (CET/CEST)","2319"
"Italy (IT)","07.01.2020 06:00 - 07.01.2020 07:00 (CET/CEST)","3195"
"Italy (IT)","07.01.2020 07:00 - 07.01.2020 08:00 (CET/CEST)","4371"
"Italy (IT)","07.01.2020 08:00 - 07.01.2020 09:00 (CET/CEST)","6071"
"Italy (IT)","07.01.2020 09:00 - 07.01.2020 10:00 (CET/CEST)","6025"
"Italy (IT)","07.01.2020 10:00 - 07.01.2020 11:00 (CET/CEST)","5631"
"Italy (IT)","07.01.2020 11:00 - 07.01.2020 12:00 (CET/CEST)","4916"
"Italy (IT)","07.01.2020 12:00 - 07.01.2020 13:00 (CET/CEST)","4350"
"Italy (IT)","07.01.2020 13:00 - 07.01.2020 14:00 (CET/CEST)","4397"
"Italy (IT)","07.01.2020 14:00 - 07.01.2020 15:00 (CET/CEST)","5145"
"Italy (IT)","07.01.2020 15:00 - 07.01.2020 16:00 (CET/CEST)","6035"
"Italy (IT)","07.01.2020 16:00 - 07.01.2020 17:00 (CET/CEST)","6539"
"Italy (IT)","07.01.2020 17:00 - 07.01.2020 18:00 (CET/CEST)","6895"
"Italy (IT)","07.01.2020 18:00 - 07.01.2020 19:00 (CET/CEST)","6978"
"Italy (IT)","07.01.2020 19:00 - 07.01.2020 20:00 (CET/CEST)","6814"
"Italy (IT)","07.01.2020 20:00 - 07.01.2020 21:00 (CET/CEST)","5806"
"Italy (IT)","07.01.2020 21:00 - 07.01.2020 22:00 (CET/CEST)","4965"
"Italy (IT)","07.01.2020 22:00 - 07.01.2020 23:00 (CET/CEST)","4237"
"Italy (IT)","07.01.2020 23:00 - 08.01.2020 00:00 (CET/CEST)","3401"
"Italy (IT)","08.01.2020 00:00 - 08.01.2020 01:00 (CET/CEST)","2548"
"Italy (IT)","08.01.2020 01:00 - 08.01.2020 02:00 (CET/CEST)","2363"
"Italy (IT)","08.01.2020 02:00 - 08.01.2020 03:00 (CET/CEST)","2074"
"Italy (IT)","08.01.2020 03:00 - 08.01.2020 04:00 (CET/CEST)","1974"
"Italy (IT)","08.01.2020 04:00 - 08.01.2020 05:00 (CET/CEST)","2167"
"Italy (IT)","08.01.2020 05:00 - 08.01.2020 06:00 (CET/CEST)","2534"
"Italy (IT)","08.01.2020 06:00 - 08.01.2020 07:00 (CET/CEST)","3043"
"Italy (IT)","08.01.2020 07:00 - 08.01.2020 08:00 (CET/CEST)","4777"
"Italy (IT)","08.01.2020 08:00 - 08.01.2020 09:00 (CET/CEST)","5190"
"Italy (IT)","08.01.2020 09:00 - 08.01.2020 10:00 (CET/CEST)","5072"
"Italy (IT)","08.01.2020 10:00 - 08.01.2020 11:00 (CET/CEST)","4372"
"Italy (IT)","08.01.2020 11:00 - 08.01.2020 12:00 (CET/CEST)","3581"
"Italy (IT)","08.01.2020 12:00 - 08.01.2020 13:00 (CET/CEST)","3157"
"Italy (IT)","08.01.2020 13:00 - 08.01.2020 14:00 (CET/CEST)","3061"
"Italy (IT)","08.01.2020 14:00 - 08.01.2020 15:00 (CET/CEST)","3326"
"Italy (IT)","08.01.2020 15:00 - 08.01.2020 16:00 (CET/CEST)","4623"
"Italy (IT)","08.01.2020 16:00 - 08.01.2020 17:00 (CET/CEST)","5844"
"Italy (IT)","08.01.2020 17:00 - 08.01.2020 18:00 (CET/CEST)","6798"
"Italy (IT)","08.01.2020 18:00 - 08.01.2020 19:00 (CET/CEST)","6921"
"Italy (IT)","08.01.2020 19:00 - 08.01.2020 20:00 (CET/CEST)","6293"
"Italy (IT)","08.01.2020 20:00 - 08.01.2020 21:00 (CET/CEST)","4805"
"Italy (IT)","08.01.2020 21:00 - 08.01.2020 22:00 (CET/CEST)","4052"
"Italy (IT)","08.01.2020 22:00 - 08.01.2020 23:00 (CET/CEST)","3459"
"Italy (IT)","08.01.2020 23:00 - 09.01.2020 00:00 (CET/CEST)","3133"
"Italy (IT)","09.01.2020 00:00 - 09.01.2020 01:00 (CET/CEST)","2791"
"Italy (IT)","09.01.2020 01:00 - 09.01.2020 02:00 (CET/CEST)","2718"
"Italy (IT)","09.01.2020 02:00 - 09.01.2020 03:00 (CET/CEST)","2496"
"Italy (IT)","09.01.2020 03:00 - 09.01.2020 04:00 (CET/CEST)","2427"
"Italy (IT)","09.01.2020 04:00 - 09.01.2020 05:00 (CET/CEST)","2431"
"Italy (IT)","09.01.2020 05:00 - 09.01.2020 06:00 (CET/CEST)","2626"
"Italy (IT)","09.01.2020 06:00 - 09.01.2020 07:00 (CET/CEST)","3727"
"Italy (IT)","09.01.2020 07:00 - 09.01.2020 08:00 (CET/CEST)","5605"
"Italy (IT)","09.01.2020 08:00 - 09.01.2020 09:00 (CET/CEST)","6276"
"Italy (IT)","09.01.2020 09:00 - 09.01.2020 10:00 (CET/CEST)","6316"
"Italy (IT)","09.01.2020 10:00 - 09.01.2020 11:00 (CET/CEST)","5467"
"Italy (IT)","09.01.2020 11:00 - 09.01.2020 12:00 (CET/CEST)","4534"
"Italy (IT)","09.01.2020 12:00 - 09.01.2020 13:00 (CET/CEST)","3319"
"Italy (IT)","09.01.2020 13:00 - 09.01.2020 14:00 (CET/CEST)","3201"
"Italy (IT)","09.01.2020 14:00 - 09.01.2020 15:00 (CET/CEST)","4301"
"Italy (IT)","09.01.2020 15:00 - 09.01.2020 16:00 (CET/CEST)","5730"
"Italy (IT)","09.01.2020 16:00 - 09.01.2020 17:00 (CET/CEST)","6662"
"Italy (IT)","09.01.2020 17:00 - 09.01.2020 18:00 (CET/CEST)","7063"
"Italy (IT)","09.01.2020 18:00 - 09.01.2020 19:00 (CET/CEST)","7172"
"Italy (IT)","09.01.2020 19:00 - 09.01.2020 20:00 (CET/CEST)","6738"
"Italy (IT)","09.01.2020 20:00 - 09.01.2020 21:00 (CET/CEST)","5449"
"Italy (IT)","09.01.2020 21:00 - 09.01.2020 22:00 (CET/CEST)","4866"
"Italy (IT)","09.01.2020 22:00 - 09.01.2020 23:00 (CET/CEST)","3327"
"Italy (IT)","09.01.2020 23:00 - 10.01.2020 00:00 (CET/CEST)","2756"
"Italy (IT)","10.01.2020 00:00 - 10.01.2020 01:00 (CET/CEST)","2367"
"Italy (IT)","10.01.2020 01:00 - 10.01.2020 02:00 (CET/CEST)","2263"
"Italy (IT)","10.01.2020 02:00 - 10.01.2020 03:00 (CET/CEST)","2168"
"Italy (IT)","10.01.2020 03:00 - 10.01.2020 04:00 (CET/CEST)","2129"
"Italy (IT)","10.01.2020 04:00 - 10.01.2020 05:00 (CET/CEST)","2156"
"Italy (IT)","10.01.2020 05:00 - 10.01.2020 06:00 (CET/CEST)","2347"
"Italy (IT)","10.01.2020 06:00 - 10.01.2020 07:00 (CET/CEST)","3017"
"Italy (IT)","10.01.2020 07:00 - 10.01.2020 08:00 (CET/CEST)","5029"
"Italy (IT)","10.01.2020 08:00 - 10.01.2020 09:00 (CET/CEST)","6683"
"Italy (IT)","10.01.2020 09:00 - 10.01.2020 10:00 (CET/CEST)","6753"
"Italy (IT)","10.01.2020 10:00 - 10.01.2020 11:00 (CET/CEST)","5598"
"Italy (IT)","10.01.2020 11:00 - 10.01.2020 12:00 (CET/CEST)","4917"
"Italy (IT)","10.01.2020 12:00 - 10.01.2020 13:00 (CET/CEST)","4357"
"Italy (IT)","10.01.2020 13:00 - 10.01.2020 14:00 (CET/CEST)","4343"
"Italy (IT)","10.01.2020 14:00 - 10.01.2020 15:00 (CET/CEST)","4611"
"Italy (IT)","10.01.2020 15:00 - 10.01.2020 16:00 (CET/CEST)","5203"
"Italy (IT)","10.01.2020 16:00 - 10.01.2020 17:00 (CET/CEST)","6229"
"Italy (IT)","10.01.2020 17:00 - 10.01.2020 18:00 (CET/CEST)","7047"
"Italy (IT)","10.01.2020 18:00 - 10.01.2020 19:00 (CET/CEST)","7026"
"Italy (IT)","10.01.2020 19:00 - 10.01.2020 20:00 (CET/CEST)","6424"
"Italy (IT)","10.01.2020 20:00 - 10.01.2020 21:00 (CET/CEST)","4992"
"Italy (IT)","10.01.2020 21:00 - 10.01.2020 22:00 (CET/CEST)","3801"
"Italy (IT)","10.01.2020 22:00 - 10.01.2020 23:00 (CET/CEST)","3262"
"Italy (IT)","10.01.2020 23:00 - 11.01.2020 00:00 (CET/CEST)","2825"
"Italy (IT)","11.01.2020 00:00 - 11.01.2020 01:00 (CET/CEST)","2769"
"Italy (IT)","11.01.2020 01:00 - 11.01.2020 02:00 (CET/CEST)","2428"
"Italy (IT)","11.01.2020 02:00 - 11.01.2020 03:00 (CET/CEST)","2039"
"Italy (IT)","11.01.2020 03:00 - 11.01.2020 04:00 (CET/CEST)","1969"
"Italy (IT)","11.01.2020 04:00 - 11.01.2020 05:00 (CET/CEST)","1928"
"Italy (IT)","11.01.2020 05:00 - 11.01.2020 06:00 (CET/CEST)","1979"
"Italy (IT)","11.01.2020 06:00 - 11.01.2020 07:00 (CET/CEST)","2455"
"Italy (IT)","11.01.2020 07:00 - 11.01.2020 08:00 (CET/CEST)","3272"
"Italy (IT)","11.01.2020 08:00 - 11.01.2020 09:00 (CET/CEST)","4721"
"Italy (IT)","11.01.2020 09:00 - 11.01.2020 10:00 (CET/CEST)","4165"
"Italy (IT)","11.01.2020 10:00 - 11.01.2020 11:00 (CET/CEST)","3515"
"Italy (IT)","11.01.2020 11:00 - 11.01.2020 12:00 (CET/CEST)","2859"
"Italy (IT)","11.01.2020 12:00 - 11.01.2020 13:00 (CET/CEST)","2360"
"Italy (IT)","11.01.2020 13:00 - 11.01.2020 14:00 (CET/CEST)","2333"
"Italy (IT)","11.01.2020 14:00 - 11.01.2020 15:00 (CET/CEST)","2355"
"Italy (IT)","11.01.2020 15:00 - 11.01.2020 16:00 (CET/CEST)","2423"
"Italy (IT)","11.01.2020 16:00 - 11.01.2020 17:00 (CET/CEST)","3244"
"Italy (IT)","11.01.2020 17:00 - 11.01.2020 18:00 (CET/CEST)","4559"
"Italy (IT)","11.01.2020 18:00 - 11.01.2020 19:00 (CET/CEST)","5623"
"Italy (IT)","11.01.2020 19:00 - 11.01.2020 20:00 (CET/CEST)","5586"
"Italy (IT)","11.01.2020 20:00 - 11.01.2020 21:00 (CET/CEST)","4679"
"Italy (IT)","11.01.2020 21:00 - 11.01.2020 22:00 (CET/CEST)","3605"
"Italy (IT)","11.01.2020 22:00 - 11.01.2020 23:00 (CET/CEST)","2645"
"Italy (IT)","11.01.2020 23:00 - 12.01.2020 00:00 (CET/CEST)","2362"
"Italy (IT)","12.01.2020 00:00 - 12.01.2020 01:00 (CET/CEST)","2390"
"Italy (IT)","12.01.2020 01:00 - 12.01.2020 02:00 (CET/CEST)","2143"
"Italy (IT)","12.01.2020 02:00 - 12.01.2020 03:00 (CET/CEST)","1889"
"Italy (IT)","12.01.2020 03:00 - 12.01.2020 04:00 (CET/CEST)","1851"
"Italy (IT)","12.01.2020 04:00 - 12.01.2020 05:00 (CET/CEST)","1889"
"Italy (IT)","12.01.2020 05:00 - 12.01.2020 06:00 (CET/CEST)","1903"
"Italy (IT)","12.01.2020 06:00 - 12.01.2020 07:00 (CET/CEST)","2050"
"Italy (IT)","12.01.2020 07:00 - 12.01.2020 08:00 (CET/CEST)","2312"
"Italy (IT)","12.01.2020 08:00 - 12.01.2020 09:00 (CET/CEST)","2834"
"Italy (IT)","12.01.2020 09:00 - 12.01.2020 10:00 (CET/CEST)","2913"
"Italy (IT)","12.01.2020 10:00 - 12.01.2020 11:00 (CET/CEST)","2659"
"Italy (IT)","12.01.2020 11:00 - 12.01.2020 12:00 (CET/CEST)","2501"
"Italy (IT)","12.01.2020 12:00 - 12.01.2020 13:00 (CET/CEST)","2461"
"Italy (IT)","12.01.2020 13:00 - 12.01.2020 14:00 (CET/CEST)","2451"
"Italy (IT)","12.01.2020 14:00 - 12.01.2020 15:00 (CET/CEST)","2485"
"Italy (IT)","12.01.2020 15:00 - 12.01.2020 16:00 (CET/CEST)","2865"
"Italy (IT)","12.01.2020 16:00 - 12.01.2020 17:00 (CET/CEST)","3651"
"Italy (IT)","12.01.2020 17:00 - 12.01.2020 18:00 (CET/CEST)","4703"
"Italy (IT)","12.01.2020 18:00 - 12.01.2020 19:00 (CET/CEST)","5665"
"Italy (IT)","12.01.2020 19:00 - 12.01.2020 20:00 (CET/CEST)","6094"
"Italy (IT)","12.01.2020 20:00 - 12.01.2020 21:00 (CET/CEST)","5614"
"Italy (IT)","12.01.2020 21:00 - 12.01.2020 22:00 (CET/CEST)","5355"
"Italy (IT)","12.01.2020 22:00 - 12.01.2020 23:00 (CET/CEST)","3954"
"Italy (IT)","12.01.2020 23:00 - 13.01.2020 00:00 (CET/CEST)","3058"
"Italy (IT)","13.01.2020 00:00 - 13.01.2020 01:00 (CET/CEST)","2104"
"Italy (IT)","13.01.2020 01:00 - 13.01.2020 02:00 (CET/CEST)","1970"
"Italy (IT)","13.01.2020 02:00 - 13.01.2020 03:00 (CET/CEST)","1937"
"Italy (IT)","13.01.2020 03:00 - 13.01.2020 04:00 (CET/CEST)","1899"
"Italy (IT)","13.01.2020 04:00 - 13.01.2020 05:00 (CET/CEST)","1918"
"Italy (IT)","13.01.2020 05:00 - 13.01.2020 06:00 (CET/CEST)","2110"
"Italy (IT)","13.01.2020 06:00 - 13.01.2020 07:00 (CET/CEST)","3549"
"Italy (IT)","13.01.2020 07:00 - 13.01.2020 08:00 (CET/CEST)","5204"
"Italy (IT)","13.01.2020 08:00 - 13.01.2020 09:00 (CET/CEST)","6435"
"Italy (IT)","13.01.2020 09:00 - 13.01.2020 10:00 (CET/CEST)","6166"
"Italy (IT)","13.01.2020 10:00 - 13.01.2020 11:00 (CET/CEST)","5498"
"Italy (IT)","13.01.2020 11:00 - 13.01.2020 12:00 (CET/CEST)","4908"
"Italy (IT)","13.01.2020 12:00 - 13.01.2020 13:00 (CET/CEST)","4154"
"Italy (IT)","13.01.2020 13:00 - 13.01.2020 14:00 (CET/CEST)","4069"
