"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]"
"Italy (IT)","04.01.2017 07:00 - 04.01.2017 08:00 (CET/CEST)","1854"
"Italy (IT)","04.01.2017 08:00 - 04.01.2017 09:00 (CET/CEST)","2894"
"Italy (IT)","04.01.2017 09:00 - 04.01.2017 10:00 (CET/CEST)","3305"
"Italy (IT)","04.01.2017 10:00 - 04.01.2017 11:00 (CET/CEST)","2999"
"Italy (IT)","04.01.2017 11:00 - 04.01.2017 12:00 (CET/CEST)","2678"
"Italy (IT)","04.01.2017 12:00 - 04.01.2017 13:00 (CET/CEST)","2338"
"Italy (IT)","04.01.2017 13:00 - 04.01.2017 14:00 (CET/CEST)","2209"
"Italy (IT)","04.01.2017 14:00 - 04.01.2017 15:00 (CET/CEST)","2215"
"Italy (IT)","04.01.2017 15:00 - 04.01.2017 16:00 (CET/CEST)","2199"
"Italy (IT)","04.01.2017 16:00 - 04.01.2017 17:00 (CET/CEST)","2732"
"Italy (IT)","04.01.2017 17:00 - 04.01.2017 18:00 (CET/CEST)","3456"
"Italy (IT)","04.01.2017 18:00 - 04.01.2017 19:00 (CET/CEST)","3731"
"Italy (IT)","04.01.2017 19:00 - 04.01.2017 20:00 (CET/CEST)","3475"
"Italy (IT)","04.01.2017 20:00 - 04.01.2017 21:00 (CET/CEST)","3087"
"Italy (IT)","04.01.2017 21:00 - 04.01.2017 22:00 (CET/CEST)","2501"
"Italy (IT)","04.01.2017 22:00 - 04.01.2017 23:00 (CET/CEST)","1956"
"Italy (IT)","04.01.2017 23:00 - 05.01.2017 00:00 (CET/CEST)","1711"
"Italy (IT)","05.01.2017 00:00 - 05.01.2017 01:00 (CET/CEST)","1522"
"Italy (IT)","05.01.2017 01:00 - 05.01.2017 02:00 (CET/CEST)","1324"
"Italy (IT)","05.01.2017 02:00 - 05.01.2017 03:00 (CET/CEST)","1189"
"Italy (IT)","05.01.2017 03:00 - 05.01.2017 04:00 (CET/CEST)","1164"
"Italy (IT)","05.01.2017 04:00 - 05.01.2017 05:00 (CET/CEST)","1131"
"Italy (IT)","05.01.2017 05:00 - 05.01.2017 06:00 (CET/CEST)","1142"
"Italy (IT)","05.01.2017 06:00 - 05.01.2017 07:00 (CET/CEST)","1462"
"Italy (IT)","05.01.2017 07:00 - 05.01.2017 08:00 (CET/CEST)","2176"
"Italy (IT)","05.01.2017 08:00 - 05.01.2017 09:00 (CET/CEST)","2746"
"Italy (IT)","05.01.2017 09:00 - 05.01.2017 10:00 (CET/CEST)","3057"
"Italy (IT)","05.01.2017 10:00 - 05.01.2017 11:00 (CET/CEST)","2651"
"Italy (IT)","05.01.2017 11:00 - 05.01.2017 12:00 (CET/CEST)","2256"
"Italy (IT)","05.01.2017 12:00 - 05.01.2017 13:00 (CET/CEST)","1938"
"Italy (IT)","05.01.2017 13:00 - 05.01.2017 14:00 (CET/CEST)","1818"
"Italy (IT)","05.01.2017 14:00 - 05.01.2017 15:00 (CET/CEST)","1871"
"Italy (IT)","05.01.2017 15:00 - 05.01.2017 16:00 (CET/CEST)","2060"
"Italy (IT)","05.01.2017 16:00 - 05.01.2017 17:00 (CET/CEST)","2365"
"Italy (IT)","05.01.2017 17:00 - 05.01.2017 18:00 (CET/CEST)","4006"
"Italy (IT)","05.01.2017 18:00 - 05.01.2017 19:00 (CET/CEST)","4215"
"Italy (IT)","05.01.2017 19:00 - 05.01.2017 20:00 (CET/CEST)","3654"
"Italy (IT)","05.01.2017 20:00 - 05.01.2017 21:00 (CET/CEST)","3176"
"Italy (IT)","05.01.2017 21:00 - 05.01.2017 22:00 (CET/CEST)","2414"
"Italy (IT)","05.01.2017 22:00 - 05.01.2017 23:00 (CET/CEST)","1945"
"Italy (IT)","05.01.2017 23:00 - 06.01.2017 00:00 (CET/CEST)","1736"
"Italy (IT)","06.01.2017 00:00 - 06.01.2017 01:00 (CET/CEST)","1365"
"Italy (IT)","06.01.2017 01:00 - 06.01.2017 02:00 (CET/CEST)","1232"
"Italy (IT)","06.01.2017 02:00 - 06.01.2017 03:00 (CET/CEST)","1125"
"Italy (IT)","06.01.2017 03:00 - 06.01.2017 04:00 (CET/CEST)","1102"
"Italy (IT)","06.01.2017 04:00 - 06.01.2017 05:00 (CET/CEST)","1084"
"Italy (IT)","06.01.2017 05:00 - 06.01.2017 06:00 (CET/CEST)","1054"
"Italy (IT)","06.01.2017 06:00 - 06.01.2017 07:00 (CET/CEST)","1098"
"Italy (IT)","06.01.2017 07:00 - 06.01.2017 08:00 (CET/CEST)","1521"
"Italy (IT)","06.01.2017 08:00 - 06.01.2017 09:00 (CET/CEST)","1785"
"Italy (IT)","06.01.2017 09:00 - 06.01.2017 10:00 (CET/CEST)","2351"
"Italy (IT)","06.01.2017 10:00 - 06.01.2017 11:00 (CET/CEST)","1957"
"Italy (IT)","06.01.2017 11:00 - 06.01.2017 12:00 (CET/CEST)","1665"
"Italy (IT)","06.01.2017 12:00 - 06.01.2017 13:00 (CET/CEST)","1540"
"Italy (IT)","06.01.2017 13:00 - 06.01.2017 14:00 (CET/CEST)","1425"
"Italy (IT)","06.01.2017 14:00 - 06.01.2017 15:00 (CET/CEST)","1336"
"Italy (IT)","06.01.2017 15:00 - 06.01.2017 16:00 (CET/CEST)","1506"
"Italy (IT)","06.01.2017 16:00 - 06.01.2017 17:00 (CET/CEST)","1861"
"Italy (IT)","06.01.2017 17:00 - 06.01.2017 18:00 (CET/CEST)","3099"
"Italy (IT)","06.01.2017 18:00 - 06.01.2017 19:00 (CET/CEST)","3498"
"Italy (IT)","06.01.2017 19:00 - 06.01.2017 20:00 (CET/CEST)","3349"
"Italy (IT)","06.01.2017 20:00 - 06.01.2017 21:00 (CET/CEST)","2956"
"Italy (IT)","06.01.2017 21:00 - 06.01.2017 22:00 (CET/CEST)","2408"
"Italy (IT)","06.01.2017 22:00 - 06.01.2017 23:00 (CET/CEST)","1724"
"Italy (IT)","06.01.2017 23:00 - 07.01.2017 00:00 (CET/CEST)","1506"
"Italy (IT)","07.01.2017 00:00 - 07.01.2017 01:00 (CET/CEST)","1255"
"Italy (IT)","07.01.2017 01:00 - 07.01.2017 02:00 (CET/CEST)","1237"
"Italy (IT)","07.01.2017 02:00 - 07.01.2017 03:00 (CET/CEST)","1091"
"Italy (IT)","07.01.2017 03:00 - 07.01.2017 04:00 (CET/CEST)","1064"
"Italy (IT)","07.01.2017 04:00 - 07.01.2017 05:00 (CET/CEST)","1049"
"Italy (IT)","07.01.2017 05:00 - 07.01.2017 06:00 (CET/CEST)","1047"
"Italy (IT)","07.01.2017 06:00 - 07.01.2017 07:00 (CET/CEST)","1230"
"Italy (IT)","07.01.2017 07:00 - 07.01.2017 08:00 (CET/CEST)","1556"
"Italy (IT)","07.01.2017 08:00 - 07.01.2017 09:00 (CET/CEST)","1789"
"Italy (IT)","07.01.2017 09:00 - 07.01.2017 10:00 (CET/CEST)","2070"
"Italy (IT)","07.01.2017 10:00 - 07.01.2017 11:00 (CET/CEST)","1912"
"Italy (IT)","07.01.2017 11:00 - 07.01.2017 12:00 (CET/CEST)","1850"
"Italy (IT)","07.01.2017 12:00 - 07.01.2017 13:00 (CET/CEST)","1618"
"Italy (IT)","07.01.2017 13:00 - 07.01.2017 14:00 (CET/CEST)","1563"
"Italy (IT)","07.01.2017 14:00 - 07.01.2017 15:00 (CET/CEST)","1420"
"Italy (IT)","07.01.2017 15:00 - 07.01.2017 16:00 (CET/CEST)","1472"
"Italy (IT)","07.01.2017 16:00 - 07.01.2017 17:00 (CET/CEST)","1736"
"Italy (IT)","07.01.2017 17:00 - 07.01.2017 18:00 (CET/CEST)","2707"
"Italy (IT)","07.01.2017 18:00 - 07.01.2017 19:00 (CET/CEST)","3259"
"Italy (IT)","07.01.2017 19:00 - 07.01.2017 20:00 (CET/CEST)","3349"
"Italy (IT)","07.01.2017 20:00 - 07.01.2017 21:00 (CET/CEST)","2643"
"Italy (IT)","07.01.2017 21:00 - 07.01.2017 22:00 (CET/CEST)","2173"
"Italy (IT)","07.01.2017 22:00 - 07.01.2017 23:00 (CET/CEST)","1646"
"Italy (IT)","07.01.2017 23:00 - 08.01.2017 00:00 (CET/CEST)","1512"
"Italy (IT)","08.01.2017 00:00 - 08.01.2017 01:00 (CET/CEST)","1573"
"Italy (IT)","08.01.2017 01:00 - 08.01.2017 02:00 (CET/CEST)","1301"
"Italy (IT)","08.01.2017 02:00 - 08.01.2017 03:00 (CET/CEST)","1205"
"Italy (IT)","08.01.2017 03:00 - 08.01.2017 04:00 (CET/CEST)","1135"
"Italy (IT)","08.01.2017 04:00 - 08.01.2017 05:00 (CET/CEST)","1080"
"Italy (IT)","08.01.2017 05:00 - 08.01.2017 06:00 (CET/CEST)","1042"
"Italy (IT)","08.01.2017 06:00 - 08.01.2017 07:00 (CET/CEST)","1069"
"Italy (IT)","08.01.2017 07:00 - 08.01.2017 08:00 (CET/CEST)","1194"
"Italy (IT)","08.01.2017 08:00 - 08.01.2017 09:00 (CET/CEST)","1297"
"Italy (IT)","08.01.2017 09:00 - 08.01.2017 10:00 (CET/CEST)","1478"
"Italy (IT)","08.01.2017 10:00 - 08.01.2017 11:00 (CET/CEST)","1483"
"Italy (IT)","08.01.2017 11:00 - 08.01.2017 12:00 (CET/CEST)","1464"
"Italy (IT)","08.01.2017 12:00 - 08.01.2017 13:00 (CET/CEST)","1428"
"Italy (IT)","08.01.2017 13:00 - 08.01.2017 14:00 (CET/CEST)","1430"
"Italy (IT)","08.01.2017 14:00 - 08.01.2017 15:00 (CET/CEST)","1315"
"Italy (IT)","08.01.2017 15:00 - 08.01.2017 16:00 (CET/CEST)","1373"
"Italy (IT)","08.01.2017 16:00 - 08.01.2017 17:00 (CET/CEST)","1462"
"Italy (IT)","08.01.2017 17:00 - 08.01.2017 18:00 (CET/CEST)","2245"
"Italy (IT)","08.01.2017 18:00 - 08.01.2017 19:00 (CET/CEST)","2985"
"Italy (IT)","08.01.2017 19:00 - 08.01.2017 20:00 (CET/CEST)","3396"
"Italy (IT)","08.01.2017 20:00 - 08.01.2017 21:00 (CET/CEST)","2795"
"Italy (IT)","08.01.2017 21:00 - 08.01.2017 22:00 (CET/CEST)","2336"
"Italy (IT)","08.01.2017 22:00 - 08.01.2017 23:00 (CET/CEST)","1919"
"Italy (IT)","08.01.2017 23:00 - 09.01.2017 00:00 (CET/CEST)","1500"
"Italy (IT)","09.01.2017 00:00 - 09.01.2017 01:00 (CET/CEST)","1641"
"Italy (IT)","09.01.2017 01:00 - 09.01.2017 02:00 (CET/CEST)","1295"
"Italy (IT)","09.01.2017 02:00 - 09.01.2017 03:00 (CET/CEST)","1166"
"Italy (IT)","09.01.2017 03:00 - 09.01.2017 04:00 (CET/CEST)","1100"
"Italy (IT)","09.01.2017 04:00 - 09.01.2017 05:00 (CET/CEST)","1079"
"Italy (IT)","09.01.2017 05:00 - 09.01.2017 06:00 (CET/CEST)","1086"
"Italy (IT)","09.01.2017 06:00 - 09.01.2017 07:00 (CET/CEST)","1290"
"Italy (IT)","09.01.2017 07:00 - 09.01.2017 08:00 (CET/CEST)","2502"
"Italy (IT)","09.01.2017 08:00 - 09.01.2017 09:00 (CET/CEST)","3585"
"Italy (IT)","09.01.2017 09:00 - 09.01.2017 10:00 (CET/CEST)","4149"
"Italy (IT)","09.01.2017 10:00 - 09.01.2017 11:00 (CET/CEST)","3908"
"Italy (IT)","09.01.2017 11:00 - 09.01.2017 12:00 (CET/CEST)","3051"
"Italy (IT)","09.01.2017 12:00 - 09.01.2017 13:00 (CET/CEST)","2678"
"Italy (IT)","09.01.2017 13:00 - 09.01.2017 14:00 (CET/CEST)","2138"
"Italy (IT)","09.01.2017 14:00 - 09.01.2017 15:00 (CET/CEST)","2184"
"Italy (IT)","09.01.2017 15:00 - 09.01.2017 16:00 (CET/CEST)","2690"
"Italy (IT)","09.01.2017 16:00 - 09.01.2017 17:00 (CET/CEST)","3429"
"Italy (IT)","09.01.2017 17:00 - 09.01.2017 18:00 (CET/CEST)","4131"
"Italy (IT)","09.01.2017 18:00 - 09.01.2017 19:00 (CET/CEST)","4864"
"Italy (IT)","09.01.2017 19:00 - 09.01.2017 20:00 (CET/CEST)","4776"
"Italy (IT)","09.01.2017 20:00 - 09.01.2017 21:00 (CET/CEST)","3631"
"Italy (IT)","09.01.2017 21:00 - 09.01.2017 22:00 (CET/CEST)","2847"
"Italy (IT)","09.01.2017 22:00 - 09.01.2017 23:00 (CET/CEST)","2090"
"Italy (IT)","09.01.2017 23:00 - 10.01.2017 00:00 (CET/CEST)","1771"
"Italy (IT)","10.01.2017 00:00 - 10.01.2017 01:00 (CET/CEST)","1680"
"Italy (IT)","10.01.2017 01:00 - 10.01.2017 02:00 (CET/CEST)","1396"
"Italy (IT)","10.01.2017 02:00 - 10.01.2017 03:00 (CET/CEST)","1195"
"Italy (IT)","10.01.2017 03:00 - 10.01.2017 04:00 (CET/CEST)","1151"
"Italy (IT)","10.01.2017 04:00 - 10.01.2017 05:00 (CET/CEST)","1120"
"Italy (IT)","10.01.2017 05:00 - 10.01.2017 06:00 (CET/CEST)","1147"
"Italy (IT)","10.01.2017 06:00 - 10.01.2017 07:00 (CET/CEST)","1362"
"Italy (IT)","10.01.2017 07:00 - 10.01.2017 08:00 (CET/CEST)","2942"
"Italy (IT)","10.01.2017 08:00 - 10.01.2017 09:00 (CET/CEST)","3889"
"Italy (IT)","10.01.2017 09:00 - 10.01.2017 10:00 (CET/CEST)","4370"
"Italy (IT)","10.01.2017 10:00 - 10.01.2017 11:00 (CET/CEST)","4334"
"Italy (IT)","10.01.2017 11:00 - 10.01.2017 12:00 (CET/CEST)","3974"
"Italy (IT)","10.01.2017 12:00 - 10.01.2017 13:00 (CET/CEST)","3376"
"Italy (IT)","10.01.2017 13:00 - 10.01.2017 14:00 (CET/CEST)","3180"
"Italy (IT)","10.01.2017 14:00 - 10.01.2017 15:00 (CET/CEST)","3249"
"Italy (IT)","10.01.2017 15:00 - 10.01.2017 16:00 (CET/CEST)","3132"
"Italy (IT)","10.01.2017 16:00 - 10.01.2017 17:00 (CET/CEST)","3602"
"Italy (IT)","10.01.2017 17:00 - 10.01.2017 18:00 (CET/CEST)","4552"
"Italy (IT)","10.01.2017 18:00 - 10.01.2017 19:00 (CET/CEST)","4488"
"Italy (IT)","10.01.2017 19:00 - 10.01.2017 20:00 (CET/CEST)","3963"
"Italy (IT)","10.01.2017 20:00 - 10.01.2017 21:00 (CET/CEST)","3452"
"Italy (IT)","10.01.2017 21:00 - 10.01.2017 22:00 (CET/CEST)","3005"
"Italy (IT)","10.01.2017 22:00 - 10.01.2017 23:00 (CET/CEST)","2223"
"Italy (IT)","10.01.2017 23:00 - 11.01.2017 00:00 (CET/CEST)","1725"
"Italy (IT)","11.01.2017 00:00 - 11.01.2017 01:00 (CET/CEST)","2215"
"Italy (IT)","11.01.2017 01:00 - 11.01.2017 02:00 (CET/CEST)","1950"
"Italy (IT)","11.01.2017 02:00 - 11.01.2017 03:00 (CET/CEST)","1739"
"Italy (IT)","11.01.2017 03:00 - 11.01.2017 04:00 (CET/CEST)","1711"
"Italy (IT)","11.01.2017 04:00 - 11.01.2017 05:00 (CET/CEST)","1717"
"Italy (IT)","11.01.2017 05:00 - 11.01.2017 06:00 (CET/CEST)","1764"
"Italy (IT)","11.01.2017 06:00 - 11.01.2017 07:00 (CET/CEST)","2597"
"Italy (IT)","11.01.2017 07:00 - 11.01.2017 08:00 (CET/CEST)","3211"
"Italy (IT)","11.01.2017 08:00 - 11.01.2017 09:00 (CET/CEST)","3738"
"Italy (IT)","11.01.2017 09:00 - 11.01.2017 10:00 (CET/CEST)","4301"
"Italy (IT)","11.01.2017 10:00 - 11.01.2017 11:00 (CET/CEST)","4209"
"Italy (IT)","11.01.2017 11:00 - 11.01.2017 12:00 (CET/CEST)","3599"
"Italy (IT)","11.01.2017 12:00 - 11.01.2017 13:00 (CET/CEST)","3076"
"Italy (IT)","11.01.2017 13:00 - 11.01.2017 14:00 (CET/CEST)","2901"
"Italy (IT)","11.01.2017 14:00 - 11.01.2017 15:00 (CET/CEST)","3002"
"Italy (IT)","11.01.2017 15:00 - 11.01.2017 16:00 (CET/CEST)","3099"
"Italy (IT)","11.01.2017 16:00 - 11.01.2017 17:00 (CET/CEST)","3840"
"Italy (IT)","11.01.2017 17:00 - 11.01.2017 18:00 (CET/CEST)","4503"
"Italy (IT)","11.01.2017 18:00 - 11.01.2017 19:00 (CET/CEST)","4620"
"Italy (IT)","11.01.2017 19:00 - 11.01.2017 20:00 (CET/CEST)","4205"
"Italy (IT)","11.01.2017 20:00 - 11.01.2017 21:00 (CET/CEST)","3755"
"Italy (IT)","11.01.2017 21:00 - 11.01.2017 22:00 (CET/CEST)","3233"
"Italy (IT)","11.01.2017 22:00 - 11.01.2017 23:00 (CET/CEST)","2723"
"Italy (IT)","11.01.2017 23:00 - 12.01.2017 00:00 (CET/CEST)","2154"
"Italy (IT)","12.01.2017 00:00 - 12.01.2017 01:00 (CET/CEST)","2079"
"Italy (IT)","12.01.2017 01:00 - 12.01.2017 02:00 (CET/CEST)","1874"
"Italy (IT)","12.01.2017 02:00 - 12.01.2017 03:00 (CET/CEST)","1695"
"Italy (IT)","12.01.2017 03:00 - 12.01.2017 04:00 (CET/CEST)","1612"
"Italy (IT)","12.01.2017 04:00 - 12.01.2017 05:00 (CET/CEST)","1725"
"Italy (IT)","12.01.2017 05:00 - 12.01.2017 06:00 (CET/CEST)","1859"
"Italy (IT)","12.01.2017 06:00 - 12.01.2017 07:00 (CET/CEST)","2168"
"Italy (IT)","12.01.2017 07:00 - 12.01.2017 08:00 (CET/CEST)","3275"
"Italy (IT)","12.01.2017 08:00 - 12.01.2017 09:00 (CET/CEST)","3989"
"Italy (IT)","12.01.2017 09:00 - 12.01.2017 10:00 (CET/CEST)","4283"
"Italy (IT)","12.01.2017 10:00 - 12.01.2017 11:00 (CET/CEST)","4049"
"Italy (IT)","12.01.2017 11:00 - 12.01.2017 12:00 (CET/CEST)","3699"
"Italy (IT)","12.01.2017 12:00 - 12.01.2017 13:00 (CET/CEST)","3514"
"Italy (IT)","12.01.2017 13:00 - 12.01.2017 14:00 (CET/CEST)","3323"
"Italy (IT)","12.01.2017 14:00 - 12.01.2017 15:00 (CET/CEST)","3300"
"Italy (IT)","12.01.2017 15:00 - 12.01.2017 16:00 (CET/CEST)","3402"
"Italy (IT)","12.01.2017 16:00 - 12.01.2017 17:00 (CET/CEST)","3703"
"Italy (IT)","12.01.2017 17:00 - 12.01.2017 18:00 (CET/CEST)","4352"
"Italy (IT)","12.01.2017 18:00 - 12.01.2017 19:00 (CET/CEST)","4420"
"Italy (IT)","12.01.2017 19:00 - 12.01.2017 20:00 (CET/CEST)","4180"
"Italy (IT)","12.01.2017 20:00 - 12.01.2017 21:00 (CET/CEST)","3798"
"Italy (IT)","12.01.2017 21:00 - 12.01.2017 22:00 (CET/CEST)","2734"
"Italy (IT)","12.01.2017 22:00 - 12.01.2017 23:00 (CET/CEST)","2305"
"Italy (IT)","12.01.2017 23:00 - 13.01.2017 00:00 (CET/CEST)","1999"
"Italy (IT)","13.01.2017 00:00 - 13.01.2017 01:00 (CET/CEST)","1515"
"Italy (IT)","13.01.2017 01:00 - 13.01.2017 02:00 (CET/CEST)","1417"
"Italy (IT)","13.01.2017 02:00 - 13.01.2017 03:00 (CET/CEST)","1333"
"Italy (IT)","13.01.2017 03:00 - 13.01.2017 04:00 (CET/CEST)","1274"
"Italy (IT)","13.01.2017 04:00 - 13.01.2017 05:00 (CET/CEST)","1288"
"Italy (IT)","13.01.2017 05:00 - 13.01.2017 06:00 (CET/CEST)","1440"
"Italy (IT)","13.01.2017 06:00 - 13.01.2017 07:00 (CET/CEST)","2166"
"Italy (IT)","13.01.2017 07:00 - 13.01.2017 08:00 (CET/CEST)","2668"
"Italy (IT)","13.01.2017 08:00 - 13.01.2017 09:00 (CET/CEST)","3868"
"Italy (IT)","13.01.2017 09:00 - 13.01.2017 10:00 (CET/CEST)","4432"
"Italy (IT)","13.01.2017 10:00 - 13.01.2017 11:00 (CET/CEST)","4462"
"Italy (IT)","13.01.2017 11:00 - 13.01.2017 12:00 (CET/CEST)","3991"
"Italy (IT)","13.01.2017 12:00 - 13.01.2017 13:00 (CET/CEST)","3537"
"Italy (IT)","13.01.2017 13:00 - 13.01.2017 14:00 (CET/CEST)","3017"
