"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]"
"Italy (IT)","01.01.2015 21:00 - 01.01.2015 22:00 (CET/CEST)","N/A"
"Italy (IT)","01.01.2015 22:00 - 01.01.2015 23:00 (CET/CEST)","N/A"
"Italy (IT)","01.01.2015 23:00 - 02.01.2015 00:00 (CET/CEST)","N/A"
"Italy (IT)","02.01.2015 00:00 - 02.01.2015 01:00 (CET/CEST)","1939"
"Italy (IT)","02.01.2015 01:00 - 02.01.2015 02:00 (CET/CEST)","1743"
"Italy (IT)","02.01.2015 02:00 - 02.01.2015 03:00 (CET/CEST)","1624"
"Italy (IT)","02.01.2015 03:00 - 02.01.2015 04:00 (CET/CEST)","1556"
"Italy (IT)","02.01.2015 04:00 - 02.01.2015 05:00 (CET/CEST)","1533"
"Italy (IT)","02.01.2015 05:00 - 02.01.2015 06:00 (CET/CEST)","1638"
"Italy (IT)","02.01.2015 06:00 - 02.01.2015 07:00 (CET/CEST)","1840"
"Italy (IT)","02.01.2015 07:00 - 02.01.2015 08:00 (CET/CEST)","2527"
"Italy (IT)","02.01.2015 08:00 - 02.01.2015 09:00 (CET/CEST)","N/A"
"Italy (IT)","02.01.2015 09:00 - 02.01.2015 10:00 (CET/CEST)","3500"
"Italy (IT)","02.01.2015 10:00 - 02.01.2015 11:00 (CET/CEST)","3436"
"Italy (IT)","02.01.2015 11:00 - 02.01.2015 12:00 (CET/CEST)","3006"
"Italy (IT)","02.01.2015 12:00 - 02.01.2015 13:00 (CET/CEST)","2609"
"Italy (IT)","02.01.2015 13:00 - 02.01.2015 14:00 (CET/CEST)","2460"
"Italy (IT)","02.01.2015 14:00 - 02.01.2015 15:00 (CET/CEST)","2711"
"Italy (IT)","02.01.2015 15:00 - 02.01.2015 16:00 (CET/CEST)","3350"
"Italy (IT)","02.01.2015 16:00 - 02.01.2015 17:00 (CET/CEST)","4781"
"Italy (IT)","02.01.2015 17:00 - 02.01.2015 18:00 (CET/CEST)","6077"
"Italy (IT)","02.01.2015 18:00 - 02.01.2015 19:00 (CET/CEST)","5945"
"Italy (IT)","02.01.2015 19:00 - 02.01.2015 20:00 (CET/CEST)","5401"
"Italy (IT)","02.01.2015 20:00 - 02.01.2015 21:00 (CET/CEST)","4590"
"Italy (IT)","02.01.2015 21:00 - 02.01.2015 22:00 (CET/CEST)","3863"
"Italy (IT)","02.01.2015 22:00 - 02.01.2015 23:00 (CET/CEST)","2909"
"Italy (IT)","02.01.2015 23:00 - 03.01.2015 00:00 (CET/CEST)","2407"
"Italy (IT)","03.01.2015 00:00 - 03.01.2015 01:00 (CET/CEST)","1939"
"Italy (IT)","03.01.2015 01:00 - 03.01.2015 02:00 (CET/CEST)","1739"
"Italy (IT)","03.01.2015 02:00 - 03.01.2015 03:00 (CET/CEST)","1581"
"Italy (IT)","03.01.2015 03:00 - 03.01.2015 04:00 (CET/CEST)","1511"
"Italy (IT)","03.01.2015 04:00 - 03.01.2015 05:00 (CET/CEST)","1451"
"Italy (IT)","03.01.2015 05:00 - 03.01.2015 06:00 (CET/CEST)","1486"
"Italy (IT)","03.01.2015 06:00 - 03.01.2015 07:00 (CET/CEST)","1725"
"Italy (IT)","03.01.2015 07:00 - 03.01.2015 08:00 (CET/CEST)","2403"
"Italy (IT)","03.01.2015 08:00 - 03.01.2015 09:00 (CET/CEST)","3073"
"Italy (IT)","03.01.2015 09:00 - 03.01.2015 10:00 (CET/CEST)","3146"
"Italy (IT)","03.01.2015 10:00 - 03.01.2015 11:00 (CET/CEST)","3074"
"Italy (IT)","03.01.2015 11:00 - 03.01.2015 12:00 (CET/CEST)","2699"
"Italy (IT)","03.01.2015 12:00 - 03.01.2015 13:00 (CET/CEST)","2258"
"Italy (IT)","03.01.2015 13:00 - 03.01.2015 14:00 (CET/CEST)","2179"
"Italy (IT)","03.01.2015 14:00 - 03.01.2015 15:00 (CET/CEST)","2367"
"Italy (IT)","03.01.2015 15:00 - 03.01.2015 16:00 (CET/CEST)","2851"
"Italy (IT)","03.01.2015 16:00 - 03.01.2015 17:00 (CET/CEST)","3965"
"Italy (IT)","03.01.2015 17:00 - 03.01.2015 18:00 (CET/CEST)","4974"
"Italy (IT)","03.01.2015 18:00 - 03.01.2015 19:00 (CET/CEST)","4978"
"Italy (IT)","03.01.2015 19:00 - 03.01.2015 20:00 (CET/CEST)","4568"
"Italy (IT)","03.01.2015 20:00 - 03.01.2015 21:00 (CET/CEST)","3956"
"Italy (IT)","03.01.2015 21:00 - 03.01.2015 22:00 (CET/CEST)","3295"
"Italy (IT)","03.01.2015 22:00 - 03.01.2015 23:00 (CET/CEST)","2544"
"Italy (IT)","03.01.2015 23:00 - 04.01.2015 00:00 (CET/CEST)","2111"
"Italy (IT)","04.01.2015 00:00 - 04.01.2015 01:00 (CET/CEST)","1743"
"Italy (IT)","04.01.2015 01:00 - 04.01.2015 02:00 (CET/CEST)","1659"
"Italy (IT)","04.01.2015 02:00 - 04.01.2015 03:00 (CET/CEST)","1573"
"Italy (IT)","04.01.2015 03:00 - 04.01.2015 04:00 (CET/CEST)","1492"
"Italy (IT)","04.01.2015 04:00 - 04.01.2015 05:00 (CET/CEST)","1470"
"Italy (IT)","04.01.2015 05:00 - 04.01.2015 06:00 (CET/CEST)","1516"
"Italy (IT)","04.01.2015 06:00 - 04.01.2015 07:00 (CET/CEST)","1573"
"Italy (IT)","04.01.2015 07:00 - 04.01.2015 08:00 (CET/CEST)","2003"
"Italy (IT)","04.01.2015 08:00 - 04.01.2015 09:00 (CET/CEST)","2603"
"Italy (IT)","04.01.2015 09:00 - 04.01.2015 10:00 (CET/CEST)","2777"
"Italy (IT)","04.01.2015 10:00 - 04.01.2015 11:00 (CET/CEST)","2510"
"Italy (IT)","04.01.2015 11:00 - 04.01.2015 12:00 (CET/CEST)","2285"
"Italy (IT)","04.01.2015 12:00 - 04.01.2015 13:00 (CET/CEST)","2052"
"Italy (IT)","04.01.2015 13:00 - 04.01.2015 14:00 (CET/CEST)","1961"
"Italy (IT)","04.01.2015 14:00 - 04.01.2015 15:00 (CET/CEST)","2138"
"Italy (IT)","04.01.2015 15:00 - 04.01.2015 16:00 (CET/CEST)","2614"
"Italy (IT)","04.01.2015 16:00 - 04.01.2015 17:00 (CET/CEST)","3812"
"Italy (IT)","04.01.2015 17:00 - 04.01.2015 18:00 (CET/CEST)","4927"
"Italy (IT)","04.01.2015 18:00 - 04.01.2015 19:00 (CET/CEST)","5084"
"Italy (IT)","04.01.2015 19:00 - 04.01.2015 20:00 (CET/CEST)","4971"
"Italy (IT)","04.01.2015 20:00 - 04.01.2015 21:00 (CET/CEST)","4506"
"Italy (IT)","04.01.2015 21:00 - 04.01.2015 22:00 (CET/CEST)","3793"
"Italy (IT)","04.01.2015 22:00 - 04.01.2015 23:00 (CET/CEST)","2931"
"Italy (IT)","04.01.2015 23:00 - 05.01.2015 00:00 (CET/CEST)","2457"
"Italy (IT)","05.01.2015 00:00 - 05.01.2015 01:00 (CET/CEST)","1791"
"Italy (IT)","05.01.2015 01:00 - 05.01.2015 02:00 (CET/CEST)","1656"
"Italy (IT)","05.01.2015 02:00 - 05.01.2015 03:00 (CET/CEST)","1631"
"Italy (IT)","05.01.2015 03:00 - 05.01.2015 04:00 (CET/CEST)","1594"
"Italy (IT)","05.01.2015 04:00 - 05.01.2015 05:00 (CET/CEST)","1525"
"Italy (IT)","05.01.2015 05:00 - 05.01.2015 06:00 (CET/CEST)","1535"
"Italy (IT)","05.01.2015 06:00 - 05.01.2015 07:00 (CET/CEST)","1830"
"Italy (IT)","05.01.2015 07:00 - 05.01.2015 08:00 (CET/CEST)","2530"
"Italy (IT)","05.01.2015 08:00 - 05.01.2015 09:00 (CET/CEST)","3620"
"Italy (IT)","05.01.2015 09:00 - 05.01.2015 10:00 (CET/CEST)","3850"
"Italy (IT)","05.01.2015 10:00 - 05.01.2015 11:00 (CET/CEST)","3244"
"Italy (IT)","05.01.2015 11:00 - 05.01.2015 12:00 (CET/CEST)","2668"
"Italy (IT)","05.01.2015 12:00 - 05.01.2015 13:00 (CET/CEST)","2472"
"Italy (IT)","05.01.2015 13:00 - 05.01.2015 14:00 (CET/CEST)","2364"
"Italy (IT)","05.01.2015 14:00 - 05.01.2015 15:00 (CET/CEST)","2373"
"Italy (IT)","05.01.2015 15:00 - 05.01.2015 16:00 (CET/CEST)","3449"
"Italy (IT)","05.01.2015 16:00 - 05.01.2015 17:00 (CET/CEST)","4348"
"Italy (IT)","05.01.2015 17:00 - 05.01.2015 18:00 (CET/CEST)","5217"
"Italy (IT)","05.01.2015 18:00 - 05.01.2015 19:00 (CET/CEST)","5379"
"Italy (IT)","05.01.2015 19:00 - 05.01.2015 20:00 (CET/CEST)","4841"
"Italy (IT)","05.01.2015 20:00 - 05.01.2015 21:00 (CET/CEST)","4396"
"Italy (IT)","05.01.2015 21:00 - 05.01.2015 22:00 (CET/CEST)","3869"
"Italy (IT)","05.01.2015 22:00 - 05.01.2015 23:00 (CET/CEST)","3203"
"Italy (IT)","05.01.2015 23:00 - 06.01.2015 00:00 (CET/CEST)","2484"
"Italy (IT)","06.01.2015 00:00 - 06.01.2015 01:00 (CET/CEST)","2006"
"Italy (IT)","06.01.2015 01:00 - 06.01.2015 02:00 (CET/CEST)","1850"
"Italy (IT)","06.01.2015 02:00 - 06.01.2015 03:00 (CET/CEST)","1584"
"Italy (IT)","06.01.2015 03:00 - 06.01.2015 04:00 (CET/CEST)","1553"
"Italy (IT)","06.01.2015 04:00 - 06.01.2015 05:00 (CET/CEST)","1512"
"Italy (IT)","06.01.2015 05:00 - 06.01.2015 06:00 (CET/CEST)","1506"
"Italy (IT)","06.01.2015 06:00 - 06.01.2015 07:00 (CET/CEST)","1781"
"Italy (IT)","06.01.2015 07:00 - 06.01.2015 08:00 (CET/CEST)","1949"
"Italy (IT)","06.01.2015 08:00 - 06.01.2015 09:00 (CET/CEST)","2652"
"Italy (IT)","06.01.2015 09:00 - 06.01.2015 10:00 (CET/CEST)","2852"
"Italy (IT)","06.01.2015 10:00 - 06.01.2015 11:00 (CET/CEST)","2957"
"Italy (IT)","06.01.2015 11:00 - 06.01.2015 12:00 (CET/CEST)","2698"
"Italy (IT)","06.01.2015 12:00 - 06.01.2015 13:00 (CET/CEST)","2138"
"Italy (IT)","06.01.2015 13:00 - 06.01.2015 14:00 (CET/CEST)","1950"
"Italy (IT)","06.01.2015 14:00 - 06.01.2015 15:00 (CET/CEST)","1987"
"Italy (IT)","06.01.2015 15:00 - 06.01.2015 16:00 (CET/CEST)","2336"
"Italy (IT)","06.01.2015 16:00 - 06.01.2015 17:00 (CET/CEST)","3211"
"Italy (IT)","06.01.2015 17:00 - 06.01.2015 18:00 (CET/CEST)","4799"
"Italy (IT)","06.01.2015 18:00 - 06.01.2015 19:00 (CET/CEST)","4923"
"Italy (IT)","06.01.2015 19:00 - 06.01.2015 20:00 (CET/CEST)","4699"
"Italy (IT)","06.01.2015 20:00 - 06.01.2015 21:00 (CET/CEST)","4337"
"Italy (IT)","06.01.2015 21:00 - 06.01.2015 22:00 (CET/CEST)","3392"
"Italy (IT)","06.01.2015 22:00 - 06.01.2015 23:00 (CET/CEST)","2649"
"Italy (IT)","06.01.2015 23:00 - 07.01.2015 00:00 (CET/CEST)","2190"
"Italy (IT)","07.01.2015 00:00 - 07.01.2015 01:00 (CET/CEST)","1858"
"Italy (IT)","07.01.2015 01:00 - 07.01.2015 02:00 (CET/CEST)","1734"
"Italy (IT)","07.01.2015 02:00 - 07.01.2015 03:00 (CET/CEST)","1644"
"Italy (IT)","07.01.2015 03:00 - 07.01.2015 04:00 (CET/CEST)","1536"
"Italy (IT)","07.01.2015 04:00 - 07.01.2015 05:00 (CET/CEST)","1517"
"Italy (IT)","07.01.2015 05:00 - 07.01.2015 06:00 (CET/CEST)","1526"
"Italy (IT)","07.01.2015 06:00 - 07.01.2015 07:00 (CET/CEST)","1937"
"Italy (IT)","07.01.2015 07:00 - 07.01.2015 08:00 (CET/CEST)","3087"
"Italy (IT)","07.01.2015 08:00 - 07.01.2015 09:00 (CET/CEST)","4673"
"Italy (IT)","07.01.2015 09:00 - 07.01.2015 10:00 (CET/CEST)","5019"
"Italy (IT)","07.01.2015 10:00 - 07.01.2015 11:00 (CET/CEST)","4418"
"Italy (IT)","07.01.2015 11:00 - 07.01.2015 12:00 (CET/CEST)","3441"
"Italy (IT)","07.01.2015 12:00 - 07.01.2015 13:00 (CET/CEST)","2574"
"Italy (IT)","07.01.2015 13:00 - 07.01.2015 14:00 (CET/CEST)","2462"
"Italy (IT)","07.01.2015 14:00 - 07.01.2015 15:00 (CET/CEST)","3085"
"Italy (IT)","07.01.2015 15:00 - 07.01.2015 16:00 (CET/CEST)","3755"
"Italy (IT)","07.01.2015 16:00 - 07.01.2015 17:00 (CET/CEST)","4956"
"Italy (IT)","07.01.2015 17:00 - 07.01.2015 18:00 (CET/CEST)","5992"
"Italy (IT)","07.01.2015 18:00 - 07.01.2015 19:00 (CET/CEST)","5894"
"Italy (IT)","07.01.2015 19:00 - 07.01.2015 20:00 (CET/CEST)","5182"
"Italy (IT)","07.01.2015 20:00 - 07.01.2015 21:00 (CET/CEST)","4291"
"Italy (IT)","07.01.2015 21:00 - 07.01.2015 22:00 (CET/CEST)","3532"
"Italy (IT)","07.01.2015 22:00 - 07.01.2015 23:00 (CET/CEST)","2882"
"Italy (IT)","07.01.2015 23:00 - 08.01.2015 00:00 (CET/CEST)","2336"
"Italy (IT)","08.01.2015 00:00 - 08.01.2015 01:00 (CET/CEST)","1896"
"Italy (IT)","08.01.2015 01:00 - 08.01.2015 02:00 (CET/CEST)","1757"
"Italy (IT)","08.01.2015 02:00 - 08.01.2015 03:00 (CET/CEST)","1565"
"Italy (IT)","08.01.2015 03:00 - 08.01.2015 04:00 (CET/CEST)","1518"
"Italy (IT)","08.01.2015 04:00 - 08.01.2015 05:00 (CET/CEST)","1489"
"Italy (IT)","08.01.2015 05:00 - 08.01.2015 06:00 (CET/CEST)","1542"
"Italy (IT)","08.01.2015 06:00 - 08.01.2015 07:00 (CET/CEST)","2126"
"Italy (IT)","08.01.2015 07:00 - 08.01.2015 08:00 (CET/CEST)","3363"
"Italy (IT)","08.01.2015 08:00 - 08.01.2015 09:00 (CET/CEST)","4921"
"Italy (IT)","08.01.2015 09:00 - 08.01.2015 10:00 (CET/CEST)","5089"
"Italy (IT)","08.01.2015 10:00 - 08.01.2015 11:00 (CET/CEST)","4626"
"Italy (IT)","08.01.2015 11:00 - 08.01.2015 12:00 (CET/CEST)","4024"
"Italy (IT)","08.01.2015 12:00 - 08.01.2015 13:00 (CET/CEST)","2798"
"Italy (IT)","08.01.2015 13:00 - 08.01.2015 14:00 (CET/CEST)","2534"
"Italy (IT)","08.01.2015 14:00 - 08.01.2015 15:00 (CET/CEST)","3000"
"Italy (IT)","08.01.2015 15:00 - 08.01.2015 16:00 (CET/CEST)","3608"
"Italy (IT)","08.01.2015 16:00 - 08.01.2015 17:00 (CET/CEST)","4796"
"Italy (IT)","08.01.2015 17:00 - 08.01.2015 18:00 (CET/CEST)","6005"
"Italy (IT)","08.01.2015 18:00 - 08.01.2015 19:00 (CET/CEST)","5567"
"Italy (IT)","08.01.2015 19:00 - 08.01.2015 20:00 (CET/CEST)","4796"
"Italy (IT)","08.01.2015 20:00 - 08.01.2015 21:00 (CET/CEST)","4034"
"Italy (IT)","08.01.2015 21:00 - 08.01.2015 22:00 (CET/CEST)","3423"
"Italy (IT)","08.01.2015 22:00 - 08.01.2015 23:00 (CET/CEST)","2725"
"Italy (IT)","08.01.2015 23:00 - 09.01.2015 00:00 (CET/CEST)","2143"
"Italy (IT)","09.01.2015 00:00 - 09.01.2015 01:00 (CET/CEST)","1812"
"Italy (IT)","09.01.2015 01:00 - 09.01.2015 02:00 (CET/CEST)","1728"
"Italy (IT)","09.01.2015 02:00 - 09.01.2015 03:00 (CET/CEST)","1536"
"Italy (IT)","09.01.2015 03:00 - 09.01.2015 04:00 (CET/CEST)","1440"
"Italy (IT)","09.01.2015 04:00 - 09.01.2015 05:00 (CET/CEST)","1426"
"Italy (IT)","09.01.2015 05:00 - 09.01.2015 06:00 (CET/CEST)","1570"
"Italy (IT)","09.01.2015 06:00 - 09.01.2015 07:00 (CET/CEST)","1977"
"Italy (IT)","09.01.2015 07:00 - 09.01.2015 08:00 (CET/CEST)","2960"
"Italy (IT)","09.01.2015 08:00 - 09.01.2015 09:00 (CET/CEST)","4755"
"Italy (IT)","09.01.2015 09:00 - 09.01.2015 10:00 (CET/CEST)","5239"
"Italy (IT)","09.01.2015 10:00 - 09.01.2015 11:00 (CET/CEST)","4886"
"Italy (IT)","09.01.2015 11:00 - 09.01.2015 12:00 (CET/CEST)","3737"
"Italy (IT)","09.01.2015 12:00 - 09.01.2015 13:00 (CET/CEST)","2722"
"Italy (IT)","09.01.2015 13:00 - 09.01.2015 14:00 (CET/CEST)","2500"
"Italy (IT)","09.01.2015 14:00 - 09.01.2015 15:00 (CET/CEST)","2735"
"Italy (IT)","09.01.2015 15:00 - 09.01.2015 16:00 (CET/CEST)","3293"
"Italy (IT)","09.01.2015 16:00 - 09.01.2015 17:00 (CET/CEST)","4238"
"Italy (IT)","09.01.2015 17:00 - 09.01.2015 18:00 (CET/CEST)","4993"
"Italy (IT)","09.01.2015 18:00 - 09.01.2015 19:00 (CET/CEST)","4840"
"Italy (IT)","09.01.2015 19:00 - 09.01.2015 20:00 (CET/CEST)","4269"
"Italy (IT)","09.01.2015 20:00 - 09.01.2015 21:00 (CET/CEST)","3791"
"Italy (IT)","09.01.2015 21:00 - 09.01.2015 22:00 (CET/CEST)","3110"
"Italy (IT)","09.01.2015 22:00 - 09.01.2015 23:00 (CET/CEST)","2532"
"Italy (IT)","09.01.2015 23:00 - 10.01.2015 00:00 (CET/CEST)","2018"
"Italy (IT)","10.01.2015 00:00 - 10.01.2015 01:00 (CET/CEST)","1555"
"Italy (IT)","10.01.2015 01:00 - 10.01.2015 02:00 (CET/CEST)","1513"
"Italy (IT)","10.01.2015 02:00 - 10.01.2015 03:00 (CET/CEST)","1390"
"Italy (IT)","10.01.2015 03:00 - 10.01.2015 04:00 (CET/CEST)","1303"
"Italy (IT)","10.01.2015 04:00 - 10.01.2015 05:00 (CET/CEST)","1294"
"Italy (IT)","10.01.2015 05:00 - 10.01.2015 06:00 (CET/CEST)","1289"
"Italy (IT)","10.01.2015 06:00 - 10.01.2015 07:00 (CET/CEST)","1463"
"Italy (IT)","10.01.2015 07:00 - 10.01.2015 08:00 (CET/CEST)","2465"
"Italy (IT)","10.01.2015 08:00 - 10.01.2015 09:00 (CET/CEST)","3185"
"Italy (IT)","10.01.2015 09:00 - 10.01.2015 10:00 (CET/CEST)","3371"
"Italy (IT)","10.01.2015 10:00 - 10.01.2015 11:00 (CET/CEST)","2833"
"Italy (IT)","10.01.2015 11:00 - 10.01.2015 12:00 (CET/CEST)","2341"
"Italy (IT)","10.01.2015 12:00 - 10.01.2015 13:00 (CET/CEST)","2028"
"Italy (IT)","10.01.2015 13:00 - 10.01.2015 14:00 (CET/CEST)","1978"
"Italy (IT)","10.01.2015 14:00 - 10.01.2015 15:00 (CET/CEST)","2141"
"Italy (IT)","10.01.2015 15:00 - 10.01.2015 16:00 (CET/CEST)","2507"
"Italy (IT)","10.01.2015 16:00 - 10.01.2015 17:00 (CET/CEST)","3573"
"Italy (IT)","10.01.2015 17:00 - 10.01.2015 18:00 (CET/CEST)","4206"
"Italy (IT)","10.01.2015 18:00 - 10.01.2015 19:00 (CET/CEST)","4579"
"Italy (IT)","10.01.2015 19:00 - 10.01.2015 20:00 (CET/CEST)","4280"
"Italy (IT)","10.01.2015 20:00 - 10.01.2015 21:00 (CET/CEST)","3670"
"Italy (IT)","10.01.2015 21:00 - 10.01.2015 22:00 (CET/CEST)","2721"
"Italy (IT)","10.01.2015 22:00 - 10.01.2015 23:00 (CET/CEST)","2270"
"Italy (IT)","10.01.2015 23:00 - 11.01.2015 00:00 (CET/CEST)","1852"
"Italy (IT)","11.01.2015 00:00 - 11.01.2015 01:00 (CET/CEST)","1627"
"Italy (IT)","11.01.2015 01:00 - 11.01.2015 02:00 (CET/CEST)","1502"
"Italy (IT)","11.01.2015 02:00 - 11.01.2015 03:00 (CET/CEST)","1427"
"Italy (IT)","11.01.2015 03:00 - 11.01.2015 04:00 (CET/CEST)","1327"
"Italy (IT)","11.01.2015 04:00 - 11.01.2015 05:00 (CET/CEST)","1312"
"Italy (IT)","11.01.2015 05:00 - 11.01.2015 06:00 (CET/CEST)","1333"
"Italy (IT)","11.01.2015 06:00 - 11.01.2015 07:00 (CET/CEST)","1444"
"Italy (IT)","11.01.2015 07:00 - 11.01.2015 08:00 (CET/CEST)","1618"
"Italy (IT)","11.01.2015 08:00 - 11.01.2015 09:00 (CET/CEST)","2066"
"Italy (IT)","11.01.2015 09:00 - 11.01.2015 10:00 (CET/CEST)","2284"
"Italy (IT)","11.01.2015 10:00 - 11.01.2015 11:00 (CET/CEST)","2093"
"Italy (IT)","11.01.2015 11:00 - 11.01.2015 12:00 (CET/CEST)","1916"
"Italy (IT)","11.01.2015 12:00 - 11.01.2015 13:00 (CET/CEST)","1755"
"Italy (IT)","11.01.2015 13:00 - 11.01.2015 14:00 (CET/CEST)","1704"
"Italy (IT)","11.01.2015 14:00 - 11.01.2015 15:00 (CET/CEST)","1732"
"Italy (IT)","11.01.2015 15:00 - 11.01.2015 16:00 (CET/CEST)","1989"
"Italy (IT)","11.01.2015 16:00 - 11.01.2015 17:00 (CET/CEST)","2798"
"Italy (IT)","11.01.2015 17:00 - 11.01.2015 18:00 (CET/CEST)","3962"
"Italy (IT)","11.01.2015 18:00 - 11.01.2015 19:00 (CET/CEST)","4536"
"Italy (IT)","11.01.2015 19:00 - 11.01.2015 20:00 (CET/CEST)","4748"
"Italy (IT)","11.01.2015 20:00 - 11.01.2015 21:00 (CET/CEST)","4094"
"Italy (IT)","11.01.2015 21:00 - 11.01.2015 22:00 (CET/CEST)","3144"
"Italy (IT)","11.01.2015 22:00 - 11.01.2015 23:00 (CET/CEST)","2532"
"Italy (IT)","11.01.2015 23:00 - 12.01.2015 00:00 (CET/CEST)","2057"
"Italy (IT)","12.01.2015 00:00 - 12.01.2015 01:00 (CET/CEST)","1672"
"Italy (IT)","12.01.2015 01:00 - 12.01.2015 02:00 (CET/CEST)","1580"
"Italy (IT)","12.01.2015 02:00 - 12.01.2015 03:00 (CET/CEST)","1485"
"Italy (IT)","12.01.2015 03:00 - 12.01.2015 04:00 (CET/CEST)","1428"
"Italy (IT)","12.01.2015 04:00 - 12.01.2015 05:00 (CET/CEST)","1407"
"Italy (IT)","12.01.2015 05:00 - 12.01.2015 06:00 (CET/CEST)","1465"
"Italy (IT)","12.01.2015 06:00 - 12.01.2015 07:00 (CET/CEST)","2043"
"Italy (IT)","12.01.2015 07:00 - 12.01.2015 08:00 (CET/CEST)","3800"
"Italy (IT)","12.01.2015 08:00 - 12.01.2015 09:00 (CET/CEST)","4782"
"Italy (IT)","12.01.2015 09:00 - 12.01.2015 10:00 (CET/CEST)","4847"
"Italy (IT)","12.01.2015 10:00 - 12.01.2015 11:00 (CET/CEST)","3706"
"Italy (IT)","12.01.2015 11:00 - 12.01.2015 12:00 (CET/CEST)","3100"
"Italy (IT)","12.01.2015 12:00 - 12.01.2015 13:00 (CET/CEST)","2662"
"Italy (IT)","12.01.2015 13:00 - 12.01.2015 14:00 (CET/CEST)","2424"
"Italy (IT)","12.01.2015 14:00 - 12.01.2015 15:00 (CET/CEST)","2588"
"Italy (IT)","12.01.2015 15:00 - 12.01.2015 16:00 (CET/CEST)","3327"
"Italy (IT)","12.01.2015 16:00 - 12.01.2015 17:00 (CET/CEST)","4785"
"Italy (IT)","12.01.2015 17:00 - 12.01.2015 18:00 (CET/CEST)","5747"
"Italy (IT)","12.01.2015 18:00 - 12.01.2015 19:00 (CET/CEST)","5607"
"Italy (IT)","12.01.2015 19:00 - 12.01.2015 20:00 (CET/CEST)","5083"
"Italy (IT)","12.01.2015 20:00 - 12.01.2015 21:00 (CET/CEST)","4352"
"Italy (IT)","12.01.2015 21:00 - 12.01.2015 22:00 (CET/CEST)","3744"
"Italy (IT)","12.01.2015 22:00 - 12.01.2015 23:00 (CET/CEST)","3042"
"Italy (IT)","12.01.2015 23:00 - 13.01.2015 00:00 (CET/CEST)","2462"
"Italy (IT)","13.01.2015 00:00 - 13.01.2015 01:00 (CET/CEST)","1825"
"Italy (IT)","13.01.2015 01:00 - 13.01.2015 02:00 (CET/CEST)","1570"
"Italy (IT)","13.01.2015 02:00 - 13.01.2015 03:00 (CET/CEST)","1557"
"Italy (IT)","13.01.2015 03:00 - 13.01.2015 04:00 (CET/CEST)","1528"
"Italy (IT)","13.01.2015 04:00 - 13.01.2015 05:00 (CET/CEST)","1520"
"Italy (IT)","13.01.2015 05:00 - 13.01.2015 06:00 (CET/CEST)","1783"
"Italy (IT)","13.01.2015 06:00 - 13.01.2015 07:00 (CET/CEST)","2076"
"Italy (IT)","13.01.2015 07:00 - 13.01.2015 08:00 (CET/CEST)","3400"
"Italy (IT)","13.01.2015 08:00 - 13.01.2015 09:00 (CET/CEST)","4642"
"Italy (IT)","13.01.2015 09:00 - 13.01.2015 10:00 (CET/CEST)","4654"
"Italy (IT)","13.01.2015 10:00 - 13.01.2015 11:00 (CET/CEST)","3726"
"Italy (IT)","13.01.2015 11:00 - 13.01.2015 12:00 (CET/CEST)","3319"
"Italy (IT)","13.01.2015 12:00 - 13.01.2015 13:00 (CET/CEST)","2696"
"Italy (IT)","13.01.2015 13:00 - 13.01.2015 14:00 (CET/CEST)","2541"
