"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]"
"Italy (IT)","02.01.2018 01:00 - 02.01.2018 02:00 (CET/CEST)","1642"
"Italy (IT)","02.01.2018 02:00 - 02.01.2018 03:00 (CET/CEST)","1504"
"Italy (IT)","02.01.2018 03:00 - 02.01.2018 04:00 (CET/CEST)","1502"
"Italy (IT)","02.01.2018 04:00 - 02.01.2018 05:00 (CET/CEST)","1498"
"Italy (IT)","02.01.2018 05:00 - 02.01.2018 06:00 (CET/CEST)","1548"
"Italy (IT)","02.01.2018 06:00 - 02.01.2018 07:00 (CET/CEST)","1771"
"Italy (IT)","02.01.2018 07:00 - 02.01.2018 08:00 (CET/CEST)","2103"
"Italy (IT)","02.01.2018 08:00 - 02.01.2018 09:00 (CET/CEST)","2963"
"Italy (IT)","02.01.2018 09:00 - 02.01.2018 10:00 (CET/CEST)","3345"
"Italy (IT)","02.01.2018 10:00 - 02.01.2018 11:00 (CET/CEST)","3221"
"Italy (IT)","02.01.2018 11:00 - 02.01.2018 12:00 (CET/CEST)","2732"
"Italy (IT)","02.01.2018 12:00 - 02.01.2018 13:00 (CET/CEST)","2470"
"Italy (IT)","02.01.2018 13:00 - 02.01.2018 14:00 (CET/CEST)","2282"
"Italy (IT)","02.01.2018 14:00 - 02.01.2018 15:00 (CET/CEST)","2166"
"Italy (IT)","02.01.2018 15:00 - 02.01.2018 16:00 (CET/CEST)","2262"
"Italy (IT)","02.01.2018 16:00 - 02.01.2018 17:00 (CET/CEST)","2868"
"Italy (IT)","02.01.2018 17:00 - 02.01.2018 18:00 (CET/CEST)","4210"
"Italy (IT)","02.01.2018 18:00 - 02.01.2018 19:00 (CET/CEST)","4543"
"Italy (IT)","02.01.2018 19:00 - 02.01.2018 20:00 (CET/CEST)","4202"
"Italy (IT)","02.01.2018 20:00 - 02.01.2018 21:00 (CET/CEST)","3776"
"Italy (IT)","02.01.2018 21:00 - 02.01.2018 22:00 (CET/CEST)","2847"
"Italy (IT)","02.01.2018 22:00 - 02.01.2018 23:00 (CET/CEST)","2168"
"Italy (IT)","02.01.2018 23:00 - 03.01.2018 00:00 (CET/CEST)","2058"
"Italy (IT)","03.01.2018 00:00 - 03.01.2018 01:00 (CET/CEST)","1783"
"Italy (IT)","03.01.2018 01:00 - 03.01.2018 02:00 (CET/CEST)","1705"
"Italy (IT)","03.01.2018 02:00 - 03.01.2018 03:00 (CET/CEST)","1670"
"Italy (IT)","03.01.2018 03:00 - 03.01.2018 04:00 (CET/CEST)","1573"
"Italy (IT)","03.01.2018 04:00 - 03.01.2018 05:00 (CET/CEST)","1659"
"Italy (IT)","03.01.2018 05:00 - 03.01.2018 06:00 (CET/CEST)","1802"
"Italy (IT)","03.01.2018 06:00 - 03.01.2018 07:00 (CET/CEST)","1861"
"Italy (IT)","03.01.2018 07:00 - 03.01.2018 08:00 (CET/CEST)","2334"
"Italy (IT)","03.01.2018 08:00 - 03.01.2018 09:00 (CET/CEST)","3083"
"Italy (IT)","03.01.2018 09:00 - 03.01.2018 10:00 (CET/CEST)","3660"
"Italy (IT)","03.01.2018 10:00 - 03.01.2018 11:00 (CET/CEST)","3355"
"Italy (IT)","03.01.2018 11:00 - 03.01.2018 12:00 (CET/CEST)","3248"
"Italy (IT)","03.01.2018 12:00 - 03.01.2018 13:00 (CET/CEST)","2247"
"Italy (IT)","03.01.2018 13:00 - 03.01.2018 14:00 (CET/CEST)","2179"
"Italy (IT)","03.01.2018 14:00 - 03.01.2018 15:00 (CET/CEST)","1950"
"Italy (IT)","03.01.2018 15:00 - 03.01.2018 16:00 (CET/CEST)","2209"
"Italy (IT)","03.01.2018 16:00 - 03.01.2018 17:00 (CET/CEST)","3092"
"Italy (IT)","03.01.2018 17:00 - 03.01.2018 18:00 (CET/CEST)","4036"
"Italy (IT)","03.01.2018 18:00 - 03.01.2018 19:00 (CET/CEST)","4024"
"Italy (IT)","03.01.2018 19:00 - 03.01.2018 20:00 (CET/CEST)","3636"
"Italy (IT)","03.01.2018 20:00 - 03.01.2018 21:00 (CET/CEST)","3310"
"Italy (IT)","03.01.2018 21:00 - 03.01.2018 22:00 (CET/CEST)","2010"
"Italy (IT)","03.01.2018 22:00 - 03.01.2018 23:00 (CET/CEST)","1767"
"Italy (IT)","03.01.2018 23:00 - 04.01.2018 00:00 (CET/CEST)","1628"
"Italy (IT)","04.01.2018 00:00 - 04.01.2018 01:00 (CET/CEST)","1839"
"Italy (IT)","04.01.2018 01:00 - 04.01.2018 02:00 (CET/CEST)","1703"
"Italy (IT)","04.01.2018 02:00 - 04.01.2018 03:00 (CET/CEST)","1530"
"Italy (IT)","04.01.2018 03:00 - 04.01.2018 04:00 (CET/CEST)","1507"
"Italy (IT)","04.01.2018 04:00 - 04.01.2018 05:00 (CET/CEST)","1529"
"Italy (IT)","04.01.2018 05:00 - 04.01.2018 06:00 (CET/CEST)","1598"
"Italy (IT)","04.01.2018 06:00 - 04.01.2018 07:00 (CET/CEST)","1786"
"Italy (IT)","04.01.2018 07:00 - 04.01.2018 08:00 (CET/CEST)","2312"
"Italy (IT)","04.01.2018 08:00 - 04.01.2018 09:00 (CET/CEST)","3522"
"Italy (IT)","04.01.2018 09:00 - 04.01.2018 10:00 (CET/CEST)","3533"
"Italy (IT)","04.01.2018 10:00 - 04.01.2018 11:00 (CET/CEST)","2729"
"Italy (IT)","04.01.2018 11:00 - 04.01.2018 12:00 (CET/CEST)","2294"
"Italy (IT)","04.01.2018 12:00 - 04.01.2018 13:00 (CET/CEST)","2096"
"Italy (IT)","04.01.2018 13:00 - 04.01.2018 14:00 (CET/CEST)","2139"
"Italy (IT)","04.01.2018 14:00 - 04.01.2018 15:00 (CET/CEST)","2217"
"Italy (IT)","04.01.2018 15:00 - 04.01.2018 16:00 (CET/CEST)","2496"
"Italy (IT)","04.01.2018 16:00 - 04.01.2018 17:00 (CET/CEST)","3764"
"Italy (IT)","04.01.2018 17:00 - 04.01.2018 18:00 (CET/CEST)","4514"
"Italy (IT)","04.01.2018 18:00 - 04.01.2018 19:00 (CET/CEST)","4365"
"Italy (IT)","04.01.2018 19:00 - 04.01.2018 20:00 (CET/CEST)","4206"
"Italy (IT)","04.01.2018 20:00 - 04.01.2018 21:00 (CET/CEST)","3364"
"Italy (IT)","04.01.2018 21:00 - 04.01.2018 22:00 (CET/CEST)","2620"
"Italy (IT)","04.01.2018 22:00 - 04.01.2018 23:00 (CET/CEST)","2154"
"Italy (IT)","04.01.2018 23:00 - 05.01.2018 00:00 (CET/CEST)","2027"
"Italy (IT)","05.01.2018 00:00 - 05.01.2018 01:00 (CET/CEST)","1888"
"Italy (IT)","05.01.2018 01:00 - 05.01.2018 02:00 (CET/CEST)","1683"
"Italy (IT)","05.01.2018 02:00 - 05.01.2018 03:00 (CET/CEST)","1659"
"Italy (IT)","05.01.2018 03:00 - 05.01.2018 04:00 (CET/CEST)","1658"
"Italy (IT)","05.01.2018 04:00 - 05.01.2018 05:00 (CET/CEST)","1636"
"Italy (IT)","05.01.2018 05:00 - 05.01.2018 06:00 (CET/CEST)","1732"
"Italy (IT)","05.01.2018 06:00 - 05.01.2018 07:00 (CET/CEST)","1799"
"Italy (IT)","05.01.2018 07:00 - 05.01.2018 08:00 (CET/CEST)","2607"
"Italy (IT)","05.01.2018 08:00 - 05.01.2018 09:00 (CET/CEST)","3373"
"Italy (IT)","05.01.2018 09:00 - 05.01.2018 10:00 (CET/CEST)","3866"
"Italy (IT)","05.01.2018 10:00 - 05.01.2018 11:00 (CET/CEST)","3594"
"Italy (IT)","05.01.2018 11:00 - 05.01.2018 12:00 (CET/CEST)","3005"
"Italy (IT)","05.01.2018 12:00 - 05.01.2018 13:00 (CET/CEST)","2307"
"Italy (IT)","05.01.2018 13:00 - 05.01.2018 14:00 (CET/CEST)","2224"
"Italy (IT)","05.01.2018 14:00 - 05.01.2018 15:00 (CET/CEST)","2256"
"Italy (IT)","05.01.2018 15:00 - 05.01.2018 16:00 (CET/CEST)","2913"
"Italy (IT)","05.01.2018 16:00 - 05.01.2018 17:00 (CET/CEST)","3572"
"Italy (IT)","05.01.2018 17:00 - 05.01.2018 18:00 (CET/CEST)","4497"
"Italy (IT)","05.01.2018 18:00 - 05.01.2018 19:00 (CET/CEST)","4665"
"Italy (IT)","05.01.2018 19:00 - 05.01.2018 20:00 (CET/CEST)","4560"
"Italy (IT)","05.01.2018 20:00 - 05.01.2018 21:00 (CET/CEST)","3700"
"Italy (IT)","05.01.2018 21:00 - 05.01.2018 22:00 (CET/CEST)","2460"
"Italy (IT)","05.01.2018 22:00 - 05.01.2018 23:00 (CET/CEST)","1997"
"Italy (IT)","05.01.2018 23:00 - 06.01.2018 00:00 (CET/CEST)","1871"
"Italy (IT)","06.01.2018 00:00 - 06.01.2018 01:00 (CET/CEST)","1814"
"Italy (IT)","06.01.2018 01:00 - 06.01.2018 02:00 (CET/CEST)","1619"
"Italy (IT)","06.01.2018 02:00 - 06.01.2018 03:00 (CET/CEST)","1583"
"Italy (IT)","06.01.2018 03:00 - 06.01.2018 04:00 (CET/CEST)","1534"
"Italy (IT)","06.01.2018 04:00 - 06.01.2018 05:00 (CET/CEST)","1596"
"Italy (IT)","06.01.2018 05:00 - 06.01.2018 06:00 (CET/CEST)","1618"
"Italy (IT)","06.01.2018 06:00 - 06.01.2018 07:00 (CET/CEST)","1554"
"Italy (IT)","06.01.2018 07:00 - 06.01.2018 08:00 (CET/CEST)","1799"
"Italy (IT)","06.01.2018 08:00 - 06.01.2018 09:00 (CET/CEST)","2356"
"Italy (IT)","06.01.2018 09:00 - 06.01.2018 10:00 (CET/CEST)","2187"
"Italy (IT)","06.01.2018 10:00 - 06.01.2018 11:00 (CET/CEST)","2355"
"Italy (IT)","06.01.2018 11:00 - 06.01.2018 12:00 (CET/CEST)","1949"
"Italy (IT)","06.01.2018 12:00 - 06.01.2018 13:00 (CET/CEST)","1952"
"Italy (IT)","06.01.2018 13:00 - 06.01.2018 14:00 (CET/CEST)","1839"
"Italy (IT)","06.01.2018 14:00 - 06.01.2018 15:00 (CET/CEST)","1820"
"Italy (IT)","06.01.2018 15:00 - 06.01.2018 16:00 (CET/CEST)","2189"
"Italy (IT)","06.01.2018 16:00 - 06.01.2018 17:00 (CET/CEST)","2933"
"Italy (IT)","06.01.2018 17:00 - 06.01.2018 18:00 (CET/CEST)","3916"
"Italy (IT)","06.01.2018 18:00 - 06.01.2018 19:00 (CET/CEST)","3897"
"Italy (IT)","06.01.2018 19:00 - 06.01.2018 20:00 (CET/CEST)","3599"
"Italy (IT)","06.01.2018 20:00 - 06.01.2018 21:00 (CET/CEST)","3153"
"Italy (IT)","06.01.2018 21:00 - 06.01.2018 22:00 (CET/CEST)","2164"
"Italy (IT)","06.01.2018 22:00 - 06.01.2018 23:00 (CET/CEST)","1832"
"Italy (IT)","06.01.2018 23:00 - 07.01.2018 00:00 (CET/CEST)","1778"
"Italy (IT)","07.01.2018 00:00 - 07.01.2018 01:00 (CET/CEST)","1684"
"Italy (IT)","07.01.2018 01:00 - 07.01.2018 02:00 (CET/CEST)","1614"
"Italy (IT)","07.01.2018 02:00 - 07.01.2018 03:00 (CET/CEST)","1496"
"Italy (IT)","07.01.2018 03:00 - 07.01.2018 04:00 (CET/CEST)","1458"
"Italy (IT)","07.01.2018 04:00 - 07.01.2018 05:00 (CET/CEST)","1450"
"Italy (IT)","07.01.2018 05:00 - 07.01.2018 06:00 (CET/CEST)","1504"
"Italy (IT)","07.01.2018 06:00 - 07.01.2018 07:00 (CET/CEST)","1656"
"Italy (IT)","07.01.2018 07:00 - 07.01.2018 08:00 (CET/CEST)","1676"
"Italy (IT)","07.01.2018 08:00 - 07.01.2018 09:00 (CET/CEST)","1903"
"Italy (IT)","07.01.2018 09:00 - 07.01.2018 10:00 (CET/CEST)","2258"
"Italy (IT)","07.01.2018 10:00 - 07.01.2018 11:00 (CET/CEST)","2579"
"Italy (IT)","07.01.2018 11:00 - 07.01.2018 12:00 (CET/CEST)","2548"
"Italy (IT)","07.01.2018 12:00 - 07.01.2018 13:00 (CET/CEST)","1936"
"Italy (IT)","07.01.2018 13:00 - 07.01.2018 14:00 (CET/CEST)","1850"
"Italy (IT)","07.01.2018 14:00 - 07.01.2018 15:00 (CET/CEST)","1850"
"Italy (IT)","07.01.2018 15:00 - 07.01.2018 16:00 (CET/CEST)","1957"
"Italy (IT)","07.01.2018 16:00 - 07.01.2018 17:00 (CET/CEST)","2363"
"Italy (IT)","07.01.2018 17:00 - 07.01.2018 18:00 (CET/CEST)","3390"
"Italy (IT)","07.01.2018 18:00 - 07.01.2018 19:00 (CET/CEST)","3570"
"Italy (IT)","07.01.2018 19:00 - 07.01.2018 20:00 (CET/CEST)","3543"
"Italy (IT)","07.01.2018 20:00 - 07.01.2018 21:00 (CET/CEST)","3139"
"Italy (IT)","07.01.2018 21:00 - 07.01.2018 22:00 (CET/CEST)","2601"
"Italy (IT)","07.01.2018 22:00 - 07.01.2018 23:00 (CET/CEST)","1998"
"Italy (IT)","07.01.2018 23:00 - 08.01.2018 00:00 (CET/CEST)","1897"
"Italy (IT)","08.01.2018 00:00 - 08.01.2018 01:00 (CET/CEST)","1771"
"Italy (IT)","08.01.2018 01:00 - 08.01.2018 02:00 (CET/CEST)","1643"
"Italy (IT)","08.01.2018 02:00 - 08.01.2018 03:00 (CET/CEST)","1592"
"Italy (IT)","08.01.2018 03:00 - 08.01.2018 04:00 (CET/CEST)","1579"
"Italy (IT)","08.01.2018 04:00 - 08.01.2018 05:00 (CET/CEST)","1599"
"Italy (IT)","08.01.2018 05:00 - 08.01.2018 06:00 (CET/CEST)","1655"
"Italy (IT)","08.01.2018 06:00 - 08.01.2018 07:00 (CET/CEST)","1863"
"Italy (IT)","08.01.2018 07:00 - 08.01.2018 08:00 (CET/CEST)","2378"
"Italy (IT)","08.01.2018 08:00 - 08.01.2018 09:00 (CET/CEST)","3106"
"Italy (IT)","08.01.2018 09:00 - 08.01.2018 10:00 (CET/CEST)","3723"
"Italy (IT)","08.01.2018 10:00 - 08.01.2018 11:00 (CET/CEST)","3517"
"Italy (IT)","08.01.2018 11:00 - 08.01.2018 12:00 (CET/CEST)","3151"
"Italy (IT)","08.01.2018 12:00 - 08.01.2018 13:00 (CET/CEST)","2632"
"Italy (IT)","08.01.2018 13:00 - 08.01.2018 14:00 (CET/CEST)","2585"
"Italy (IT)","08.01.2018 14:00 - 08.01.2018 15:00 (CET/CEST)","3089"
"Italy (IT)","08.01.2018 15:00 - 08.01.2018 16:00 (CET/CEST)","2987"
"Italy (IT)","08.01.2018 16:00 - 08.01.2018 17:00 (CET/CEST)","2949"
"Italy (IT)","08.01.2018 17:00 - 08.01.2018 18:00 (CET/CEST)","3271"
"Italy (IT)","08.01.2018 18:00 - 08.01.2018 19:00 (CET/CEST)","3029"
"Italy (IT)","08.01.2018 19:00 - 08.01.2018 20:00 (CET/CEST)","2664"
"Italy (IT)","08.01.2018 20:00 - 08.01.2018 21:00 (CET/CEST)","2165"
"Italy (IT)","08.01.2018 21:00 - 08.01.2018 22:00 (CET/CEST)","1689"
"Italy (IT)","08.01.2018 22:00 - 08.01.2018 23:00 (CET/CEST)","1563"
"Italy (IT)","08.01.2018 23:00 - 09.01.2018 00:00 (CET/CEST)","1516"
"Italy (IT)","09.01.2018 00:00 - 09.01.2018 01:00 (CET/CEST)","1586"
"Italy (IT)","09.01.2018 01:00 - 09.01.2018 02:00 (CET/CEST)","1556"
"Italy (IT)","09.01.2018 02:00 - 09.01.2018 03:00 (CET/CEST)","1458"
"Italy (IT)","09.01.2018 03:00 - 09.01.2018 04:00 (CET/CEST)","1407"
"Italy (IT)","09.01.2018 04:00 - 09.01.2018 05:00 (CET/CEST)","1517"
"Italy (IT)","09.01.2018 05:00 - 09.01.2018 06:00 (CET/CEST)","1661"
"Italy (IT)","09.01.2018 06:00 - 09.01.2018 07:00 (CET/CEST)","1936"
"Italy (IT)","09.01.2018 07:00 - 09.01.2018 08:00 (CET/CEST)","2736"
"Italy (IT)","09.01.2018 08:00 - 09.01.2018 09:00 (CET/CEST)","2961"
"Italy (IT)","09.01.2018 09:00 - 09.01.2018 10:00 (CET/CEST)","3184"
"Italy (IT)","09.01.2018 10:00 - 09.01.2018 11:00 (CET/CEST)","3101"
"Italy (IT)","09.01.2018 11:00 - 09.01.2018 12:00 (CET/CEST)","2641"
"Italy (IT)","09.01.2018 12:00 - 09.01.2018 13:00 (CET/CEST)","2394"
"Italy (IT)","09.01.2018 13:00 - 09.01.2018 14:00 (CET/CEST)","2394"
"Italy (IT)","09.01.2018 14:00 - 09.01.2018 15:00 (CET/CEST)","2483"
"Italy (IT)","09.01.2018 15:00 - 09.01.2018 16:00 (CET/CEST)","2930"
"Italy (IT)","09.01.2018 16:00 - 09.01.2018 17:00 (CET/CEST)","3313"
"Italy (IT)","09.01.2018 17:00 - 09.01.2018 18:00 (CET/CEST)","3793"
"Italy (IT)","09.01.2018 18:00 - 09.01.2018 19:00 (CET/CEST)","4013"
"Italy (IT)","09.01.2018 19:00 - 09.01.2018 20:00 (CET/CEST)","3553"
"Italy (IT)","09.01.2018 20:00 - 09.01.2018 21:00 (CET/CEST)","3071"
"Italy (IT)","09.01.2018 21:00 - 09.01.2018 22:00 (CET/CEST)","2280"
"Italy (IT)","09.01.2018 22:00 - 09.01.2018 23:00 (CET/CEST)","2118"
"Italy (IT)","09.01.2018 23:00 - 10.01.2018 00:00 (CET/CEST)","1964"
"Italy (IT)","10.01.2018 00:00 - 10.01.2018 01:00 (CET/CEST)","1751"
"Italy (IT)","10.01.2018 01:00 - 10.01.2018 02:00 (CET/CEST)","1679"
"Italy (IT)","10.01.2018 02:00 - 10.01.2018 03:00 (CET/CEST)","1663"
"Italy (IT)","10.01.2018 03:00 - 10.01.2018 04:00 (CET/CEST)","1681"
"Italy (IT)","10.01.2018 04:00 - 10.01.2018 05:00 (CET/CEST)","1717"
"Italy (IT)","10.01.2018 05:00 - 10.01.2018 06:00 (CET/CEST)","1772"
"Italy (IT)","10.01.2018 06:00 - 10.01.2018 07:00 (CET/CEST)","1842"
"Italy (IT)","10.01.2018 07:00 - 10.01.2018 08:00 (CET/CEST)","2490"
"Italy (IT)","10.01.2018 08:00 - 10.01.2018 09:00 (CET/CEST)","3061"
"Italy (IT)","10.01.2018 09:00 - 10.01.2018 10:00 (CET/CEST)","3347"
"Italy (IT)","10.01.2018 10:00 - 10.01.2018 11:00 (CET/CEST)","3036"
"Italy (IT)","10.01.2018 11:00 - 10.01.2018 12:00 (CET/CEST)","2835"
"Italy (IT)","10.01.2018 12:00 - 10.01.2018 13:00 (CET/CEST)","2333"
"Italy (IT)","10.01.2018 13:00 - 10.01.2018 14:00 (CET/CEST)","2394"
"Italy (IT)","10.01.2018 14:00 - 10.01.2018 15:00 (CET/CEST)","2457"
"Italy (IT)","10.01.2018 15:00 - 10.01.2018 16:00 (CET/CEST)","3025"
"Italy (IT)","10.01.2018 16:00 - 10.01.2018 17:00 (CET/CEST)","3298"
"Italy (IT)","10.01.2018 17:00 - 10.01.2018 18:00 (CET/CEST)","3537"
"Italy (IT)","10.01.2018 18:00 - 10.01.2018 19:00 (CET/CEST)","3461"
"Italy (IT)","10.01.2018 19:00 - 10.01.2018 20:00 (CET/CEST)","3152"
"Italy (IT)","10.01.2018 20:00 - 10.01.2018 21:00 (CET/CEST)","2676"
"Italy (IT)","10.01.2018 21:00 - 10.01.2018 22:00 (CET/CEST)","2287"
"Italy (IT)","10.01.2018 22:00 - 10.01.2018 23:00 (CET/CEST)","1883"
"Italy (IT)","10.01.2018 23:00 - 11.01.2018 00:00 (CET/CEST)","1806"
"Italy (IT)","11.01.2018 00:00 - 11.01.2018 01:00 (CET/CEST)","1674"
"Italy (IT)","11.01.2018 01:00 - 11.01.2018 02:00 (CET/CEST)","1460"
"Italy (IT)","11.01.2018 02:00 - 11.01.2018 03:00 (CET/CEST)","1416"
"Italy (IT)","11.01.2018 03:00 - 11.01.2018 04:00 (CET/CEST)","1461"
"Italy (IT)","11.01.2018 04:00 - 11.01.2018 05:00 (CET/CEST)","1539"
"Italy (IT)","11.01.2018 05:00 - 11.01.2018 06:00 (CET/CEST)","1629"
"Italy (IT)","11.01.2018 06:00 - 11.01.2018 07:00 (CET/CEST)","1829"
"Italy (IT)","11.01.2018 07:00 - 11.01.2018 08:00 (CET/CEST)","2469"
"Italy (IT)","11.01.2018 08:00 - 11.01.2018 09:00 (CET/CEST)","3207"
"Italy (IT)","11.01.2018 09:00 - 11.01.2018 10:00 (CET/CEST)","3325"
"Italy (IT)","11.01.2018 10:00 - 11.01.2018 11:00 (CET/CEST)","3029"
"Italy (IT)","11.01.2018 11:00 - 11.01.2018 12:00 (CET/CEST)","2728"
"Italy (IT)","11.01.2018 12:00 - 11.01.2018 13:00 (CET/CEST)","2444"
"Italy (IT)","11.01.2018 13:00 - 11.01.2018 14:00 (CET/CEST)","2324"
"Italy (IT)","11.01.2018 14:00 - 11.01.2018 15:00 (CET/CEST)","2312"
"Italy (IT)","11.01.2018 15:00 - 11.01.2018 16:00 (CET/CEST)","2568"
"Italy (IT)","11.01.2018 16:00 - 11.01.2018 17:00 (CET/CEST)","3049"
"Italy (IT)","11.01.2018 17:00 - 11.01.2018 18:00 (CET/CEST)","3863"
"Italy (IT)","11.01.2018 18:00 - 11.01.2018 19:00 (CET/CEST)","3881"
"Italy (IT)","11.01.2018 19:00 - 11.01.2018 20:00 (CET/CEST)","3631"
"Italy (IT)","11.01.2018 20:00 - 11.01.2018 21:00 (CET/CEST)","2955"
"Italy (IT)","11.01.2018 21:00 - 11.01.2018 22:00 (CET/CEST)","2417"
"Italy (IT)","11.01.2018 22:00 - 11.01.2018 23:00 (CET/CEST)","1915"
"Italy (IT)","11.01.2018 23:00 - 12.01.2018 00:00 (CET/CEST)","1731"
"Italy (IT)","12.01.2018 00:00 - 12.01.2018 01:00 (CET/CEST)","2263"
"Italy (IT)","12.01.2018 01:00 - 12.01.2018 02:00 (CET/CEST)","2149"
"Italy (IT)","12.01.2018 02:00 - 12.01.2018 03:00 (CET/CEST)","2140"
"Italy (IT)","12.01.2018 03:00 - 12.01.2018 04:00 (CET/CEST)","2109"
"Italy (IT)","12.01.2018 04:00 - 12.01.2018 05:00 (CET/CEST)","2224"
"Italy (IT)","12.01.2018 05:00 - 12.01.2018 06:00 (CET/CEST)","2207"
"Italy (IT)","12.01.2018 06:00 - 12.01.2018 07:00 (CET/CEST)","2296"
"Italy (IT)","12.01.2018 07:00 - 12.01.2018 08:00 (CET/CEST)","3203"
"Italy (IT)","12.01.2018 08:00 - 12.01.2018 09:00 (CET/CEST)","4861"
"Italy (IT)","12.01.2018 09:00 - 12.01.2018 10:00 (CET/CEST)","4696"
"Italy (IT)","12.01.2018 10:00 - 12.01.2018 11:00 (CET/CEST)","4316"
"Italy (IT)","12.01.2018 11:00 - 12.01.2018 12:00 (CET/CEST)","4049"
"Italy (IT)","12.01.2018 12:00 - 12.01.2018 13:00 (CET/CEST)","3506"
"Italy (IT)","12.01.2018 13:00 - 12.01.2018 14:00 (CET/CEST)","3253"
"Italy (IT)","12.01.2018 14:00 - 12.01.2018 15:00 (CET/CEST)","3268"
"Italy (IT)","12.01.2018 15:00 - 12.01.2018 16:00 (CET/CEST)","3644"
"Italy (IT)","12.01.2018 16:00 - 12.01.2018 17:00 (CET/CEST)","4426"
"Italy (IT)","12.01.2018 17:00 - 12.01.2018 18:00 (CET/CEST)","5035"
"Italy (IT)","12.01.2018 18:00 - 12.01.2018 19:00 (CET/CEST)","5156"
"Italy (IT)","12.01.2018 19:00 - 12.01.2018 20:00 (CET/CEST)","4782"
"Italy (IT)","12.01.2018 20:00 - 12.01.2018 21:00 (CET/CEST)","4096"
"Italy (IT)","12.01.2018 21:00 - 12.01.2018 22:00 (CET/CEST)","3480"
"Italy (IT)","12.01.2018 22:00 - 12.01.2018 23:00 (CET/CEST)","2776"
"Italy (IT)","12.01.2018 23:00 - 13.01.2018 00:00 (CET/CEST)","2487"
"Italy (IT)","13.01.2018 00:00 - 13.01.2018 01:00 (CET/CEST)","2037"
"Italy (IT)","13.01.2018 01:00 - 13.01.2018 02:00 (CET/CEST)","1901"
"Italy (IT)","13.01.2018 02:00 - 13.01.2018 03:00 (CET/CEST)","1871"
"Italy (IT)","13.01.2018 03:00 - 13.01.2018 04:00 (CET/CEST)","1877"
"Italy (IT)","13.01.2018 04:00 - 13.01.2018 05:00 (CET/CEST)","1812"
"Italy (IT)","13.01.2018 05:00 - 13.01.2018 06:00 (CET/CEST)","1823"
"Italy (IT)","13.01.2018 06:00 - 13.01.2018 07:00 (CET/CEST)","1891"
"Italy (IT)","13.01.2018 07:00 - 13.01.2018 08:00 (CET/CEST)","2644"
"Italy (IT)","13.01.2018 08:00 - 13.01.2018 09:00 (CET/CEST)","3314"
"Italy (IT)","13.01.2018 09:00 - 13.01.2018 10:00 (CET/CEST)","3231"
"Italy (IT)","13.01.2018 10:00 - 13.01.2018 11:00 (CET/CEST)","2840"
"Italy (IT)","13.01.2018 11:00 - 13.01.2018 12:00 (CET/CEST)","2498"
"Italy (IT)","13.01.2018 12:00 - 13.01.2018 13:00 (CET/CEST)","2250"
"Italy (IT)","13.01.2018 13:00 - 13.01.2018 14:00 (CET/CEST)","2169"
