"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]"
"Italy (IT)","04.03.2022 22:00 - 04.03.2022 23:00 (CET/CEST)","1495"
"Italy (IT)","04.03.2022 23:00 - 05.03.2022 00:00 (CET/CEST)","1425"
"Italy (IT)","05.03.2022 00:00 - 05.03.2022 01:00 (CET/CEST)","1705"
"Italy (IT)","05.03.2022 01:00 - 05.03.2022 02:00 (CET/CEST)","1273"
"Italy (IT)","05.03.2022 02:00 - 05.03.2022 03:00 (CET/CEST)","1329"
"Italy (IT)","05.03.2022 03:00 - 05.03.2022 04:00 (CET/CEST)","1282"
"Italy (IT)","05.03.2022 04:00 - 05.03.2022 05:00 (CET/CEST)","1214"
"Italy (IT)","05.03.2022 05:00 - 05.03.2022 06:00 (CET/CEST)","1280"
"Italy (IT)","05.03.2022 06:00 - 05.03.2022 07:00 (CET/CEST)","1706"
"Italy (IT)","05.03.2022 07:00 - 05.03.2022 08:00 (CET/CEST)","3017"
"Italy (IT)","05.03.2022 08:00 - 05.03.2022 09:00 (CET/CEST)","3406"
"Italy (IT)","05.03.2022 09:00 - 05.03.2022 10:00 (CET/CEST)","2902"
"Italy (IT)","05.03.2022 10:00 - 05.03.2022 11:00 (CET/CEST)","2378"
"Italy (IT)","05.03.2022 11:00 - 05.03.2022 12:00 (CET/CEST)","1514"
"Italy (IT)","05.03.2022 12:00 - 05.03.2022 13:00 (CET/CEST)","1335"
"Italy (IT)","05.03.2022 13:00 - 05.03.2022 14:00 (CET/CEST)","1232"
"Italy (IT)","05.03.2022 14:00 - 05.03.2022 15:00 (CET/CEST)","1167"
"Italy (IT)","05.03.2022 15:00 - 05.03.2022 16:00 (CET/CEST)","1145"
"Italy (IT)","05.03.2022 16:00 - 05.03.2022 17:00 (CET/CEST)","1242"
"Italy (IT)","05.03.2022 17:00 - 05.03.2022 18:00 (CET/CEST)","2339"
"Italy (IT)","05.03.2022 18:00 - 05.03.2022 19:00 (CET/CEST)","3944"
"Italy (IT)","05.03.2022 19:00 - 05.03.2022 20:00 (CET/CEST)","4692"
"Italy (IT)","05.03.2022 20:00 - 05.03.2022 21:00 (CET/CEST)","3531"
"Italy (IT)","05.03.2022 21:00 - 05.03.2022 22:00 (CET/CEST)","1998"
"Italy (IT)","05.03.2022 22:00 - 05.03.2022 23:00 (CET/CEST)","2269"
"Italy (IT)","05.03.2022 23:00 - 06.03.2022 00:00 (CET/CEST)","1763"
"Italy (IT)","06.03.2022 00:00 - 06.03.2022 01:00 (CET/CEST)","1669"
"Italy (IT)","06.03.2022 01:00 - 06.03.2022 02:00 (CET/CEST)","1950"
"Italy (IT)","06.03.2022 02:00 - 06.03.2022 03:00 (CET/CEST)","1389"
"Italy (IT)","06.03.2022 03:00 - 06.03.2022 04:00 (CET/CEST)","1368"
"Italy (IT)","06.03.2022 04:00 - 06.03.2022 05:00 (CET/CEST)","1378"
"Italy (IT)","06.03.2022 05:00 - 06.03.2022 06:00 (CET/CEST)","1407"
"Italy (IT)","06.03.2022 06:00 - 06.03.2022 07:00 (CET/CEST)","1651"
"Italy (IT)","06.03.2022 07:00 - 06.03.2022 08:00 (CET/CEST)","1962"
"Italy (IT)","06.03.2022 08:00 - 06.03.2022 09:00 (CET/CEST)","2344"
"Italy (IT)","06.03.2022 09:00 - 06.03.2022 10:00 (CET/CEST)","2395"
"Italy (IT)","06.03.2022 10:00 - 06.03.2022 11:00 (CET/CEST)","2418"
"Italy (IT)","06.03.2022 11:00 - 06.03.2022 12:00 (CET/CEST)","1711"
"Italy (IT)","06.03.2022 12:00 - 06.03.2022 13:00 (CET/CEST)","1931"
"Italy (IT)","06.03.2022 13:00 - 06.03.2022 14:00 (CET/CEST)","1945"
"Italy (IT)","06.03.2022 14:00 - 06.03.2022 15:00 (CET/CEST)","1867"
"Italy (IT)","06.03.2022 15:00 - 06.03.2022 16:00 (CET/CEST)","2107"
"Italy (IT)","06.03.2022 16:00 - 06.03.2022 17:00 (CET/CEST)","2515"
"Italy (IT)","06.03.2022 17:00 - 06.03.2022 18:00 (CET/CEST)","3407"
"Italy (IT)","06.03.2022 18:00 - 06.03.2022 19:00 (CET/CEST)","4668"
"Italy (IT)","06.03.2022 19:00 - 06.03.2022 20:00 (CET/CEST)","4829"
"Italy (IT)","06.03.2022 20:00 - 06.03.2022 21:00 (CET/CEST)","4309"
"Italy (IT)","06.03.2022 21:00 - 06.03.2022 22:00 (CET/CEST)","3597"
"Italy (IT)","06.03.2022 22:00 - 06.03.2022 23:00 (CET/CEST)","3209"
"Italy (IT)","06.03.2022 23:00 - 07.03.2022 00:00 (CET/CEST)","2369"
"Italy (IT)","07.03.2022 00:00 - 07.03.2022 01:00 (CET/CEST)","1398"
"Italy (IT)","07.03.2022 01:00 - 07.03.2022 02:00 (CET/CEST)","1262"
"Italy (IT)","07.03.2022 02:00 - 07.03.2022 03:00 (CET/CEST)","1218"
"Italy (IT)","07.03.2022 03:00 - 07.03.2022 04:00 (CET/CEST)","1462"
"Italy (IT)","07.03.2022 04:00 - 07.03.2022 05:00 (CET/CEST)","1501"
"Italy (IT)","07.03.2022 05:00 - 07.03.2022 06:00 (CET/CEST)","1748"
"Italy (IT)","07.03.2022 06:00 - 07.03.2022 07:00 (CET/CEST)","1968"
"Italy (IT)","07.03.2022 07:00 - 07.03.2022 08:00 (CET/CEST)","2616"
"Italy (IT)","07.03.2022 08:00 - 07.03.2022 09:00 (CET/CEST)","2869"
"Italy (IT)","07.03.2022 09:00 - 07.03.2022 10:00 (CET/CEST)","2582"
"Italy (IT)","07.03.2022 10:00 - 07.03.2022 11:00 (CET/CEST)","1865"
"Italy (IT)","07.03.2022 11:00 - 07.03.2022 12:00 (CET/CEST)","1686"
"Italy (IT)","07.03.2022 12:00 - 07.03.2022 13:00 (CET/CEST)","1438"
"Italy (IT)","07.03.2022 13:00 - 07.03.2022 14:00 (CET/CEST)","1481"
"Italy (IT)","07.03.2022 14:00 - 07.03.2022 15:00 (CET/CEST)","1503"
"Italy (IT)","07.03.2022 15:00 - 07.03.2022 16:00 (CET/CEST)","1695"
"Italy (IT)","07.03.2022 16:00 - 07.03.2022 17:00 (CET/CEST)","1804"
"Italy (IT)","07.03.2022 17:00 - 07.03.2022 18:00 (CET/CEST)","2675"
"Italy (IT)","07.03.2022 18:00 - 07.03.2022 19:00 (CET/CEST)","2937"
"Italy (IT)","07.03.2022 19:00 - 07.03.2022 20:00 (CET/CEST)","3225"
"Italy (IT)","07.03.2022 20:00 - 07.03.2022 21:00 (CET/CEST)","2751"
"Italy (IT)","07.03.2022 21:00 - 07.03.2022 22:00 (CET/CEST)","1927"
"Italy (IT)","07.03.2022 22:00 - 07.03.2022 23:00 (CET/CEST)","1820"
"Italy (IT)","07.03.2022 23:00 - 08.03.2022 00:00 (CET/CEST)","1695"
"Italy (IT)","08.03.2022 00:00 - 08.03.2022 01:00 (CET/CEST)","1234"
"Italy (IT)","08.03.2022 01:00 - 08.03.2022 02:00 (CET/CEST)","1160"
"Italy (IT)","08.03.2022 02:00 - 08.03.2022 03:00 (CET/CEST)","1126"
"Italy (IT)","08.03.2022 03:00 - 08.03.2022 04:00 (CET/CEST)","1137"
"Italy (IT)","08.03.2022 04:00 - 08.03.2022 05:00 (CET/CEST)","1107"
"Italy (IT)","08.03.2022 05:00 - 08.03.2022 06:00 (CET/CEST)","1065"
"Italy (IT)","08.03.2022 06:00 - 08.03.2022 07:00 (CET/CEST)","1439"
"Italy (IT)","08.03.2022 07:00 - 08.03.2022 08:00 (CET/CEST)","2508"
"Italy (IT)","08.03.2022 08:00 - 08.03.2022 09:00 (CET/CEST)","3277"
"Italy (IT)","08.03.2022 09:00 - 08.03.2022 10:00 (CET/CEST)","2703"
"Italy (IT)","08.03.2022 10:00 - 08.03.2022 11:00 (CET/CEST)","1943"
"Italy (IT)","08.03.2022 11:00 - 08.03.2022 12:00 (CET/CEST)","1650"
"Italy (IT)","08.03.2022 12:00 - 08.03.2022 13:00 (CET/CEST)","1256"
"Italy (IT)","08.03.2022 13:00 - 08.03.2022 14:00 (CET/CEST)","1193"
"Italy (IT)","08.03.2022 14:00 - 08.03.2022 15:00 (CET/CEST)","1188"
"Italy (IT)","08.03.2022 15:00 - 08.03.2022 16:00 (CET/CEST)","1273"
"Italy (IT)","08.03.2022 16:00 - 08.03.2022 17:00 (CET/CEST)","1403"
"Italy (IT)","08.03.2022 17:00 - 08.03.2022 18:00 (CET/CEST)","1848"
"Italy (IT)","08.03.2022 18:00 - 08.03.2022 19:00 (CET/CEST)","3136"
"Italy (IT)","08.03.2022 19:00 - 08.03.2022 20:00 (CET/CEST)","3725"
"Italy (IT)","08.03.2022 20:00 - 08.03.2022 21:00 (CET/CEST)","2827"
"Italy (IT)","08.03.2022 21:00 - 08.03.2022 22:00 (CET/CEST)","1543"
"Italy (IT)","08.03.2022 22:00 - 08.03.2022 23:00 (CET/CEST)","1269"
"Italy (IT)","08.03.2022 23:00 - 09.03.2022 00:00 (CET/CEST)","1198"
"Italy (IT)","09.03.2022 00:00 - 09.03.2022 01:00 (CET/CEST)","1141"
"Italy (IT)","09.03.2022 01:00 - 09.03.2022 02:00 (CET/CEST)","1055"
"Italy (IT)","09.03.2022 02:00 - 09.03.2022 03:00 (CET/CEST)","991"
"Italy (IT)","09.03.2022 03:00 - 09.03.2022 04:00 (CET/CEST)","977"
"Italy (IT)","09.03.2022 04:00 - 09.03.2022 05:00 (CET/CEST)","972"
"Italy (IT)","09.03.2022 05:00 - 09.03.2022 06:00 (CET/CEST)","979"
"Italy (IT)","09.03.2022 06:00 - 09.03.2022 07:00 (CET/CEST)","1237"
"Italy (IT)","09.03.2022 07:00 - 09.03.2022 08:00 (CET/CEST)","1921"
"Italy (IT)","09.03.2022 08:00 - 09.03.2022 09:00 (CET/CEST)","1948"
"Italy (IT)","09.03.2022 09:00 - 09.03.2022 10:00 (CET/CEST)","1595"
"Italy (IT)","09.03.2022 10:00 - 09.03.2022 11:00 (CET/CEST)","1288"
"Italy (IT)","09.03.2022 11:00 - 09.03.2022 12:00 (CET/CEST)","1144"
"Italy (IT)","09.03.2022 12:00 - 09.03.2022 13:00 (CET/CEST)","1068"
"Italy (IT)","09.03.2022 13:00 - 09.03.2022 14:00 (CET/CEST)","1009"
"Italy (IT)","09.03.2022 14:00 - 09.03.2022 15:00 (CET/CEST)","1078"
"Italy (IT)","09.03.2022 15:00 - 09.03.2022 16:00 (CET/CEST)","1137"
"Italy (IT)","09.03.2022 16:00 - 09.03.2022 17:00 (CET/CEST)","1379"
"Italy (IT)","09.03.2022 17:00 - 09.03.2022 18:00 (CET/CEST)","1814"
"Italy (IT)","09.03.2022 18:00 - 09.03.2022 19:00 (CET/CEST)","2421"
"Italy (IT)","09.03.2022 19:00 - 09.03.2022 20:00 (CET/CEST)","2682"
"Italy (IT)","09.03.2022 20:00 - 09.03.2022 21:00 (CET/CEST)","2050"
"Italy (IT)","09.03.2022 21:00 - 09.03.2022 22:00 (CET/CEST)","1414"
"Italy (IT)","09.03.2022 22:00 - 09.03.2022 23:00 (CET/CEST)","1186"
"Italy (IT)","09.03.2022 23:00 - 10.03.2022 00:00 (CET/CEST)","1067"
"Italy (IT)","10.03.2022 00:00 - 10.03.2022 01:00 (CET/CEST)","917"
"Italy (IT)","10.03.2022 01:00 - 10.03.2022 02:00 (CET/CEST)","895"
"Italy (IT)","10.03.2022 02:00 - 10.03.2022 03:00 (CET/CEST)","863"
"Italy (IT)","10.03.2022 03:00 - 10.03.2022 04:00 (CET/CEST)","876"
"Italy (IT)","10.03.2022 04:00 - 10.03.2022 05:00 (CET/CEST)","950"
"Italy (IT)","10.03.2022 05:00 - 10.03.2022 06:00 (CET/CEST)","973"
"Italy (IT)","10.03.2022 06:00 - 10.03.2022 07:00 (CET/CEST)","1446"
"Italy (IT)","10.03.2022 07:00 - 10.03.2022 08:00 (CET/CEST)","2089"
"Italy (IT)","10.03.2022 08:00 - 10.03.2022 09:00 (CET/CEST)","2086"
"Italy (IT)","10.03.2022 09:00 - 10.03.2022 10:00 (CET/CEST)","1629"
"Italy (IT)","10.03.2022 10:00 - 10.03.2022 11:00 (CET/CEST)","1263"
"Italy (IT)","10.03.2022 11:00 - 10.03.2022 12:00 (CET/CEST)","1113"
"Italy (IT)","10.03.2022 12:00 - 10.03.2022 13:00 (CET/CEST)","989"
"Italy (IT)","10.03.2022 13:00 - 10.03.2022 14:00 (CET/CEST)","915"
"Italy (IT)","10.03.2022 14:00 - 10.03.2022 15:00 (CET/CEST)","1017"
"Italy (IT)","10.03.2022 15:00 - 10.03.2022 16:00 (CET/CEST)","998"
"Italy (IT)","10.03.2022 16:00 - 10.03.2022 17:00 (CET/CEST)","983"
"Italy (IT)","10.03.2022 17:00 - 10.03.2022 18:00 (CET/CEST)","1893"
"Italy (IT)","10.03.2022 18:00 - 10.03.2022 19:00 (CET/CEST)","2514"
"Italy (IT)","10.03.2022 19:00 - 10.03.2022 20:00 (CET/CEST)","2946"
"Italy (IT)","10.03.2022 20:00 - 10.03.2022 21:00 (CET/CEST)","2119"
"Italy (IT)","10.03.2022 21:00 - 10.03.2022 22:00 (CET/CEST)","1211"
"Italy (IT)","10.03.2022 22:00 - 10.03.2022 23:00 (CET/CEST)","1062"
"Italy (IT)","10.03.2022 23:00 - 11.03.2022 00:00 (CET/CEST)","953"
"Italy (IT)","11.03.2022 00:00 - 11.03.2022 01:00 (CET/CEST)","1076"
"Italy (IT)","11.03.2022 01:00 - 11.03.2022 02:00 (CET/CEST)","1023"
"Italy (IT)","11.03.2022 02:00 - 11.03.2022 03:00 (CET/CEST)","951"
"Italy (IT)","11.03.2022 03:00 - 11.03.2022 04:00 (CET/CEST)","848"
"Italy (IT)","11.03.2022 04:00 - 11.03.2022 05:00 (CET/CEST)","868"
"Italy (IT)","11.03.2022 05:00 - 11.03.2022 06:00 (CET/CEST)","948"
"Italy (IT)","11.03.2022 06:00 - 11.03.2022 07:00 (CET/CEST)","1214"
"Italy (IT)","11.03.2022 07:00 - 11.03.2022 08:00 (CET/CEST)","1547"
"Italy (IT)","11.03.2022 08:00 - 11.03.2022 09:00 (CET/CEST)","2310"
"Italy (IT)","11.03.2022 09:00 - 11.03.2022 10:00 (CET/CEST)","1717"
"Italy (IT)","11.03.2022 10:00 - 11.03.2022 11:00 (CET/CEST)","1250"
"Italy (IT)","11.03.2022 11:00 - 11.03.2022 12:00 (CET/CEST)","1052"
"Italy (IT)","11.03.2022 12:00 - 11.03.2022 13:00 (CET/CEST)","903"
"Italy (IT)","11.03.2022 13:00 - 11.03.2022 14:00 (CET/CEST)","886"
"Italy (IT)","11.03.2022 14:00 - 11.03.2022 15:00 (CET/CEST)","1048"
"Italy (IT)","11.03.2022 15:00 - 11.03.2022 16:00 (CET/CEST)","1086"
"Italy (IT)","11.03.2022 16:00 - 11.03.2022 17:00 (CET/CEST)","1250"
"Italy (IT)","11.03.2022 17:00 - 11.03.2022 18:00 (CET/CEST)","1691"
"Italy (IT)","11.03.2022 18:00 - 11.03.2022 19:00 (CET/CEST)","2581"
"Italy (IT)","11.03.2022 19:00 - 11.03.2022 20:00 (CET/CEST)","3188"
"Italy (IT)","11.03.2022 20:00 - 11.03.2022 21:00 (CET/CEST)","2225"
"Italy (IT)","11.03.2022 21:00 - 11.03.2022 22:00 (CET/CEST)","1249"
"Italy (IT)","11.03.2022 22:00 - 11.03.2022 23:00 (CET/CEST)","1123"
"Italy (IT)","11.03.2022 23:00 - 12.03.2022 00:00 (CET/CEST)","1020"
"Italy (IT)","12.03.2022 00:00 - 12.03.2022 01:00 (CET/CEST)","938"
"Italy (IT)","12.03.2022 01:00 - 12.03.2022 02:00 (CET/CEST)","881"
"Italy (IT)","12.03.2022 02:00 - 12.03.2022 03:00 (CET/CEST)","844"
"Italy (IT)","12.03.2022 03:00 - 12.03.2022 04:00 (CET/CEST)","855"
"Italy (IT)","12.03.2022 04:00 - 12.03.2022 05:00 (CET/CEST)","890"
"Italy (IT)","12.03.2022 05:00 - 12.03.2022 06:00 (CET/CEST)","879"
"Italy (IT)","12.03.2022 06:00 - 12.03.2022 07:00 (CET/CEST)","1188"
"Italy (IT)","12.03.2022 07:00 - 12.03.2022 08:00 (CET/CEST)","1759"
"Italy (IT)","12.03.2022 08:00 - 12.03.2022 09:00 (CET/CEST)","2488"
"Italy (IT)","12.03.2022 09:00 - 12.03.2022 10:00 (CET/CEST)","2070"
"Italy (IT)","12.03.2022 10:00 - 12.03.2022 11:00 (CET/CEST)","1261"
"Italy (IT)","12.03.2022 11:00 - 12.03.2022 12:00 (CET/CEST)","975"
"Italy (IT)","12.03.2022 12:00 - 12.03.2022 13:00 (CET/CEST)","881"
"Italy (IT)","12.03.2022 13:00 - 12.03.2022 14:00 (CET/CEST)","864"
"Italy (IT)","12.03.2022 14:00 - 12.03.2022 15:00 (CET/CEST)","850"
"Italy (IT)","12.03.2022 15:00 - 12.03.2022 16:00 (CET/CEST)","834"
"Italy (IT)","12.03.2022 16:00 - 12.03.2022 17:00 (CET/CEST)","940"
"Italy (IT)","12.03.2022 17:00 - 12.03.2022 18:00 (CET/CEST)","1306"
"Italy (IT)","12.03.2022 18:00 - 12.03.2022 19:00 (CET/CEST)","2931"
"Italy (IT)","12.03.2022 19:00 - 12.03.2022 20:00 (CET/CEST)","3345"
"Italy (IT)","12.03.2022 20:00 - 12.03.2022 21:00 (CET/CEST)","1859"
"Italy (IT)","12.03.2022 21:00 - 12.03.2022 22:00 (CET/CEST)","1084"
"Italy (IT)","12.03.2022 22:00 - 12.03.2022 23:00 (CET/CEST)","910"
"Italy (IT)","12.03.2022 23:00 - 13.03.2022 00:00 (CET/CEST)","834"
"Italy (IT)","13.03.2022 00:00 - 13.03.2022 01:00 (CET/CEST)","936"
"Italy (IT)","13.03.2022 01:00 - 13.03.2022 02:00 (CET/CEST)","844"
"Italy (IT)","13.03.2022 02:00 - 13.03.2022 03:00 (CET/CEST)","807"
"Italy (IT)","13.03.2022 03:00 - 13.03.2022 04:00 (CET/CEST)","806"
"Italy (IT)","13.03.2022 04:00 - 13.03.2022 05:00 (CET/CEST)","787"
"Italy (IT)","13.03.2022 05:00 - 13.03.2022 06:00 (CET/CEST)","865"
"Italy (IT)","13.03.2022 06:00 - 13.03.2022 07:00 (CET/CEST)","1176"
"Italy (IT)","13.03.2022 07:00 - 13.03.2022 08:00 (CET/CEST)","1340"
"Italy (IT)","13.03.2022 08:00 - 13.03.2022 09:00 (CET/CEST)","1405"
"Italy (IT)","13.03.2022 09:00 - 13.03.2022 10:00 (CET/CEST)","1258"
"Italy (IT)","13.03.2022 10:00 - 13.03.2022 11:00 (CET/CEST)","1121"
"Italy (IT)","13.03.2022 11:00 - 13.03.2022 12:00 (CET/CEST)","915"
"Italy (IT)","13.03.2022 12:00 - 13.03.2022 13:00 (CET/CEST)","864"
"Italy (IT)","13.03.2022 13:00 - 13.03.2022 14:00 (CET/CEST)","868"
"Italy (IT)","13.03.2022 14:00 - 13.03.2022 15:00 (CET/CEST)","874"
"Italy (IT)","13.03.2022 15:00 - 13.03.2022 16:00 (CET/CEST)","872"
"Italy (IT)","13.03.2022 16:00 - 13.03.2022 17:00 (CET/CEST)","985"
"Italy (IT)","13.03.2022 17:00 - 13.03.2022 18:00 (CET/CEST)","1355"
"Italy (IT)","13.03.2022 18:00 - 13.03.2022 19:00 (CET/CEST)","2172"
"Italy (IT)","13.03.2022 19:00 - 13.03.2022 20:00 (CET/CEST)","3410"
"Italy (IT)","13.03.2022 20:00 - 13.03.2022 21:00 (CET/CEST)","2240"
"Italy (IT)","13.03.2022 21:00 - 13.03.2022 22:00 (CET/CEST)","1392"
"Italy (IT)","13.03.2022 22:00 - 13.03.2022 23:00 (CET/CEST)","1161"
"Italy (IT)","13.03.2022 23:00 - 14.03.2022 00:00 (CET/CEST)","1031"
"Italy (IT)","14.03.2022 00:00 - 14.03.2022 01:00 (CET/CEST)","837"
"Italy (IT)","14.03.2022 01:00 - 14.03.2022 02:00 (CET/CEST)","794"
"Italy (IT)","14.03.2022 02:00 - 14.03.2022 03:00 (CET/CEST)","806"
"Italy (IT)","14.03.2022 03:00 - 14.03.2022 04:00 (CET/CEST)","795"
"Italy (IT)","14.03.2022 04:00 - 14.03.2022 05:00 (CET/CEST)","796"
"Italy (IT)","14.03.2022 05:00 - 14.03.2022 06:00 (CET/CEST)","850"
"Italy (IT)","14.03.2022 06:00 - 14.03.2022 07:00 (CET/CEST)","1061"
"Italy (IT)","14.03.2022 07:00 - 14.03.2022 08:00 (CET/CEST)","1423"
"Italy (IT)","14.03.2022 08:00 - 14.03.2022 09:00 (CET/CEST)","2082"
"Italy (IT)","14.03.2022 09:00 - 14.03.2022 10:00 (CET/CEST)","1601"
"Italy (IT)","14.03.2022 10:00 - 14.03.2022 11:00 (CET/CEST)","1388"
"Italy (IT)","14.03.2022 11:00 - 14.03.2022 12:00 (CET/CEST)","1187"
"Italy (IT)","14.03.2022 12:00 - 14.03.2022 13:00 (CET/CEST)","1078"
"Italy (IT)","14.03.2022 13:00 - 14.03.2022 14:00 (CET/CEST)","991"
"Italy (IT)","14.03.2022 14:00 - 14.03.2022 15:00 (CET/CEST)","898"
"Italy (IT)","14.03.2022 15:00 - 14.03.2022 16:00 (CET/CEST)","903"
"Italy (IT)","14.03.2022 16:00 - 14.03.2022 17:00 (CET/CEST)","1151"
"Italy (IT)","14.03.2022 17:00 - 14.03.2022 18:00 (CET/CEST)","1432"
"Italy (IT)","14.03.2022 18:00 - 14.03.2022 19:00 (CET/CEST)","2317"
"Italy (IT)","14.03.2022 19:00 - 14.03.2022 20:00 (CET/CEST)","2643"
"Italy (IT)","14.03.2022 20:00 - 14.03.2022 21:00 (CET/CEST)","1746"
"Italy (IT)","14.03.2022 21:00 - 14.03.2022 22:00 (CET/CEST)","1316"
"Italy (IT)","14.03.2022 22:00 - 14.03.2022 23:00 (CET/CEST)","1035"
"Italy (IT)","14.03.2022 23:00 - 15.03.2022 00:00 (CET/CEST)","866"
"Italy (IT)","15.03.2022 00:00 - 15.03.2022 01:00 (CET/CEST)","830"
"Italy (IT)","15.03.2022 01:00 - 15.03.2022 02:00 (CET/CEST)","809"
"Italy (IT)","15.03.2022 02:00 - 15.03.2022 03:00 (CET/CEST)","850"
"Italy (IT)","15.03.2022 03:00 - 15.03.2022 04:00 (CET/CEST)","860"
"Italy (IT)","15.03.2022 04:00 - 15.03.2022 05:00 (CET/CEST)","844"
"Italy (IT)","15.03.2022 05:00 - 15.03.2022 06:00 (CET/CEST)","831"
"Italy (IT)","15.03.2022 06:00 - 15.03.2022 07:00 (CET/CEST)","1128"
"Italy (IT)","15.03.2022 07:00 - 15.03.2022 08:00 (CET/CEST)","1326"
"Italy (IT)","15.03.2022 08:00 - 15.03.2022 09:00 (CET/CEST)","2192"
"Italy (IT)","15.03.2022 09:00 - 15.03.2022 10:00 (CET/CEST)","2024"
"Italy (IT)","15.03.2022 10:00 - 15.03.2022 11:00 (CET/CEST)","2001"
"Italy (IT)","15.03.2022 11:00 - 15.03.2022 12:00 (CET/CEST)","1712"
"Italy (IT)","15.03.2022 12:00 - 15.03.2022 13:00 (CET/CEST)","1563"
"Italy (IT)","15.03.2022 13:00 - 15.03.2022 14:00 (CET/CEST)","1398"
"Italy (IT)","15.03.2022 14:00 - 15.03.2022 15:00 (CET/CEST)","1751"
"Italy (IT)","15.03.2022 15:00 - 15.03.2022 16:00 (CET/CEST)","1663"
"Italy (IT)","15.03.2022 16:00 - 15.03.2022 17:00 (CET/CEST)","1370"
"Italy (IT)","15.03.2022 17:00 - 15.03.2022 18:00 (CET/CEST)","1707"
"Italy (IT)","15.03.2022 18:00 - 15.03.2022 19:00 (CET/CEST)","2949"
"Italy (IT)","15.03.2022 19:00 - 15.03.2022 20:00 (CET/CEST)","4129"
"Italy (IT)","15.03.2022 20:00 - 15.03.2022 21:00 (CET/CEST)","2302"
"Italy (IT)","15.03.2022 21:00 - 15.03.2022 22:00 (CET/CEST)","1360"
"Italy (IT)","15.03.2022 22:00 - 15.03.2022 23:00 (CET/CEST)","1067"
"Italy (IT)","15.03.2022 23:00 - 16.03.2022 00:00 (CET/CEST)","988"
"Italy (IT)","16.03.2022 00:00 - 16.03.2022 01:00 (CET/CEST)","952"
"Italy (IT)","16.03.2022 01:00 - 16.03.2022 02:00 (CET/CEST)","903"
"Italy (IT)","16.03.2022 02:00 - 16.03.2022 03:00 (CET/CEST)","869"
"Italy (IT)","16.03.2022 03:00 - 16.03.2022 04:00 (CET/CEST)","899"
"Italy (IT)","16.03.2022 04:00 - 16.03.2022 05:00 (CET/CEST)","885"
"Italy (IT)","16.03.2022 05:00 - 16.03.2022 06:00 (CET/CEST)","951"
"Italy (IT)","16.03.2022 06:00 - 16.03.2022 07:00 (CET/CEST)","1290"
"Italy (IT)","16.03.2022 07:00 - 16.03.2022 08:00 (CET/CEST)","1596"
"Italy (IT)","16.03.2022 08:00 - 16.03.2022 09:00 (CET/CEST)","1871"
"Italy (IT)","16.03.2022 09:00 - 16.03.2022 10:00 (CET/CEST)","1514"
"Italy (IT)","16.03.2022 10:00 - 16.03.2022 11:00 (CET/CEST)","1183"
"Italy (IT)","16.03.2022 11:00 - 16.03.2022 12:00 (CET/CEST)","1133"
"Italy (IT)","16.03.2022 12:00 - 16.03.2022 13:00 (CET/CEST)","1017"
"Italy (IT)","16.03.2022 13:00 - 16.03.2022 14:00 (CET/CEST)","1101"
"Italy (IT)","16.03.2022 14:00 - 16.03.2022 15:00 (CET/CEST)","1307"
"Italy (IT)","16.03.2022 15:00 - 16.03.2022 16:00 (CET/CEST)","1607"
"Italy (IT)","16.03.2022 16:00 - 16.03.2022 17:00 (CET/CEST)","1778"
"Italy (IT)","16.03.2022 17:00 - 16.03.2022 18:00 (CET/CEST)","1532"
"Italy (IT)","16.03.2022 18:00 - 16.03.2022 19:00 (CET/CEST)","2390"
"Italy (IT)","16.03.2022 19:00 - 16.03.2022 20:00 (CET/CEST)","3698"
"Italy (IT)","16.03.2022 20:00 - 16.03.2022 21:00 (CET/CEST)","1774"
"Italy (IT)","16.03.2022 21:00 - 16.03.2022 22:00 (CET/CEST)","1187"
"Italy (IT)","16.03.2022 22:00 - 16.03.2022 23:00 (CET/CEST)","1073"
"Italy (IT)","16.03.2022 23:00 - 17.03.2022 00:00 (CET/CEST)","1133"
"Italy (IT)","17.03.2022 00:00 - 17.03.2022 01:00 (CET/CEST)","945"
"Italy (IT)","17.03.2022 01:00 - 17.03.2022 02:00 (CET/CEST)","923"
"Italy (IT)","17.03.2022 02:00 - 17.03.2022 03:00 (CET/CEST)","924"
"Italy (IT)","17.03.2022 03:00 - 17.03.2022 04:00 (CET/CEST)","973"
"Italy (IT)","17.03.2022 04:00 - 17.03.2022 05:00 (CET/CEST)","1012"
"Italy (IT)","17.03.2022 05:00 - 17.03.2022 06:00 (CET/CEST)","1052"
"Italy (IT)","17.03.2022 06:00 - 17.03.2022 07:00 (CET/CEST)","1233"
"Italy (IT)","17.03.2022 07:00 - 17.03.2022 08:00 (CET/CEST)","1938"
"Italy (IT)","17.03.2022 08:00 - 17.03.2022 09:00 (CET/CEST)","2165"
"Italy (IT)","17.03.2022 09:00 - 17.03.2022 10:00 (CET/CEST)","1732"
"Italy (IT)","17.03.2022 10:00 - 17.03.2022 11:00 (CET/CEST)","1978"
"Italy (IT)","17.03.2022 11:00 - 17.03.2022 12:00 (CET/CEST)","2059"
"Italy (IT)","17.03.2022 12:00 - 17.03.2022 13:00 (CET/CEST)","1752"
"Italy (IT)","17.03.2022 13:00 - 17.03.2022 14:00 (CET/CEST)","1409"
"Italy (IT)","17.03.2022 14:00 - 17.03.2022 15:00 (CET/CEST)","1304"
