"Area","MTU","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Switzerland (CH)","01.01.2020 00:00 - 01.01.2020 01:00 (CET/CEST)","149","","737"
"Switzerland (CH)","01.01.2020 01:00 - 01.01.2020 02:00 (CET/CEST)","179","","668"
"Switzerland (CH)","01.01.2020 02:00 - 01.01.2020 03:00 (CET/CEST)","180","","689"
"Switzerland (CH)","01.01.2020 03:00 - 01.01.2020 04:00 (CET/CEST)","81","","642"
"Switzerland (CH)","01.01.2020 04:00 - 01.01.2020 05:00 (CET/CEST)","97","","596"
"Switzerland (CH)","01.01.2020 05:00 - 01.01.2020 06:00 (CET/CEST)","97","","601"
"Switzerland (CH)","01.01.2020 06:00 - 01.01.2020 07:00 (CET/CEST)","105","","586"
"Switzerland (CH)","01.01.2020 07:00 - 01.01.2020 08:00 (CET/CEST)","103","","598"
"Switzerland (CH)","01.01.2020 08:00 - 01.01.2020 09:00 (CET/CEST)","98","","588"
"Switzerland (CH)","01.01.2020 09:00 - 01.01.2020 10:00 (CET/CEST)","129","","669"
"Switzerland (CH)","01.01.2020 10:00 - 01.01.2020 11:00 (CET/CEST)","111","","565"
"Switzerland (CH)","01.01.2020 11:00 - 01.01.2020 12:00 (CET/CEST)","83","","557"
"Switzerland (CH)","01.01.2020 12:00 - 01.01.2020 13:00 (CET/CEST)","154","","671"
"Switzerland (CH)","01.01.2020 13:00 - 01.01.2020 14:00 (CET/CEST)","140","","619"
"Switzerland (CH)","01.01.2020 14:00 - 01.01.2020 15:00 (CET/CEST)","138","","578"
"Switzerland (CH)","01.01.2020 15:00 - 01.01.2020 16:00 (CET/CEST)","197","","599"
"Switzerland (CH)","01.01.2020 16:00 - 01.01.2020 17:00 (CET/CEST)","210","","951"
"Switzerland (CH)","01.01.2020 17:00 - 01.01.2020 18:00 (CET/CEST)","714","","1375"
"Switzerland (CH)","01.01.2020 18:00 - 01.01.2020 19:00 (CET/CEST)","665","","1528"
"Switzerland (CH)","01.01.2020 19:00 - 01.01.2020 20:00 (CET/CEST)","532","","1361"
"Switzerland (CH)","01.01.2020 20:00 - 01.01.2020 21:00 (CET/CEST)","489","","1164"
"Switzerland (CH)","01.01.2020 21:00 - 01.01.2020 22:00 (CET/CEST)","257","","791"
"Switzerland (CH)","01.01.2020 22:00 - 01.01.2020 23:00 (CET/CEST)","132","","791"
"Switzerland (CH)","01.01.2020 23:00 - 02.01.2020 00:00 (CET/CEST)","136","","673"
"Switzerland (CH)","02.01.2020 00:00 - 02.01.2020 01:00 (CET/CEST)","111","","579"
"Switzerland (CH)","02.01.2020 01:00 - 02.01.2020 02:00 (CET/CEST)","29","","501"
"Switzerland (CH)","02.01.2020 02:00 - 02.01.2020 03:00 (CET/CEST)","61","","555"
"Switzerland (CH)","02.01.2020 03:00 - 02.01.2020 04:00 (CET/CEST)","58","","545"
"Switzerland (CH)","02.01.2020 04:00 - 02.01.2020 05:00 (CET/CEST)","69","","565"
"Switzerland (CH)","02.01.2020 05:00 - 02.01.2020 06:00 (CET/CEST)","51","","545"
"Switzerland (CH)","02.01.2020 06:00 - 02.01.2020 07:00 (CET/CEST)","67","","632"
"Switzerland (CH)","02.01.2020 07:00 - 02.01.2020 08:00 (CET/CEST)","208","","1145"
"Switzerland (CH)","02.01.2020 08:00 - 02.01.2020 09:00 (CET/CEST)","749","","1445"
"Switzerland (CH)","02.01.2020 09:00 - 02.01.2020 10:00 (CET/CEST)","1014","","1880"
"Switzerland (CH)","02.01.2020 10:00 - 02.01.2020 11:00 (CET/CEST)","843","","1803"
