"Area","MTU","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Switzerland (CH)","01.01.2016 00:00 - 01.01.2016 01:00 (CET/CEST)","191","","368"
"Switzerland (CH)","01.01.2016 01:00 - 01.01.2016 02:00 (CET/CEST)","254","","318"
"Switzerland (CH)","01.01.2016 02:00 - 01.01.2016 03:00 (CET/CEST)","122","","308"
"Switzerland (CH)","01.01.2016 03:00 - 01.01.2016 04:00 (CET/CEST)","116","","299"
"Switzerland (CH)","01.01.2016 04:00 - 01.01.2016 05:00 (CET/CEST)","97","","295"
"Switzerland (CH)","01.01.2016 05:00 - 01.01.2016 06:00 (CET/CEST)","94","","309"
"Switzerland (CH)","01.01.2016 06:00 - 01.01.2016 07:00 (CET/CEST)","74","","338"
"Switzerland (CH)","01.01.2016 07:00 - 01.01.2016 08:00 (CET/CEST)","60","","325"
"Switzerland (CH)","01.01.2016 08:00 - 01.01.2016 09:00 (CET/CEST)","57","","310"
"Switzerland (CH)","01.01.2016 09:00 - 01.01.2016 10:00 (CET/CEST)","79","","293"
"Switzerland (CH)","01.01.2016 10:00 - 01.01.2016 11:00 (CET/CEST)","90","","301"
"Switzerland (CH)","01.01.2016 11:00 - 01.01.2016 12:00 (CET/CEST)","95","","300"
"Switzerland (CH)","01.01.2016 12:00 - 01.01.2016 13:00 (CET/CEST)","134","","308"
"Switzerland (CH)","01.01.2016 13:00 - 01.01.2016 14:00 (CET/CEST)","118","","307"
"Switzerland (CH)","01.01.2016 14:00 - 01.01.2016 15:00 (CET/CEST)","133","","326"
"Switzerland (CH)","01.01.2016 15:00 - 01.01.2016 16:00 (CET/CEST)","127","","343"
"Switzerland (CH)","01.01.2016 16:00 - 01.01.2016 17:00 (CET/CEST)","106","","341"
"Switzerland (CH)","01.01.2016 17:00 - 01.01.2016 18:00 (CET/CEST)","435","","417"
"Switzerland (CH)","01.01.2016 18:00 - 01.01.2016 19:00 (CET/CEST)","396","","410"
"Switzerland (CH)","01.01.2016 19:00 - 01.01.2016 20:00 (CET/CEST)","376","","355"
"Switzerland (CH)","01.01.2016 20:00 - 01.01.2016 21:00 (CET/CEST)","119","","295"
"Switzerland (CH)","01.01.2016 21:00 - 01.01.2016 22:00 (CET/CEST)","117","","306"
