"Area","MTU","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Switzerland (CH)","01.01.2018 00:00 - 01.01.2018 01:00 (CET/CEST)","54","","279"
"Switzerland (CH)","01.01.2018 01:00 - 01.01.2018 02:00 (CET/CEST)","66","","286"
"Switzerland (CH)","01.01.2018 02:00 - 01.01.2018 03:00 (CET/CEST)","88","","272"
"Switzerland (CH)","01.01.2018 03:00 - 01.01.2018 04:00 (CET/CEST)","50","","264"
"Switzerland (CH)","01.01.2018 04:00 - 01.01.2018 05:00 (CET/CEST)","106","","263"
"Switzerland (CH)","01.01.2018 05:00 - 01.01.2018 06:00 (CET/CEST)","67","","250"
"Switzerland (CH)","01.01.2018 06:00 - 01.01.2018 07:00 (CET/CEST)","76","","247"
"Switzerland (CH)","01.01.2018 07:00 - 01.01.2018 08:00 (CET/CEST)","95","","198"
"Switzerland (CH)","01.01.2018 08:00 - 01.01.2018 09:00 (CET/CEST)","89","","227"
"Switzerland (CH)","01.01.2018 09:00 - 01.01.2018 10:00 (CET/CEST)","115","","185"
"Switzerland (CH)","01.01.2018 10:00 - 01.01.2018 11:00 (CET/CEST)","123","","179"
"Switzerland (CH)","01.01.2018 11:00 - 01.01.2018 12:00 (CET/CEST)","97","","231"
"Switzerland (CH)","01.01.2018 12:00 - 01.01.2018 13:00 (CET/CEST)","98","","290"
"Switzerland (CH)","01.01.2018 13:00 - 01.01.2018 14:00 (CET/CEST)","108","","319"
"Switzerland (CH)","01.01.2018 14:00 - 01.01.2018 15:00 (CET/CEST)","105","","265"
"Switzerland (CH)","01.01.2018 15:00 - 01.01.2018 16:00 (CET/CEST)","89","","296"
"Switzerland (CH)","01.01.2018 16:00 - 01.01.2018 17:00 (CET/CEST)","116","","273"
"Switzerland (CH)","01.01.2018 17:00 - 01.01.2018 18:00 (CET/CEST)","171","","264"
"Switzerland (CH)","01.01.2018 18:00 - 01.01.2018 19:00 (CET/CEST)","797","","563"
"Switzerland (CH)","01.01.2018 19:00 - 01.01.2018 20:00 (CET/CEST)","730","","410"
"Switzerland (CH)","01.01.2018 20:00 - 01.01.2018 21:00 (CET/CEST)","518","","294"
"Switzerland (CH)","01.01.2018 21:00 - 01.01.2018 22:00 (CET/CEST)","88","","280"
"Switzerland (CH)","01.01.2018 22:00 - 01.01.2018 23:00 (CET/CEST)","31","","284"
"Switzerland (CH)","01.01.2018 23:00 - 02.01.2018 00:00 (CET/CEST)","26","","264"
"Switzerland (CH)","02.01.2018 00:00 - 02.01.2018 01:00 (CET/CEST)","30","","248"
"Switzerland (CH)","02.01.2018 01:00 - 02.01.2018 02:00 (CET/CEST)","10","","260"
"Switzerland (CH)","02.01.2018 02:00 - 02.01.2018 03:00 (CET/CEST)","10","","259"
"Switzerland (CH)","02.01.2018 03:00 - 02.01.2018 04:00 (CET/CEST)","14","","260"
"Switzerland (CH)","02.01.2018 04:00 - 02.01.2018 05:00 (CET/CEST)","30","","239"
"Switzerland (CH)","02.01.2018 05:00 - 02.01.2018 06:00 (CET/CEST)","54","","257"
"Switzerland (CH)","02.01.2018 06:00 - 02.01.2018 07:00 (CET/CEST)","88","","301"
"Switzerland (CH)","02.01.2018 07:00 - 02.01.2018 08:00 (CET/CEST)","134","","301"
"Switzerland (CH)","02.01.2018 08:00 - 02.01.2018 09:00 (CET/CEST)","180","","307"
"Switzerland (CH)","02.01.2018 09:00 - 02.01.2018 10:00 (CET/CEST)","229","","335"
"Switzerland (CH)","02.01.2018 10:00 - 02.01.2018 11:00 (CET/CEST)","218","","312"
"Switzerland (CH)","02.01.2018 11:00 - 02.01.2018 12:00 (CET/CEST)","177","","302"
"Switzerland (CH)","02.01.2018 12:00 - 02.01.2018 13:00 (CET/CEST)","198","","218"
"Switzerland (CH)","02.01.2018 13:00 - 02.01.2018 14:00 (CET/CEST)","215","","202"
"Switzerland (CH)","02.01.2018 14:00 - 02.01.2018 15:00 (CET/CEST)","546","","161"
"Switzerland (CH)","02.01.2018 15:00 - 02.01.2018 16:00 (CET/CEST)","617","","186"
"Switzerland (CH)","02.01.2018 16:00 - 02.01.2018 17:00 (CET/CEST)","933","","164"
"Switzerland (CH)","02.01.2018 17:00 - 02.01.2018 18:00 (CET/CEST)","1041","","423"
"Switzerland (CH)","02.01.2018 18:00 - 02.01.2018 19:00 (CET/CEST)","1026","","454"
"Switzerland (CH)","02.01.2018 19:00 - 02.01.2018 20:00 (CET/CEST)","512","","282"
"Switzerland (CH)","02.01.2018 20:00 - 02.01.2018 21:00 (CET/CEST)","285","","314"
"Switzerland (CH)","02.01.2018 21:00 - 02.01.2018 22:00 (CET/CEST)","198","","255"
"Switzerland (CH)","02.01.2018 22:00 - 02.01.2018 23:00 (CET/CEST)","223","","237"
"Switzerland (CH)","02.01.2018 23:00 - 03.01.2018 00:00 (CET/CEST)","157","","219"
"Switzerland (CH)","03.01.2018 00:00 - 03.01.2018 01:00 (CET/CEST)","133","","195"
"Switzerland (CH)","03.01.2018 01:00 - 03.01.2018 02:00 (CET/CEST)","119","","191"
"Switzerland (CH)","03.01.2018 02:00 - 03.01.2018 03:00 (CET/CEST)","136","","202"
"Switzerland (CH)","03.01.2018 03:00 - 03.01.2018 04:00 (CET/CEST)","93","","205"
"Switzerland (CH)","03.01.2018 04:00 - 03.01.2018 05:00 (CET/CEST)","92","","211"
"Switzerland (CH)","03.01.2018 05:00 - 03.01.2018 06:00 (CET/CEST)","116","","232"
"Switzerland (CH)","03.01.2018 06:00 - 03.01.2018 07:00 (CET/CEST)","200","","263"
"Switzerland (CH)","03.01.2018 07:00 - 03.01.2018 08:00 (CET/CEST)","614","","366"
"Switzerland (CH)","03.01.2018 08:00 - 03.01.2018 09:00 (CET/CEST)","1296","","362"
"Switzerland (CH)","03.01.2018 09:00 - 03.01.2018 10:00 (CET/CEST)","1102","","319"
"Switzerland (CH)","03.01.2018 10:00 - 03.01.2018 11:00 (CET/CEST)","757","","276"
"Switzerland (CH)","03.01.2018 11:00 - 03.01.2018 12:00 (CET/CEST)","733","","218"
"Switzerland (CH)","03.01.2018 12:00 - 03.01.2018 13:00 (CET/CEST)","805","","389"
"Switzerland (CH)","03.01.2018 13:00 - 03.01.2018 14:00 (CET/CEST)","823","","191"
"Switzerland (CH)","03.01.2018 14:00 - 03.01.2018 15:00 (CET/CEST)","858","","164"
"Switzerland (CH)","03.01.2018 15:00 - 03.01.2018 16:00 (CET/CEST)","942","","138"
"Switzerland (CH)","03.01.2018 16:00 - 03.01.2018 17:00 (CET/CEST)","864","","182"
"Switzerland (CH)","03.01.2018 17:00 - 03.01.2018 18:00 (CET/CEST)","1194","","424"
"Switzerland (CH)","03.01.2018 18:00 - 03.01.2018 19:00 (CET/CEST)","1220","","594"
"Switzerland (CH)","03.01.2018 19:00 - 03.01.2018 20:00 (CET/CEST)","1119","","411"
"Switzerland (CH)","03.01.2018 20:00 - 03.01.2018 21:00 (CET/CEST)","771","","228"
"Switzerland (CH)","03.01.2018 21:00 - 03.01.2018 22:00 (CET/CEST)","361","","356"
"Switzerland (CH)","03.01.2018 22:00 - 03.01.2018 23:00 (CET/CEST)","233","","330"
"Switzerland (CH)","03.01.2018 23:00 - 04.01.2018 00:00 (CET/CEST)","78","","282"
"Switzerland (CH)","04.01.2018 00:00 - 04.01.2018 01:00 (CET/CEST)","62","","197"
"Switzerland (CH)","04.01.2018 01:00 - 04.01.2018 02:00 (CET/CEST)","59","","198"
"Switzerland (CH)","04.01.2018 02:00 - 04.01.2018 03:00 (CET/CEST)","79","","210"
"Switzerland (CH)","04.01.2018 03:00 - 04.01.2018 04:00 (CET/CEST)","99","","194"
"Switzerland (CH)","04.01.2018 04:00 - 04.01.2018 05:00 (CET/CEST)","82","","197"
"Switzerland (CH)","04.01.2018 05:00 - 04.01.2018 06:00 (CET/CEST)","108","","222"
"Switzerland (CH)","04.01.2018 06:00 - 04.01.2018 07:00 (CET/CEST)","273","","272"
"Switzerland (CH)","04.01.2018 07:00 - 04.01.2018 08:00 (CET/CEST)","550","","273"
"Switzerland (CH)","04.01.2018 08:00 - 04.01.2018 09:00 (CET/CEST)","969","","367"
"Switzerland (CH)","04.01.2018 09:00 - 04.01.2018 10:00 (CET/CEST)","1201","","376"
"Switzerland (CH)","04.01.2018 10:00 - 04.01.2018 11:00 (CET/CEST)","973","","270"
"Switzerland (CH)","04.01.2018 11:00 - 04.01.2018 12:00 (CET/CEST)","798","","258"
"Switzerland (CH)","04.01.2018 12:00 - 04.01.2018 13:00 (CET/CEST)","718","","257"
