"Area","MTU","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Austria (AT)","01.01.2020 00:00 - 01.01.2020 00:15 (CET/CEST)","444","0","143"
"Austria (AT)","01.01.2020 00:15 - 01.01.2020 00:30 (CET/CEST)","425","0","136"
"Austria (AT)","01.01.2020 00:30 - 01.01.2020 00:45 (CET/CEST)","420","0","116"
"Austria (AT)","01.01.2020 00:45 - 01.01.2020 01:00 (CET/CEST)","384","0","122"
"Austria (AT)","01.01.2020 01:00 - 01.01.2020 01:15 (CET/CEST)","176","0","65"
"Austria (AT)","01.01.2020 01:15 - 01.01.2020 01:30 (CET/CEST)","143","0","40"
"Austria (AT)","01.01.2020 01:30 - 01.01.2020 01:45 (CET/CEST)","107","0","29"
"Austria (AT)","01.01.2020 01:45 - 01.01.2020 02:00 (CET/CEST)","94","0","30"
"Austria (AT)","01.01.2020 02:00 - 01.01.2020 02:15 (CET/CEST)","78","0","43"
"Austria (AT)","01.01.2020 02:15 - 01.01.2020 02:30 (CET/CEST)","34","0","20"
"Austria (AT)","01.01.2020 02:30 - 01.01.2020 02:45 (CET/CEST)","5","0","22"
"Austria (AT)","01.01.2020 02:45 - 01.01.2020 03:00 (CET/CEST)","0","3","21"
"Austria (AT)","01.01.2020 03:00 - 01.01.2020 03:15 (CET/CEST)","0","441","92"
"Austria (AT)","01.01.2020 03:15 - 01.01.2020 03:30 (CET/CEST)","0","475","40"
"Austria (AT)","01.01.2020 03:30 - 01.01.2020 03:45 (CET/CEST)","0","482","39"
"Austria (AT)","01.01.2020 03:45 - 01.01.2020 04:00 (CET/CEST)","0","467","19"
"Austria (AT)","01.01.2020 04:00 - 01.01.2020 04:15 (CET/CEST)","0","519","19"
"Austria (AT)","01.01.2020 04:15 - 01.01.2020 04:30 (CET/CEST)","0","518","18"
"Austria (AT)","01.01.2020 04:30 - 01.01.2020 04:45 (CET/CEST)","0","510","18"
"Austria (AT)","01.01.2020 04:45 - 01.01.2020 05:00 (CET/CEST)","0","485","18"
"Austria (AT)","01.01.2020 05:00 - 01.01.2020 05:15 (CET/CEST)","0","369","18"
"Austria (AT)","01.01.2020 05:15 - 01.01.2020 05:30 (CET/CEST)","0","355","18"
"Austria (AT)","01.01.2020 05:30 - 01.01.2020 05:45 (CET/CEST)","0","364","21"
"Austria (AT)","01.01.2020 05:45 - 01.01.2020 06:00 (CET/CEST)","0","336","38"
"Austria (AT)","01.01.2020 06:00 - 01.01.2020 06:15 (CET/CEST)","0","324","131"
"Austria (AT)","01.01.2020 06:15 - 01.01.2020 06:30 (CET/CEST)","0","264","114"
"Austria (AT)","01.01.2020 06:30 - 01.01.2020 06:45 (CET/CEST)","0","164","100"
"Austria (AT)","01.01.2020 06:45 - 01.01.2020 07:00 (CET/CEST)","0","187","70"
"Austria (AT)","01.01.2020 07:00 - 01.01.2020 07:15 (CET/CEST)","0","476","33"
"Austria (AT)","01.01.2020 07:15 - 01.01.2020 07:30 (CET/CEST)","0","414","22"
"Austria (AT)","01.01.2020 07:30 - 01.01.2020 07:45 (CET/CEST)","0","372","32"
"Austria (AT)","01.01.2020 07:45 - 01.01.2020 08:00 (CET/CEST)","0","371","44"
"Austria (AT)","01.01.2020 08:00 - 01.01.2020 08:15 (CET/CEST)","0","171","22"
"Austria (AT)","01.01.2020 08:15 - 01.01.2020 08:30 (CET/CEST)","0","185","19"
"Austria (AT)","01.01.2020 08:30 - 01.01.2020 08:45 (CET/CEST)","0","147","24"
"Austria (AT)","01.01.2020 08:45 - 01.01.2020 09:00 (CET/CEST)","0","167","33"
"Austria (AT)","01.01.2020 09:00 - 01.01.2020 09:15 (CET/CEST)","0","242","34"
"Austria (AT)","01.01.2020 09:15 - 01.01.2020 09:30 (CET/CEST)","0","235","33"
"Austria (AT)","01.01.2020 09:30 - 01.01.2020 09:45 (CET/CEST)","0","265","34"
"Austria (AT)","01.01.2020 09:45 - 01.01.2020 10:00 (CET/CEST)","0","263","40"
"Austria (AT)","01.01.2020 10:00 - 01.01.2020 10:15 (CET/CEST)","0","396","61"
"Austria (AT)","01.01.2020 10:15 - 01.01.2020 10:30 (CET/CEST)","0","411","64"
"Austria (AT)","01.01.2020 10:30 - 01.01.2020 10:45 (CET/CEST)","0","404","63"
"Austria (AT)","01.01.2020 10:45 - 01.01.2020 11:00 (CET/CEST)","0","504","71"
"Austria (AT)","01.01.2020 11:00 - 01.01.2020 11:15 (CET/CEST)","0","578","22"
"Austria (AT)","01.01.2020 11:15 - 01.01.2020 11:30 (CET/CEST)","0","591","19"
"Austria (AT)","01.01.2020 11:30 - 01.01.2020 11:45 (CET/CEST)","0","626","18"
"Austria (AT)","01.01.2020 11:45 - 01.01.2020 12:00 (CET/CEST)","0","677","18"
"Austria (AT)","01.01.2020 12:00 - 01.01.2020 12:15 (CET/CEST)","0","727","48"
"Austria (AT)","01.01.2020 12:15 - 01.01.2020 12:30 (CET/CEST)","0","709","49"
"Austria (AT)","01.01.2020 12:30 - 01.01.2020 12:45 (CET/CEST)","0","793","49"
"Austria (AT)","01.01.2020 12:45 - 01.01.2020 13:00 (CET/CEST)","0","878","49"
"Austria (AT)","01.01.2020 13:00 - 01.01.2020 13:15 (CET/CEST)","0","1150","66"
