"Area","MTU","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Austria (AT)","01.01.2019 00:00 - 01.01.2019 00:15 (CET/CEST)","0","1577","140"
"Austria (AT)","01.01.2019 00:15 - 01.01.2019 00:30 (CET/CEST)","0","1615","120"
"Austria (AT)","01.01.2019 00:30 - 01.01.2019 00:45 (CET/CEST)","0","1647","109"
"Austria (AT)","01.01.2019 00:45 - 01.01.2019 01:00 (CET/CEST)","0","1643","125"
"Austria (AT)","01.01.2019 01:00 - 01.01.2019 01:15 (CET/CEST)","0","1584","204"
"Austria (AT)","01.01.2019 01:15 - 01.01.2019 01:30 (CET/CEST)","0","1606","158"
"Austria (AT)","01.01.2019 01:30 - 01.01.2019 01:45 (CET/CEST)","0","1633","133"
"Austria (AT)","01.01.2019 01:45 - 01.01.2019 02:00 (CET/CEST)","0","1587","151"
"Austria (AT)","01.01.2019 02:00 - 01.01.2019 02:15 (CET/CEST)","0","1397","126"
"Austria (AT)","01.01.2019 02:15 - 01.01.2019 02:30 (CET/CEST)","0","1423","80"
"Austria (AT)","01.01.2019 02:30 - 01.01.2019 02:45 (CET/CEST)","0","1460","57"
"Austria (AT)","01.01.2019 02:45 - 01.01.2019 03:00 (CET/CEST)","0","1481","52"
"Austria (AT)","01.01.2019 03:00 - 01.01.2019 03:15 (CET/CEST)","0","1610","85"
"Austria (AT)","01.01.2019 03:15 - 01.01.2019 03:30 (CET/CEST)","0","1641","82"
"Austria (AT)","01.01.2019 03:30 - 01.01.2019 03:45 (CET/CEST)","0","1675","55"
"Austria (AT)","01.01.2019 03:45 - 01.01.2019 04:00 (CET/CEST)","0","1696","54"
"Austria (AT)","01.01.2019 04:00 - 01.01.2019 04:15 (CET/CEST)","0","1620","94"
"Austria (AT)","01.01.2019 04:15 - 01.01.2019 04:30 (CET/CEST)","0","1598","96"
"Austria (AT)","01.01.2019 04:30 - 01.01.2019 04:45 (CET/CEST)","0","1600","78"
"Austria (AT)","01.01.2019 04:45 - 01.01.2019 05:00 (CET/CEST)","0","1627","81"
"Austria (AT)","01.01.2019 05:00 - 01.01.2019 05:15 (CET/CEST)","0","1683","54"
"Austria (AT)","01.01.2019 05:15 - 01.01.2019 05:30 (CET/CEST)","0","1701","49"
"Austria (AT)","01.01.2019 05:30 - 01.01.2019 05:45 (CET/CEST)","0","1709","47"
"Austria (AT)","01.01.2019 05:45 - 01.01.2019 06:00 (CET/CEST)","0","1724","49"
"Austria (AT)","01.01.2019 06:00 - 01.01.2019 06:15 (CET/CEST)","0","1747","74"
"Austria (AT)","01.01.2019 06:15 - 01.01.2019 06:30 (CET/CEST)","0","1734","76"
"Austria (AT)","01.01.2019 06:30 - 01.01.2019 06:45 (CET/CEST)","0","1712","78"
"Austria (AT)","01.01.2019 06:45 - 01.01.2019 07:00 (CET/CEST)","0","1646","79"
"Austria (AT)","01.01.2019 07:00 - 01.01.2019 07:15 (CET/CEST)","0","1649","86"
"Austria (AT)","01.01.2019 07:15 - 01.01.2019 07:30 (CET/CEST)","0","1657","85"
"Austria (AT)","01.01.2019 07:30 - 01.01.2019 07:45 (CET/CEST)","0","1664","90"
