"Area","MTU","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Italy (IT)","01.01.2017 00:00 - 01.01.2017 01:00 (CET/CEST)","0","375","391"
"Italy (IT)","01.01.2017 01:00 - 01.01.2017 02:00 (CET/CEST)","0","871","237"
"Italy (IT)","01.01.2017 02:00 - 01.01.2017 03:00 (CET/CEST)","0","929","217"
"Italy (IT)","01.01.2017 03:00 - 01.01.2017 04:00 (CET/CEST)","0","1376","73"
"Italy (IT)","01.01.2017 04:00 - 01.01.2017 05:00 (CET/CEST)","0","1496","71"
"Italy (IT)","01.01.2017 05:00 - 01.01.2017 06:00 (CET/CEST)","0","1593","72"
"Italy (IT)","01.01.2017 06:00 - 01.01.2017 07:00 (CET/CEST)","0","1589","73"
"Italy (IT)","01.01.2017 07:00 - 01.01.2017 08:00 (CET/CEST)","0","1575","96"
"Italy (IT)","01.01.2017 08:00 - 01.01.2017 09:00 (CET/CEST)","0","1654","229"
"Italy (IT)","01.01.2017 09:00 - 01.01.2017 10:00 (CET/CEST)","0","1540","207"
"Italy (IT)","01.01.2017 10:00 - 01.01.2017 11:00 (CET/CEST)","0","1158","162"
"Italy (IT)","01.01.2017 11:00 - 01.01.2017 12:00 (CET/CEST)","0","1153","112"
"Italy (IT)","01.01.2017 12:00 - 01.01.2017 13:00 (CET/CEST)","0","1131","179"
"Italy (IT)","01.01.2017 13:00 - 01.01.2017 14:00 (CET/CEST)","0","1132","155"
"Italy (IT)","01.01.2017 14:00 - 01.01.2017 15:00 (CET/CEST)","0","1130","147"
"Italy (IT)","01.01.2017 15:00 - 01.01.2017 16:00 (CET/CEST)","0","988","162"
"Italy (IT)","01.01.2017 16:00 - 01.01.2017 17:00 (CET/CEST)","6","330","252"
"Italy (IT)","01.01.2017 17:00 - 01.01.2017 18:00 (CET/CEST)","496","6","384"
"Italy (IT)","01.01.2017 18:00 - 01.01.2017 19:00 (CET/CEST)","681","6","635"
