"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]"
"France (FR)","03.01.2016 15:00 - 03.01.2016 16:00 (CET/CEST)","3262"
"France (FR)","03.01.2016 16:00 - 03.01.2016 17:00 (CET/CEST)","3356"
"France (FR)","03.01.2016 17:00 - 03.01.2016 18:00 (CET/CEST)","3744"
"France (FR)","03.01.2016 18:00 - 03.01.2016 19:00 (CET/CEST)","4279"
"France (FR)","03.01.2016 19:00 - 03.01.2016 20:00 (CET/CEST)","4504"
"France (FR)","03.01.2016 20:00 - 03.01.2016 21:00 (CET/CEST)","4167"
"France (FR)","03.01.2016 21:00 - 03.01.2016 22:00 (CET/CEST)","3981"
"France (FR)","03.01.2016 22:00 - 03.01.2016 23:00 (CET/CEST)","3824"
"France (FR)","03.01.2016 23:00 - 04.01.2016 00:00 (CET/CEST)","3588"
"France (FR)","04.01.2016 00:00 - 04.01.2016 01:00 (CET/CEST)","3384"
"France (FR)","04.01.2016 01:00 - 04.01.2016 02:00 (CET/CEST)","3210"
"France (FR)","04.01.2016 02:00 - 04.01.2016 03:00 (CET/CEST)","3187"
"France (FR)","04.01.2016 03:00 - 04.01.2016 04:00 (CET/CEST)","3237"
"France (FR)","04.01.2016 04:00 - 04.01.2016 05:00 (CET/CEST)","3318"
"France (FR)","04.01.2016 05:00 - 04.01.2016 06:00 (CET/CEST)","3528"
"France (FR)","04.01.2016 06:00 - 04.01.2016 07:00 (CET/CEST)","3968"
"France (FR)","04.01.2016 07:00 - 04.01.2016 08:00 (CET/CEST)","4550"
"France (FR)","04.01.2016 08:00 - 04.01.2016 09:00 (CET/CEST)","5042"
"France (FR)","04.01.2016 09:00 - 04.01.2016 10:00 (CET/CEST)","5237"
"France (FR)","04.01.2016 10:00 - 04.01.2016 11:00 (CET/CEST)","5110"
"France (FR)","04.01.2016 11:00 - 04.01.2016 12:00 (CET/CEST)","5193"
"France (FR)","04.01.2016 12:00 - 04.01.2016 13:00 (CET/CEST)","5343"
"France (FR)","04.01.2016 13:00 - 04.01.2016 14:00 (CET/CEST)","5204"
"France (FR)","04.01.2016 14:00 - 04.01.2016 15:00 (CET/CEST)","5199"
"France (FR)","04.01.2016 15:00 - 04.01.2016 16:00 (CET/CEST)","5241"
"France (FR)","04.01.2016 16:00 - 04.01.2016 17:00 (CET/CEST)","5355"
"France (FR)","04.01.2016 17:00 - 04.01.2016 18:00 (CET/CEST)","5656"
"France (FR)","04.01.2016 18:00 - 04.01.2016 19:00 (CET/CEST)","6055"
"France (FR)","04.01.2016 19:00 - 04.01.2016 20:00 (CET/CEST)","5944"
"France (FR)","04.01.2016 20:00 - 04.01.2016 21:00 (CET/CEST)","5371"
"France (FR)","04.01.2016 21:00 - 04.01.2016 22:00 (CET/CEST)","4959"
"France (FR)","04.01.2016 22:00 - 04.01.2016 23:00 (CET/CEST)","4830"
"France (FR)","04.01.2016 23:00 - 05.01.2016 00:00 (CET/CEST)","4665"
"France (FR)","05.01.2016 00:00 - 05.01.2016 01:00 (CET/CEST)","3987"
"France (FR)","05.01.2016 01:00 - 05.01.2016 02:00 (CET/CEST)","3742"
"France (FR)","05.01.2016 02:00 - 05.01.2016 03:00 (CET/CEST)","3540"
"France (FR)","05.01.2016 03:00 - 05.01.2016 04:00 (CET/CEST)","3504"
"France (FR)","05.01.2016 04:00 - 05.01.2016 05:00 (CET/CEST)","3483"
"France (FR)","05.01.2016 05:00 - 05.01.2016 06:00 (CET/CEST)","3665"
"France (FR)","05.01.2016 06:00 - 05.01.2016 07:00 (CET/CEST)","4143"
"France (FR)","05.01.2016 07:00 - 05.01.2016 08:00 (CET/CEST)","4707"
"France (FR)","05.01.2016 08:00 - 05.01.2016 09:00 (CET/CEST)","5033"
"France (FR)","05.01.2016 09:00 - 05.01.2016 10:00 (CET/CEST)","5341"
"France (FR)","05.01.2016 10:00 - 05.01.2016 11:00 (CET/CEST)","5310"
"France (FR)","05.01.2016 11:00 - 05.01.2016 12:00 (CET/CEST)","5130"
"France (FR)","05.01.2016 12:00 - 05.01.2016 13:00 (CET/CEST)","4949"
"France (FR)","05.01.2016 13:00 - 05.01.2016 14:00 (CET/CEST)","4726"
"France (FR)","05.01.2016 14:00 - 05.01.2016 15:00 (CET/CEST)","4428"
"France (FR)","05.01.2016 15:00 - 05.01.2016 16:00 (CET/CEST)","4272"
"France (FR)","05.01.2016 16:00 - 05.01.2016 17:00 (CET/CEST)","4387"
"France (FR)","05.01.2016 17:00 - 05.01.2016 18:00 (CET/CEST)","4916"
"France (FR)","05.01.2016 18:00 - 05.01.2016 19:00 (CET/CEST)","5821"
"France (FR)","05.01.2016 19:00 - 05.01.2016 20:00 (CET/CEST)","5786"
"France (FR)","05.01.2016 20:00 - 05.01.2016 21:00 (CET/CEST)","5337"
"France (FR)","05.01.2016 21:00 - 05.01.2016 22:00 (CET/CEST)","4954"
"France (FR)","05.01.2016 22:00 - 05.01.2016 23:00 (CET/CEST)","4835"
"France (FR)","05.01.2016 23:00 - 06.01.2016 00:00 (CET/CEST)","4468"
"France (FR)","06.01.2016 00:00 - 06.01.2016 01:00 (CET/CEST)","4127"
"France (FR)","06.01.2016 01:00 - 06.01.2016 02:00 (CET/CEST)","3907"
"France (FR)","06.01.2016 02:00 - 06.01.2016 03:00 (CET/CEST)","3946"
"France (FR)","06.01.2016 03:00 - 06.01.2016 04:00 (CET/CEST)","3854"
"France (FR)","06.01.2016 04:00 - 06.01.2016 05:00 (CET/CEST)","3809"
"France (FR)","06.01.2016 05:00 - 06.01.2016 06:00 (CET/CEST)","4037"
"France (FR)","06.01.2016 06:00 - 06.01.2016 07:00 (CET/CEST)","4394"
"France (FR)","06.01.2016 07:00 - 06.01.2016 08:00 (CET/CEST)","4931"
"France (FR)","06.01.2016 08:00 - 06.01.2016 09:00 (CET/CEST)","5145"
"France (FR)","06.01.2016 09:00 - 06.01.2016 10:00 (CET/CEST)","5185"
"France (FR)","06.01.2016 10:00 - 06.01.2016 11:00 (CET/CEST)","5321"
"France (FR)","06.01.2016 11:00 - 06.01.2016 12:00 (CET/CEST)","5350"
"France (FR)","06.01.2016 12:00 - 06.01.2016 13:00 (CET/CEST)","5171"
"France (FR)","06.01.2016 13:00 - 06.01.2016 14:00 (CET/CEST)","4934"
"France (FR)","06.01.2016 14:00 - 06.01.2016 15:00 (CET/CEST)","4913"
"France (FR)","06.01.2016 15:00 - 06.01.2016 16:00 (CET/CEST)","4832"
"France (FR)","06.01.2016 16:00 - 06.01.2016 17:00 (CET/CEST)","5007"
"France (FR)","06.01.2016 17:00 - 06.01.2016 18:00 (CET/CEST)","5609"
"France (FR)","06.01.2016 18:00 - 06.01.2016 19:00 (CET/CEST)","5979"
"France (FR)","06.01.2016 19:00 - 06.01.2016 20:00 (CET/CEST)","5868"
"France (FR)","06.01.2016 20:00 - 06.01.2016 21:00 (CET/CEST)","5174"
"France (FR)","06.01.2016 21:00 - 06.01.2016 22:00 (CET/CEST)","4968"
"France (FR)","06.01.2016 22:00 - 06.01.2016 23:00 (CET/CEST)","4801"
"France (FR)","06.01.2016 23:00 - 07.01.2016 00:00 (CET/CEST)","4629"
"France (FR)","07.01.2016 00:00 - 07.01.2016 01:00 (CET/CEST)","4321"
"France (FR)","07.01.2016 01:00 - 07.01.2016 02:00 (CET/CEST)","4158"
"France (FR)","07.01.2016 02:00 - 07.01.2016 03:00 (CET/CEST)","4024"
"France (FR)","07.01.2016 03:00 - 07.01.2016 04:00 (CET/CEST)","3900"
"France (FR)","07.01.2016 04:00 - 07.01.2016 05:00 (CET/CEST)","3847"
"France (FR)","07.01.2016 05:00 - 07.01.2016 06:00 (CET/CEST)","3961"
"France (FR)","07.01.2016 06:00 - 07.01.2016 07:00 (CET/CEST)","4217"
"France (FR)","07.01.2016 07:00 - 07.01.2016 08:00 (CET/CEST)","4664"
"France (FR)","07.01.2016 08:00 - 07.01.2016 09:00 (CET/CEST)","4795"
"France (FR)","07.01.2016 09:00 - 07.01.2016 10:00 (CET/CEST)","5176"
"France (FR)","07.01.2016 10:00 - 07.01.2016 11:00 (CET/CEST)","5539"
"France (FR)","07.01.2016 11:00 - 07.01.2016 12:00 (CET/CEST)","5536"
"France (FR)","07.01.2016 12:00 - 07.01.2016 13:00 (CET/CEST)","5333"
"France (FR)","07.01.2016 13:00 - 07.01.2016 14:00 (CET/CEST)","4910"
"France (FR)","07.01.2016 14:00 - 07.01.2016 15:00 (CET/CEST)","4721"
"France (FR)","07.01.2016 15:00 - 07.01.2016 16:00 (CET/CEST)","4680"
"France (FR)","07.01.2016 16:00 - 07.01.2016 17:00 (CET/CEST)","4813"
"France (FR)","07.01.2016 17:00 - 07.01.2016 18:00 (CET/CEST)","5247"
"France (FR)","07.01.2016 18:00 - 07.01.2016 19:00 (CET/CEST)","5632"
"France (FR)","07.01.2016 19:00 - 07.01.2016 20:00 (CET/CEST)","5750"
"France (FR)","07.01.2016 20:00 - 07.01.2016 21:00 (CET/CEST)","5612"
"France (FR)","07.01.2016 21:00 - 07.01.2016 22:00 (CET/CEST)","5471"
"France (FR)","07.01.2016 22:00 - 07.01.2016 23:00 (CET/CEST)","5521"
"France (FR)","07.01.2016 23:00 - 08.01.2016 00:00 (CET/CEST)","5429"
"France (FR)","08.01.2016 00:00 - 08.01.2016 01:00 (CET/CEST)","5323"
"France (FR)","08.01.2016 01:00 - 08.01.2016 02:00 (CET/CEST)","5094"
"France (FR)","08.01.2016 02:00 - 08.01.2016 03:00 (CET/CEST)","4942"
"France (FR)","08.01.2016 03:00 - 08.01.2016 04:00 (CET/CEST)","4881"
"France (FR)","08.01.2016 04:00 - 08.01.2016 05:00 (CET/CEST)","4865"
"France (FR)","08.01.2016 05:00 - 08.01.2016 06:00 (CET/CEST)","5073"
"France (FR)","08.01.2016 06:00 - 08.01.2016 07:00 (CET/CEST)","5168"
"France (FR)","08.01.2016 07:00 - 08.01.2016 08:00 (CET/CEST)","5690"
"France (FR)","08.01.2016 08:00 - 08.01.2016 09:00 (CET/CEST)","6188"
"France (FR)","08.01.2016 09:00 - 08.01.2016 10:00 (CET/CEST)","6274"
"France (FR)","08.01.2016 10:00 - 08.01.2016 11:00 (CET/CEST)","6327"
"France (FR)","08.01.2016 11:00 - 08.01.2016 12:00 (CET/CEST)","6176"
"France (FR)","08.01.2016 12:00 - 08.01.2016 13:00 (CET/CEST)","6041"
"France (FR)","08.01.2016 13:00 - 08.01.2016 14:00 (CET/CEST)","5913"
"France (FR)","08.01.2016 14:00 - 08.01.2016 15:00 (CET/CEST)","5798"
"France (FR)","08.01.2016 15:00 - 08.01.2016 16:00 (CET/CEST)","5613"
"France (FR)","08.01.2016 16:00 - 08.01.2016 17:00 (CET/CEST)","5776"
"France (FR)","08.01.2016 17:00 - 08.01.2016 18:00 (CET/CEST)","6363"
"France (FR)","08.01.2016 18:00 - 08.01.2016 19:00 (CET/CEST)","6700"
"France (FR)","08.01.2016 19:00 - 08.01.2016 20:00 (CET/CEST)","6569"
"France (FR)","08.01.2016 20:00 - 08.01.2016 21:00 (CET/CEST)","6071"
"France (FR)","08.01.2016 21:00 - 08.01.2016 22:00 (CET/CEST)","6000"
"France (FR)","08.01.2016 22:00 - 08.01.2016 23:00 (CET/CEST)","6042"
"France (FR)","08.01.2016 23:00 - 09.01.2016 00:00 (CET/CEST)","5964"
"France (FR)","09.01.2016 00:00 - 09.01.2016 01:00 (CET/CEST)","5826"
"France (FR)","09.01.2016 01:00 - 09.01.2016 02:00 (CET/CEST)","5682"
"France (FR)","09.01.2016 02:00 - 09.01.2016 03:00 (CET/CEST)","5681"
"France (FR)","09.01.2016 03:00 - 09.01.2016 04:00 (CET/CEST)","5645"
"France (FR)","09.01.2016 04:00 - 09.01.2016 05:00 (CET/CEST)","5649"
"France (FR)","09.01.2016 05:00 - 09.01.2016 06:00 (CET/CEST)","5634"
"France (FR)","09.01.2016 06:00 - 09.01.2016 07:00 (CET/CEST)","5723"
"France (FR)","09.01.2016 07:00 - 09.01.2016 08:00 (CET/CEST)","5835"
"France (FR)","09.01.2016 08:00 - 09.01.2016 09:00 (CET/CEST)","6010"
"France (FR)","09.01.2016 09:00 - 09.01.2016 10:00 (CET/CEST)","6187"
"France (FR)","09.01.2016 10:00 - 09.01.2016 11:00 (CET/CEST)","6417"
"France (FR)","09.01.2016 11:00 - 09.01.2016 12:00 (CET/CEST)","6459"
"France (FR)","09.01.2016 12:00 - 09.01.2016 13:00 (CET/CEST)","6454"
"France (FR)","09.01.2016 13:00 - 09.01.2016 14:00 (CET/CEST)","6284"
"France (FR)","09.01.2016 14:00 - 09.01.2016 15:00 (CET/CEST)","6072"
"France (FR)","09.01.2016 15:00 - 09.01.2016 16:00 (CET/CEST)","5696"
"France (FR)","09.01.2016 16:00 - 09.01.2016 17:00 (CET/CEST)","5694"
"France (FR)","09.01.2016 17:00 - 09.01.2016 18:00 (CET/CEST)","5976"
"France (FR)","09.01.2016 18:00 - 09.01.2016 19:00 (CET/CEST)","6284"
"France (FR)","09.01.2016 19:00 - 09.01.2016 20:00 (CET/CEST)","6409"
"France (FR)","09.01.2016 20:00 - 09.01.2016 21:00 (CET/CEST)","6261"
"France (FR)","09.01.2016 21:00 - 09.01.2016 22:00 (CET/CEST)","6103"
"France (FR)","09.01.2016 22:00 - 09.01.2016 23:00 (CET/CEST)","6154"
"France (FR)","09.01.2016 23:00 - 10.01.2016 00:00 (CET/CEST)","6195"
"France (FR)","10.01.2016 00:00 - 10.01.2016 01:00 (CET/CEST)","6086"
"France (FR)","10.01.2016 01:00 - 10.01.2016 02:00 (CET/CEST)","5959"
"France (FR)","10.01.2016 02:00 - 10.01.2016 03:00 (CET/CEST)","5931"
"France (FR)","10.01.2016 03:00 - 10.01.2016 04:00 (CET/CEST)","5812"
"France (FR)","10.01.2016 04:00 - 10.01.2016 05:00 (CET/CEST)","5748"
"France (FR)","10.01.2016 05:00 - 10.01.2016 06:00 (CET/CEST)","5713"
"France (FR)","10.01.2016 06:00 - 10.01.2016 07:00 (CET/CEST)","5719"
"France (FR)","10.01.2016 07:00 - 10.01.2016 08:00 (CET/CEST)","5791"
"France (FR)","10.01.2016 08:00 - 10.01.2016 09:00 (CET/CEST)","5787"
"France (FR)","10.01.2016 09:00 - 10.01.2016 10:00 (CET/CEST)","5839"
"France (FR)","10.01.2016 10:00 - 10.01.2016 11:00 (CET/CEST)","5974"
"France (FR)","10.01.2016 11:00 - 10.01.2016 12:00 (CET/CEST)","6086"
"France (FR)","10.01.2016 12:00 - 10.01.2016 13:00 (CET/CEST)","6115"
"France (FR)","10.01.2016 13:00 - 10.01.2016 14:00 (CET/CEST)","5988"
"France (FR)","10.01.2016 14:00 - 10.01.2016 15:00 (CET/CEST)","5794"
"France (FR)","10.01.2016 15:00 - 10.01.2016 16:00 (CET/CEST)","5678"
"France (FR)","10.01.2016 16:00 - 10.01.2016 17:00 (CET/CEST)","5594"
"France (FR)","10.01.2016 17:00 - 10.01.2016 18:00 (CET/CEST)","5621"
"France (FR)","10.01.2016 18:00 - 10.01.2016 19:00 (CET/CEST)","5954"
"France (FR)","10.01.2016 19:00 - 10.01.2016 20:00 (CET/CEST)","6152"
"France (FR)","10.01.2016 20:00 - 10.01.2016 21:00 (CET/CEST)","6143"
"France (FR)","10.01.2016 21:00 - 10.01.2016 22:00 (CET/CEST)","6074"
"France (FR)","10.01.2016 22:00 - 10.01.2016 23:00 (CET/CEST)","5916"
"France (FR)","10.01.2016 23:00 - 11.01.2016 00:00 (CET/CEST)","5842"
"France (FR)","11.01.2016 00:00 - 11.01.2016 01:00 (CET/CEST)","5811"
"France (FR)","11.01.2016 01:00 - 11.01.2016 02:00 (CET/CEST)","5780"
"France (FR)","11.01.2016 02:00 - 11.01.2016 03:00 (CET/CEST)","5830"
"France (FR)","11.01.2016 03:00 - 11.01.2016 04:00 (CET/CEST)","5837"
"France (FR)","11.01.2016 04:00 - 11.01.2016 05:00 (CET/CEST)","5711"
"France (FR)","11.01.2016 05:00 - 11.01.2016 06:00 (CET/CEST)","5653"
"France (FR)","11.01.2016 06:00 - 11.01.2016 07:00 (CET/CEST)","5784"
"France (FR)","11.01.2016 07:00 - 11.01.2016 08:00 (CET/CEST)","5966"
"France (FR)","11.01.2016 08:00 - 11.01.2016 09:00 (CET/CEST)","6057"
"France (FR)","11.01.2016 09:00 - 11.01.2016 10:00 (CET/CEST)","6205"
"France (FR)","11.01.2016 10:00 - 11.01.2016 11:00 (CET/CEST)","6182"
"France (FR)","11.01.2016 11:00 - 11.01.2016 12:00 (CET/CEST)","6219"
"France (FR)","11.01.2016 12:00 - 11.01.2016 13:00 (CET/CEST)","6322"
"France (FR)","11.01.2016 13:00 - 11.01.2016 14:00 (CET/CEST)","6385"
"France (FR)","11.01.2016 14:00 - 11.01.2016 15:00 (CET/CEST)","6231"
"France (FR)","11.01.2016 15:00 - 11.01.2016 16:00 (CET/CEST)","6131"
"France (FR)","11.01.2016 16:00 - 11.01.2016 17:00 (CET/CEST)","6094"
"France (FR)","11.01.2016 17:00 - 11.01.2016 18:00 (CET/CEST)","6113"
"France (FR)","11.01.2016 18:00 - 11.01.2016 19:00 (CET/CEST)","6362"
"France (FR)","11.01.2016 19:00 - 11.01.2016 20:00 (CET/CEST)","6420"
"France (FR)","11.01.2016 20:00 - 11.01.2016 21:00 (CET/CEST)","6266"
"France (FR)","11.01.2016 21:00 - 11.01.2016 22:00 (CET/CEST)","6095"
"France (FR)","11.01.2016 22:00 - 11.01.2016 23:00 (CET/CEST)","6093"
"France (FR)","11.01.2016 23:00 - 12.01.2016 00:00 (CET/CEST)","6021"
"France (FR)","12.01.2016 00:00 - 12.01.2016 01:00 (CET/CEST)","6034"
"France (FR)","12.01.2016 01:00 - 12.01.2016 02:00 (CET/CEST)","5952"
"France (FR)","12.01.2016 02:00 - 12.01.2016 03:00 (CET/CEST)","5929"
"France (FR)","12.01.2016 03:00 - 12.01.2016 04:00 (CET/CEST)","6024"
"France (FR)","12.01.2016 04:00 - 12.01.2016 05:00 (CET/CEST)","5945"
"France (FR)","12.01.2016 05:00 - 12.01.2016 06:00 (CET/CEST)","5804"
"France (FR)","12.01.2016 06:00 - 12.01.2016 07:00 (CET/CEST)","5821"
"France (FR)","12.01.2016 07:00 - 12.01.2016 08:00 (CET/CEST)","6023"
"France (FR)","12.01.2016 08:00 - 12.01.2016 09:00 (CET/CEST)","6148"
"France (FR)","12.01.2016 09:00 - 12.01.2016 10:00 (CET/CEST)","6162"
"France (FR)","12.01.2016 10:00 - 12.01.2016 11:00 (CET/CEST)","6255"
"France (FR)","12.01.2016 11:00 - 12.01.2016 12:00 (CET/CEST)","6183"
"France (FR)","12.01.2016 12:00 - 12.01.2016 13:00 (CET/CEST)","6262"
"France (FR)","12.01.2016 13:00 - 12.01.2016 14:00 (CET/CEST)","6230"
"France (FR)","12.01.2016 14:00 - 12.01.2016 15:00 (CET/CEST)","6118"
"France (FR)","12.01.2016 15:00 - 12.01.2016 16:00 (CET/CEST)","6118"
"France (FR)","12.01.2016 16:00 - 12.01.2016 17:00 (CET/CEST)","6217"
"France (FR)","12.01.2016 17:00 - 12.01.2016 18:00 (CET/CEST)","N/A"
"France (FR)","12.01.2016 18:00 - 12.01.2016 19:00 (CET/CEST)","6472"
"France (FR)","12.01.2016 19:00 - 12.01.2016 20:00 (CET/CEST)","6519"
"France (FR)","12.01.2016 20:00 - 12.01.2016 21:00 (CET/CEST)","6303"
"France (FR)","12.01.2016 21:00 - 12.01.2016 22:00 (CET/CEST)","6160"
"France (FR)","12.01.2016 22:00 - 12.01.2016 23:00 (CET/CEST)","6040"
"France (FR)","12.01.2016 23:00 - 13.01.2016 00:00 (CET/CEST)","6102"
"France (FR)","13.01.2016 00:00 - 13.01.2016 01:00 (CET/CEST)","5871"
"France (FR)","13.01.2016 01:00 - 13.01.2016 02:00 (CET/CEST)","5827"
"France (FR)","13.01.2016 02:00 - 13.01.2016 03:00 (CET/CEST)","5838"
"France (FR)","13.01.2016 03:00 - 13.01.2016 04:00 (CET/CEST)","5880"
"France (FR)","13.01.2016 04:00 - 13.01.2016 05:00 (CET/CEST)","5682"
"France (FR)","13.01.2016 05:00 - 13.01.2016 06:00 (CET/CEST)","5506"
"France (FR)","13.01.2016 06:00 - 13.01.2016 07:00 (CET/CEST)","5603"
"France (FR)","13.01.2016 07:00 - 13.01.2016 08:00 (CET/CEST)","6176"
"France (FR)","13.01.2016 08:00 - 13.01.2016 09:00 (CET/CEST)","6385"
"France (FR)","13.01.2016 09:00 - 13.01.2016 10:00 (CET/CEST)","6447"
"France (FR)","13.01.2016 10:00 - 13.01.2016 11:00 (CET/CEST)","6441"
"France (FR)","13.01.2016 11:00 - 13.01.2016 12:00 (CET/CEST)","6359"
"France (FR)","13.01.2016 12:00 - 13.01.2016 13:00 (CET/CEST)","6311"
"France (FR)","13.01.2016 13:00 - 13.01.2016 14:00 (CET/CEST)","6287"
"France (FR)","13.01.2016 14:00 - 13.01.2016 15:00 (CET/CEST)","6036"
"France (FR)","13.01.2016 15:00 - 13.01.2016 16:00 (CET/CEST)","5998"
"France (FR)","13.01.2016 16:00 - 13.01.2016 17:00 (CET/CEST)","6036"
"France (FR)","13.01.2016 17:00 - 13.01.2016 18:00 (CET/CEST)","6235"
"France (FR)","13.01.2016 18:00 - 13.01.2016 19:00 (CET/CEST)","6335"
"France (FR)","13.01.2016 19:00 - 13.01.2016 20:00 (CET/CEST)","6609"
"France (FR)","13.01.2016 20:00 - 13.01.2016 21:00 (CET/CEST)","6371"
"France (FR)","13.01.2016 21:00 - 13.01.2016 22:00 (CET/CEST)","6024"
"France (FR)","13.01.2016 22:00 - 13.01.2016 23:00 (CET/CEST)","5827"
"France (FR)","13.01.2016 23:00 - 14.01.2016 00:00 (CET/CEST)","5749"
"France (FR)","14.01.2016 00:00 - 14.01.2016 01:00 (CET/CEST)","5550"
"France (FR)","14.01.2016 01:00 - 14.01.2016 02:00 (CET/CEST)","5655"
"France (FR)","14.01.2016 02:00 - 14.01.2016 03:00 (CET/CEST)","5566"
"France (FR)","14.01.2016 03:00 - 14.01.2016 04:00 (CET/CEST)","5633"
