"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]"
"France (FR)","02.01.2017 05:00 - 02.01.2017 06:00 (CET/CEST)","2427"
"France (FR)","02.01.2017 06:00 - 02.01.2017 07:00 (CET/CEST)","2403"
"France (FR)","02.01.2017 07:00 - 02.01.2017 08:00 (CET/CEST)","2552"
"France (FR)","02.01.2017 08:00 - 02.01.2017 09:00 (CET/CEST)","2956"
"France (FR)","02.01.2017 09:00 - 02.01.2017 10:00 (CET/CEST)","3392"
"France (FR)","02.01.2017 10:00 - 02.01.2017 11:00 (CET/CEST)","3475"
"France (FR)","02.01.2017 11:00 - 02.01.2017 12:00 (CET/CEST)","3450"
"France (FR)","02.01.2017 12:00 - 02.01.2017 13:00 (CET/CEST)","3475"
"France (FR)","02.01.2017 13:00 - 02.01.2017 14:00 (CET/CEST)","3512"
"France (FR)","02.01.2017 14:00 - 02.01.2017 15:00 (CET/CEST)","3399"
"France (FR)","02.01.2017 15:00 - 02.01.2017 16:00 (CET/CEST)","3323"
"France (FR)","02.01.2017 16:00 - 02.01.2017 17:00 (CET/CEST)","3395"
"France (FR)","02.01.2017 17:00 - 02.01.2017 18:00 (CET/CEST)","3685"
"France (FR)","02.01.2017 18:00 - 02.01.2017 19:00 (CET/CEST)","4597"
"France (FR)","02.01.2017 19:00 - 02.01.2017 20:00 (CET/CEST)","4454"
"France (FR)","02.01.2017 20:00 - 02.01.2017 21:00 (CET/CEST)","3763"
"France (FR)","02.01.2017 21:00 - 02.01.2017 22:00 (CET/CEST)","3300"
"France (FR)","02.01.2017 22:00 - 02.01.2017 23:00 (CET/CEST)","3266"
"France (FR)","02.01.2017 23:00 - 03.01.2017 00:00 (CET/CEST)","2918"
"France (FR)","03.01.2017 00:00 - 03.01.2017 01:00 (CET/CEST)","2617"
"France (FR)","03.01.2017 01:00 - 03.01.2017 02:00 (CET/CEST)","2562"
"France (FR)","03.01.2017 02:00 - 03.01.2017 03:00 (CET/CEST)","2674"
"France (FR)","03.01.2017 03:00 - 03.01.2017 04:00 (CET/CEST)","2581"
"France (FR)","03.01.2017 04:00 - 03.01.2017 05:00 (CET/CEST)","2602"
"France (FR)","03.01.2017 05:00 - 03.01.2017 06:00 (CET/CEST)","2546"
"France (FR)","03.01.2017 06:00 - 03.01.2017 07:00 (CET/CEST)","2712"
"France (FR)","03.01.2017 07:00 - 03.01.2017 08:00 (CET/CEST)","3389"
"France (FR)","03.01.2017 08:00 - 03.01.2017 09:00 (CET/CEST)","4164"
"France (FR)","03.01.2017 09:00 - 03.01.2017 10:00 (CET/CEST)","4201"
"France (FR)","03.01.2017 10:00 - 03.01.2017 11:00 (CET/CEST)","4077"
"France (FR)","03.01.2017 11:00 - 03.01.2017 12:00 (CET/CEST)","4167"
"France (FR)","03.01.2017 12:00 - 03.01.2017 13:00 (CET/CEST)","3975"
"France (FR)","03.01.2017 13:00 - 03.01.2017 14:00 (CET/CEST)","3696"
"France (FR)","03.01.2017 14:00 - 03.01.2017 15:00 (CET/CEST)","3627"
"France (FR)","03.01.2017 15:00 - 03.01.2017 16:00 (CET/CEST)","3554"
"France (FR)","03.01.2017 16:00 - 03.01.2017 17:00 (CET/CEST)","3719"
"France (FR)","03.01.2017 17:00 - 03.01.2017 18:00 (CET/CEST)","4079"
"France (FR)","03.01.2017 18:00 - 03.01.2017 19:00 (CET/CEST)","4884"
"France (FR)","03.01.2017 19:00 - 03.01.2017 20:00 (CET/CEST)","4885"
"France (FR)","03.01.2017 20:00 - 03.01.2017 21:00 (CET/CEST)","4234"
"France (FR)","03.01.2017 21:00 - 03.01.2017 22:00 (CET/CEST)","3780"
"France (FR)","03.01.2017 22:00 - 03.01.2017 23:00 (CET/CEST)","3736"
"France (FR)","03.01.2017 23:00 - 04.01.2017 00:00 (CET/CEST)","3556"
"France (FR)","04.01.2017 00:00 - 04.01.2017 01:00 (CET/CEST)","3128"
"France (FR)","04.01.2017 01:00 - 04.01.2017 02:00 (CET/CEST)","2835"
"France (FR)","04.01.2017 02:00 - 04.01.2017 03:00 (CET/CEST)","2738"
"France (FR)","04.01.2017 03:00 - 04.01.2017 04:00 (CET/CEST)","2853"
"France (FR)","04.01.2017 04:00 - 04.01.2017 05:00 (CET/CEST)","2778"
"France (FR)","04.01.2017 05:00 - 04.01.2017 06:00 (CET/CEST)","2756"
"France (FR)","04.01.2017 06:00 - 04.01.2017 07:00 (CET/CEST)","2873"
"France (FR)","04.01.2017 07:00 - 04.01.2017 08:00 (CET/CEST)","3338"
"France (FR)","04.01.2017 08:00 - 04.01.2017 09:00 (CET/CEST)","4008"
"France (FR)","04.01.2017 09:00 - 04.01.2017 10:00 (CET/CEST)","4284"
"France (FR)","04.01.2017 10:00 - 04.01.2017 11:00 (CET/CEST)","4259"
"France (FR)","04.01.2017 11:00 - 04.01.2017 12:00 (CET/CEST)","4132"
"France (FR)","04.01.2017 12:00 - 04.01.2017 13:00 (CET/CEST)","3926"
"France (FR)","04.01.2017 13:00 - 04.01.2017 14:00 (CET/CEST)","3743"
"France (FR)","04.01.2017 14:00 - 04.01.2017 15:00 (CET/CEST)","3653"
"France (FR)","04.01.2017 15:00 - 04.01.2017 16:00 (CET/CEST)","3656"
"France (FR)","04.01.2017 16:00 - 04.01.2017 17:00 (CET/CEST)","3894"
"France (FR)","04.01.2017 17:00 - 04.01.2017 18:00 (CET/CEST)","4631"
"France (FR)","04.01.2017 18:00 - 04.01.2017 19:00 (CET/CEST)","5101"
"France (FR)","04.01.2017 19:00 - 04.01.2017 20:00 (CET/CEST)","5023"
"France (FR)","04.01.2017 20:00 - 04.01.2017 21:00 (CET/CEST)","4450"
"France (FR)","04.01.2017 21:00 - 04.01.2017 22:00 (CET/CEST)","3719"
"France (FR)","04.01.2017 22:00 - 04.01.2017 23:00 (CET/CEST)","3726"
"France (FR)","04.01.2017 23:00 - 05.01.2017 00:00 (CET/CEST)","3576"
"France (FR)","05.01.2017 00:00 - 05.01.2017 01:00 (CET/CEST)","3113"
"France (FR)","05.01.2017 01:00 - 05.01.2017 02:00 (CET/CEST)","2856"
"France (FR)","05.01.2017 02:00 - 05.01.2017 03:00 (CET/CEST)","2822"
"France (FR)","05.01.2017 03:00 - 05.01.2017 04:00 (CET/CEST)","2895"
"France (FR)","05.01.2017 04:00 - 05.01.2017 05:00 (CET/CEST)","3035"
"France (FR)","05.01.2017 05:00 - 05.01.2017 06:00 (CET/CEST)","3044"
"France (FR)","05.01.2017 06:00 - 05.01.2017 07:00 (CET/CEST)","3245"
"France (FR)","05.01.2017 07:00 - 05.01.2017 08:00 (CET/CEST)","3882"
"France (FR)","05.01.2017 08:00 - 05.01.2017 09:00 (CET/CEST)","4162"
"France (FR)","05.01.2017 09:00 - 05.01.2017 10:00 (CET/CEST)","4368"
"France (FR)","05.01.2017 10:00 - 05.01.2017 11:00 (CET/CEST)","4258"
"France (FR)","05.01.2017 11:00 - 05.01.2017 12:00 (CET/CEST)","4196"
"France (FR)","05.01.2017 12:00 - 05.01.2017 13:00 (CET/CEST)","4108"
"France (FR)","05.01.2017 13:00 - 05.01.2017 14:00 (CET/CEST)","3848"
"France (FR)","05.01.2017 14:00 - 05.01.2017 15:00 (CET/CEST)","3519"
"France (FR)","05.01.2017 15:00 - 05.01.2017 16:00 (CET/CEST)","3407"
"France (FR)","05.01.2017 16:00 - 05.01.2017 17:00 (CET/CEST)","3810"
"France (FR)","05.01.2017 17:00 - 05.01.2017 18:00 (CET/CEST)","4436"
"France (FR)","05.01.2017 18:00 - 05.01.2017 19:00 (CET/CEST)","5154"
"France (FR)","05.01.2017 19:00 - 05.01.2017 20:00 (CET/CEST)","5124"
"France (FR)","05.01.2017 20:00 - 05.01.2017 21:00 (CET/CEST)","4297"
"France (FR)","05.01.2017 21:00 - 05.01.2017 22:00 (CET/CEST)","4004"
"France (FR)","05.01.2017 22:00 - 05.01.2017 23:00 (CET/CEST)","3614"
"France (FR)","05.01.2017 23:00 - 06.01.2017 00:00 (CET/CEST)","3345"
"France (FR)","06.01.2017 00:00 - 06.01.2017 01:00 (CET/CEST)","3007"
"France (FR)","06.01.2017 01:00 - 06.01.2017 02:00 (CET/CEST)","2812"
"France (FR)","06.01.2017 02:00 - 06.01.2017 03:00 (CET/CEST)","2827"
"France (FR)","06.01.2017 03:00 - 06.01.2017 04:00 (CET/CEST)","2748"
"France (FR)","06.01.2017 04:00 - 06.01.2017 05:00 (CET/CEST)","2798"
"France (FR)","06.01.2017 05:00 - 06.01.2017 06:00 (CET/CEST)","2917"
"France (FR)","06.01.2017 06:00 - 06.01.2017 07:00 (CET/CEST)","3225"
"France (FR)","06.01.2017 07:00 - 06.01.2017 08:00 (CET/CEST)","4308"
"France (FR)","06.01.2017 08:00 - 06.01.2017 09:00 (CET/CEST)","4823"
"France (FR)","06.01.2017 09:00 - 06.01.2017 10:00 (CET/CEST)","4894"
"France (FR)","06.01.2017 10:00 - 06.01.2017 11:00 (CET/CEST)","4799"
"France (FR)","06.01.2017 11:00 - 06.01.2017 12:00 (CET/CEST)","4543"
"France (FR)","06.01.2017 12:00 - 06.01.2017 13:00 (CET/CEST)","4095"
"France (FR)","06.01.2017 13:00 - 06.01.2017 14:00 (CET/CEST)","3605"
"France (FR)","06.01.2017 14:00 - 06.01.2017 15:00 (CET/CEST)","3229"
"France (FR)","06.01.2017 15:00 - 06.01.2017 16:00 (CET/CEST)","3063"
"France (FR)","06.01.2017 16:00 - 06.01.2017 17:00 (CET/CEST)","3226"
"France (FR)","06.01.2017 17:00 - 06.01.2017 18:00 (CET/CEST)","4033"
"France (FR)","06.01.2017 18:00 - 06.01.2017 19:00 (CET/CEST)","5125"
"France (FR)","06.01.2017 19:00 - 06.01.2017 20:00 (CET/CEST)","5232"
"France (FR)","06.01.2017 20:00 - 06.01.2017 21:00 (CET/CEST)","4594"
"France (FR)","06.01.2017 21:00 - 06.01.2017 22:00 (CET/CEST)","3784"
"France (FR)","06.01.2017 22:00 - 06.01.2017 23:00 (CET/CEST)","3676"
"France (FR)","06.01.2017 23:00 - 07.01.2017 00:00 (CET/CEST)","3764"
"France (FR)","07.01.2017 00:00 - 07.01.2017 01:00 (CET/CEST)","3123"
"France (FR)","07.01.2017 01:00 - 07.01.2017 02:00 (CET/CEST)","2722"
"France (FR)","07.01.2017 02:00 - 07.01.2017 03:00 (CET/CEST)","2592"
"France (FR)","07.01.2017 03:00 - 07.01.2017 04:00 (CET/CEST)","2527"
"France (FR)","07.01.2017 04:00 - 07.01.2017 05:00 (CET/CEST)","2502"
"France (FR)","07.01.2017 05:00 - 07.01.2017 06:00 (CET/CEST)","2556"
"France (FR)","07.01.2017 06:00 - 07.01.2017 07:00 (CET/CEST)","2778"
"France (FR)","07.01.2017 07:00 - 07.01.2017 08:00 (CET/CEST)","2914"
"France (FR)","07.01.2017 08:00 - 07.01.2017 09:00 (CET/CEST)","3098"
"France (FR)","07.01.2017 09:00 - 07.01.2017 10:00 (CET/CEST)","3407"
"France (FR)","07.01.2017 10:00 - 07.01.2017 11:00 (CET/CEST)","3516"
"France (FR)","07.01.2017 11:00 - 07.01.2017 12:00 (CET/CEST)","3546"
"France (FR)","07.01.2017 12:00 - 07.01.2017 13:00 (CET/CEST)","3556"
"France (FR)","07.01.2017 13:00 - 07.01.2017 14:00 (CET/CEST)","3175"
"France (FR)","07.01.2017 14:00 - 07.01.2017 15:00 (CET/CEST)","2868"
"France (FR)","07.01.2017 15:00 - 07.01.2017 16:00 (CET/CEST)","2799"
"France (FR)","07.01.2017 16:00 - 07.01.2017 17:00 (CET/CEST)","2882"
"France (FR)","07.01.2017 17:00 - 07.01.2017 18:00 (CET/CEST)","3230"
"France (FR)","07.01.2017 18:00 - 07.01.2017 19:00 (CET/CEST)","4108"
"France (FR)","07.01.2017 19:00 - 07.01.2017 20:00 (CET/CEST)","4044"
"France (FR)","07.01.2017 20:00 - 07.01.2017 21:00 (CET/CEST)","3401"
"France (FR)","07.01.2017 21:00 - 07.01.2017 22:00 (CET/CEST)","3121"
"France (FR)","07.01.2017 22:00 - 07.01.2017 23:00 (CET/CEST)","2970"
"France (FR)","07.01.2017 23:00 - 08.01.2017 00:00 (CET/CEST)","2930"
"France (FR)","08.01.2017 00:00 - 08.01.2017 01:00 (CET/CEST)","3047"
"France (FR)","08.01.2017 01:00 - 08.01.2017 02:00 (CET/CEST)","2654"
"France (FR)","08.01.2017 02:00 - 08.01.2017 03:00 (CET/CEST)","2326"
"France (FR)","08.01.2017 03:00 - 08.01.2017 04:00 (CET/CEST)","2192"
"France (FR)","08.01.2017 04:00 - 08.01.2017 05:00 (CET/CEST)","2158"
"France (FR)","08.01.2017 05:00 - 08.01.2017 06:00 (CET/CEST)","2155"
"France (FR)","08.01.2017 06:00 - 08.01.2017 07:00 (CET/CEST)","2274"
"France (FR)","08.01.2017 07:00 - 08.01.2017 08:00 (CET/CEST)","2525"
"France (FR)","08.01.2017 08:00 - 08.01.2017 09:00 (CET/CEST)","2571"
"France (FR)","08.01.2017 09:00 - 08.01.2017 10:00 (CET/CEST)","2588"
"France (FR)","08.01.2017 10:00 - 08.01.2017 11:00 (CET/CEST)","2544"
"France (FR)","08.01.2017 11:00 - 08.01.2017 12:00 (CET/CEST)","2675"
"France (FR)","08.01.2017 12:00 - 08.01.2017 13:00 (CET/CEST)","2814"
"France (FR)","08.01.2017 13:00 - 08.01.2017 14:00 (CET/CEST)","2629"
"France (FR)","08.01.2017 14:00 - 08.01.2017 15:00 (CET/CEST)","2321"
"France (FR)","08.01.2017 15:00 - 08.01.2017 16:00 (CET/CEST)","2257"
"France (FR)","08.01.2017 16:00 - 08.01.2017 17:00 (CET/CEST)","2260"
"France (FR)","08.01.2017 17:00 - 08.01.2017 18:00 (CET/CEST)","2423"
"France (FR)","08.01.2017 18:00 - 08.01.2017 19:00 (CET/CEST)","2961"
"France (FR)","08.01.2017 19:00 - 08.01.2017 20:00 (CET/CEST)","3474"
"France (FR)","08.01.2017 20:00 - 08.01.2017 21:00 (CET/CEST)","3256"
"France (FR)","08.01.2017 21:00 - 08.01.2017 22:00 (CET/CEST)","2940"
"France (FR)","08.01.2017 22:00 - 08.01.2017 23:00 (CET/CEST)","2928"
"France (FR)","08.01.2017 23:00 - 09.01.2017 00:00 (CET/CEST)","2581"
"France (FR)","09.01.2017 00:00 - 09.01.2017 01:00 (CET/CEST)","2251"
"France (FR)","09.01.2017 01:00 - 09.01.2017 02:00 (CET/CEST)","2221"
"France (FR)","09.01.2017 02:00 - 09.01.2017 03:00 (CET/CEST)","2148"
"France (FR)","09.01.2017 03:00 - 09.01.2017 04:00 (CET/CEST)","2100"
"France (FR)","09.01.2017 04:00 - 09.01.2017 05:00 (CET/CEST)","2160"
"France (FR)","09.01.2017 05:00 - 09.01.2017 06:00 (CET/CEST)","2212"
"France (FR)","09.01.2017 06:00 - 09.01.2017 07:00 (CET/CEST)","2456"
"France (FR)","09.01.2017 07:00 - 09.01.2017 08:00 (CET/CEST)","3260"
"France (FR)","09.01.2017 08:00 - 09.01.2017 09:00 (CET/CEST)","3654"
"France (FR)","09.01.2017 09:00 - 09.01.2017 10:00 (CET/CEST)","3864"
"France (FR)","09.01.2017 10:00 - 09.01.2017 11:00 (CET/CEST)","3772"
"France (FR)","09.01.2017 11:00 - 09.01.2017 12:00 (CET/CEST)","3674"
"France (FR)","09.01.2017 12:00 - 09.01.2017 13:00 (CET/CEST)","3438"
"France (FR)","09.01.2017 13:00 - 09.01.2017 14:00 (CET/CEST)","3252"
"France (FR)","09.01.2017 14:00 - 09.01.2017 15:00 (CET/CEST)","3072"
"France (FR)","09.01.2017 15:00 - 09.01.2017 16:00 (CET/CEST)","3002"
"France (FR)","09.01.2017 16:00 - 09.01.2017 17:00 (CET/CEST)","3061"
"France (FR)","09.01.2017 17:00 - 09.01.2017 18:00 (CET/CEST)","3421"
"France (FR)","09.01.2017 18:00 - 09.01.2017 19:00 (CET/CEST)","4018"
"France (FR)","09.01.2017 19:00 - 09.01.2017 20:00 (CET/CEST)","4003"
"France (FR)","09.01.2017 20:00 - 09.01.2017 21:00 (CET/CEST)","3894"
"France (FR)","09.01.2017 21:00 - 09.01.2017 22:00 (CET/CEST)","3410"
"France (FR)","09.01.2017 22:00 - 09.01.2017 23:00 (CET/CEST)","3210"
"France (FR)","09.01.2017 23:00 - 10.01.2017 00:00 (CET/CEST)","2928"
"France (FR)","10.01.2017 00:00 - 10.01.2017 01:00 (CET/CEST)","2722"
"France (FR)","10.01.2017 01:00 - 10.01.2017 02:00 (CET/CEST)","2364"
"France (FR)","10.01.2017 02:00 - 10.01.2017 03:00 (CET/CEST)","2318"
"France (FR)","10.01.2017 03:00 - 10.01.2017 04:00 (CET/CEST)","2353"
"France (FR)","10.01.2017 04:00 - 10.01.2017 05:00 (CET/CEST)","2347"
"France (FR)","10.01.2017 05:00 - 10.01.2017 06:00 (CET/CEST)","2440"
"France (FR)","10.01.2017 06:00 - 10.01.2017 07:00 (CET/CEST)","2957"
"France (FR)","10.01.2017 07:00 - 10.01.2017 08:00 (CET/CEST)","3624"
"France (FR)","10.01.2017 08:00 - 10.01.2017 09:00 (CET/CEST)","3920"
"France (FR)","10.01.2017 09:00 - 10.01.2017 10:00 (CET/CEST)","3971"
"France (FR)","10.01.2017 10:00 - 10.01.2017 11:00 (CET/CEST)","4149"
"France (FR)","10.01.2017 11:00 - 10.01.2017 12:00 (CET/CEST)","4028"
"France (FR)","10.01.2017 12:00 - 10.01.2017 13:00 (CET/CEST)","3837"
"France (FR)","10.01.2017 13:00 - 10.01.2017 14:00 (CET/CEST)","3826"
"France (FR)","10.01.2017 14:00 - 10.01.2017 15:00 (CET/CEST)","3566"
"France (FR)","10.01.2017 15:00 - 10.01.2017 16:00 (CET/CEST)","3541"
"France (FR)","10.01.2017 16:00 - 10.01.2017 17:00 (CET/CEST)","3798"
"France (FR)","10.01.2017 17:00 - 10.01.2017 18:00 (CET/CEST)","4341"
"France (FR)","10.01.2017 18:00 - 10.01.2017 19:00 (CET/CEST)","4831"
"France (FR)","10.01.2017 19:00 - 10.01.2017 20:00 (CET/CEST)","4951"
"France (FR)","10.01.2017 20:00 - 10.01.2017 21:00 (CET/CEST)","4521"
"France (FR)","10.01.2017 21:00 - 10.01.2017 22:00 (CET/CEST)","3843"
"France (FR)","10.01.2017 22:00 - 10.01.2017 23:00 (CET/CEST)","3621"
"France (FR)","10.01.2017 23:00 - 11.01.2017 00:00 (CET/CEST)","3469"
"France (FR)","11.01.2017 00:00 - 11.01.2017 01:00 (CET/CEST)","3096"
"France (FR)","11.01.2017 01:00 - 11.01.2017 02:00 (CET/CEST)","2841"
"France (FR)","11.01.2017 02:00 - 11.01.2017 03:00 (CET/CEST)","2771"
"France (FR)","11.01.2017 03:00 - 11.01.2017 04:00 (CET/CEST)","2619"
"France (FR)","11.01.2017 04:00 - 11.01.2017 05:00 (CET/CEST)","2562"
"France (FR)","11.01.2017 05:00 - 11.01.2017 06:00 (CET/CEST)","2676"
"France (FR)","11.01.2017 06:00 - 11.01.2017 07:00 (CET/CEST)","3023"
"France (FR)","11.01.2017 07:00 - 11.01.2017 08:00 (CET/CEST)","3671"
"France (FR)","11.01.2017 08:00 - 11.01.2017 09:00 (CET/CEST)","4263"
"France (FR)","11.01.2017 09:00 - 11.01.2017 10:00 (CET/CEST)","4496"
"France (FR)","11.01.2017 10:00 - 11.01.2017 11:00 (CET/CEST)","4438"
"France (FR)","11.01.2017 11:00 - 11.01.2017 12:00 (CET/CEST)","4235"
"France (FR)","11.01.2017 12:00 - 11.01.2017 13:00 (CET/CEST)","3997"
"France (FR)","11.01.2017 13:00 - 11.01.2017 14:00 (CET/CEST)","3702"
"France (FR)","11.01.2017 14:00 - 11.01.2017 15:00 (CET/CEST)","3589"
"France (FR)","11.01.2017 15:00 - 11.01.2017 16:00 (CET/CEST)","3571"
"France (FR)","11.01.2017 16:00 - 11.01.2017 17:00 (CET/CEST)","3696"
"France (FR)","11.01.2017 17:00 - 11.01.2017 18:00 (CET/CEST)","4247"
"France (FR)","11.01.2017 18:00 - 11.01.2017 19:00 (CET/CEST)","4753"
"France (FR)","11.01.2017 19:00 - 11.01.2017 20:00 (CET/CEST)","4766"
"France (FR)","11.01.2017 20:00 - 11.01.2017 21:00 (CET/CEST)","4214"
"France (FR)","11.01.2017 21:00 - 11.01.2017 22:00 (CET/CEST)","3612"
"France (FR)","11.01.2017 22:00 - 11.01.2017 23:00 (CET/CEST)","3605"
"France (FR)","11.01.2017 23:00 - 12.01.2017 00:00 (CET/CEST)","3599"
"France (FR)","12.01.2017 00:00 - 12.01.2017 01:00 (CET/CEST)","3257"
"France (FR)","12.01.2017 01:00 - 12.01.2017 02:00 (CET/CEST)","2829"
"France (FR)","12.01.2017 02:00 - 12.01.2017 03:00 (CET/CEST)","2753"
"France (FR)","12.01.2017 03:00 - 12.01.2017 04:00 (CET/CEST)","2705"
"France (FR)","12.01.2017 04:00 - 12.01.2017 05:00 (CET/CEST)","2662"
"France (FR)","12.01.2017 05:00 - 12.01.2017 06:00 (CET/CEST)","2797"
"France (FR)","12.01.2017 06:00 - 12.01.2017 07:00 (CET/CEST)","3079"
"France (FR)","12.01.2017 07:00 - 12.01.2017 08:00 (CET/CEST)","3588"
"France (FR)","12.01.2017 08:00 - 12.01.2017 09:00 (CET/CEST)","4127"
"France (FR)","12.01.2017 09:00 - 12.01.2017 10:00 (CET/CEST)","4249"
"France (FR)","12.01.2017 10:00 - 12.01.2017 11:00 (CET/CEST)","4456"
"France (FR)","12.01.2017 11:00 - 12.01.2017 12:00 (CET/CEST)","4153"
"France (FR)","12.01.2017 12:00 - 12.01.2017 13:00 (CET/CEST)","3909"
"France (FR)","12.01.2017 13:00 - 12.01.2017 14:00 (CET/CEST)","3549"
"France (FR)","12.01.2017 14:00 - 12.01.2017 15:00 (CET/CEST)","3207"
"France (FR)","12.01.2017 15:00 - 12.01.2017 16:00 (CET/CEST)","2862"
"France (FR)","12.01.2017 16:00 - 12.01.2017 17:00 (CET/CEST)","3076"
"France (FR)","12.01.2017 17:00 - 12.01.2017 18:00 (CET/CEST)","3460"
"France (FR)","12.01.2017 18:00 - 12.01.2017 19:00 (CET/CEST)","4241"
"France (FR)","12.01.2017 19:00 - 12.01.2017 20:00 (CET/CEST)","4134"
"France (FR)","12.01.2017 20:00 - 12.01.2017 21:00 (CET/CEST)","3688"
"France (FR)","12.01.2017 21:00 - 12.01.2017 22:00 (CET/CEST)","3364"
"France (FR)","12.01.2017 22:00 - 12.01.2017 23:00 (CET/CEST)","3416"
"France (FR)","12.01.2017 23:00 - 13.01.2017 00:00 (CET/CEST)","3438"
"France (FR)","13.01.2017 00:00 - 13.01.2017 01:00 (CET/CEST)","3055"
"France (FR)","13.01.2017 01:00 - 13.01.2017 02:00 (CET/CEST)","2817"
"France (FR)","13.01.2017 02:00 - 13.01.2017 03:00 (CET/CEST)","2711"
"France (FR)","13.01.2017 03:00 - 13.01.2017 04:00 (CET/CEST)","2600"
"France (FR)","13.01.2017 04:00 - 13.01.2017 05:00 (CET/CEST)","2502"
"France (FR)","13.01.2017 05:00 - 13.01.2017 06:00 (CET/CEST)","2532"
"France (FR)","13.01.2017 06:00 - 13.01.2017 07:00 (CET/CEST)","2835"
"France (FR)","13.01.2017 07:00 - 13.01.2017 08:00 (CET/CEST)","3641"
"France (FR)","13.01.2017 08:00 - 13.01.2017 09:00 (CET/CEST)","3988"
"France (FR)","13.01.2017 09:00 - 13.01.2017 10:00 (CET/CEST)","4333"
"France (FR)","13.01.2017 10:00 - 13.01.2017 11:00 (CET/CEST)","4343"
"France (FR)","13.01.2017 11:00 - 13.01.2017 12:00 (CET/CEST)","4171"
"France (FR)","13.01.2017 12:00 - 13.01.2017 13:00 (CET/CEST)","3653"
"France (FR)","13.01.2017 13:00 - 13.01.2017 14:00 (CET/CEST)","3316"
"France (FR)","13.01.2017 14:00 - 13.01.2017 15:00 (CET/CEST)","3110"
"France (FR)","13.01.2017 15:00 - 13.01.2017 16:00 (CET/CEST)","3127"
"France (FR)","13.01.2017 16:00 - 13.01.2017 17:00 (CET/CEST)","3232"
"France (FR)","13.01.2017 17:00 - 13.01.2017 18:00 (CET/CEST)","3896"
"France (FR)","13.01.2017 18:00 - 13.01.2017 19:00 (CET/CEST)","4621"
"France (FR)","13.01.2017 19:00 - 13.01.2017 20:00 (CET/CEST)","4612"
"France (FR)","13.01.2017 20:00 - 13.01.2017 21:00 (CET/CEST)","3956"
"France (FR)","13.01.2017 21:00 - 13.01.2017 22:00 (CET/CEST)","3489"
"France (FR)","13.01.2017 22:00 - 13.01.2017 23:00 (CET/CEST)","3213"
"France (FR)","13.01.2017 23:00 - 14.01.2017 00:00 (CET/CEST)","3309"
"France (FR)","14.01.2017 00:00 - 14.01.2017 01:00 (CET/CEST)","3023"
"France (FR)","14.01.2017 01:00 - 14.01.2017 02:00 (CET/CEST)","2820"
"France (FR)","14.01.2017 02:00 - 14.01.2017 03:00 (CET/CEST)","2724"
"France (FR)","14.01.2017 03:00 - 14.01.2017 04:00 (CET/CEST)","2678"
