"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]"
"France (FR)","06.01.2018 07:00 - 06.01.2018 08:00 (CET/CEST)","5863"
"France (FR)","06.01.2018 08:00 - 06.01.2018 09:00 (CET/CEST)","5923"
"France (FR)","06.01.2018 09:00 - 06.01.2018 10:00 (CET/CEST)","5878"
"France (FR)","06.01.2018 10:00 - 06.01.2018 11:00 (CET/CEST)","5916"
"France (FR)","06.01.2018 11:00 - 06.01.2018 12:00 (CET/CEST)","6041"
"France (FR)","06.01.2018 12:00 - 06.01.2018 13:00 (CET/CEST)","6122"
"France (FR)","06.01.2018 13:00 - 06.01.2018 14:00 (CET/CEST)","6131"
"France (FR)","06.01.2018 14:00 - 06.01.2018 15:00 (CET/CEST)","6191"
"France (FR)","06.01.2018 15:00 - 06.01.2018 16:00 (CET/CEST)","6197"
"France (FR)","06.01.2018 16:00 - 06.01.2018 17:00 (CET/CEST)","6170"
"France (FR)","06.01.2018 17:00 - 06.01.2018 18:00 (CET/CEST)","6187"
"France (FR)","06.01.2018 18:00 - 06.01.2018 19:00 (CET/CEST)","6202"
"France (FR)","06.01.2018 19:00 - 06.01.2018 20:00 (CET/CEST)","6220"
"France (FR)","06.01.2018 20:00 - 06.01.2018 21:00 (CET/CEST)","6112"
"France (FR)","06.01.2018 21:00 - 06.01.2018 22:00 (CET/CEST)","5975"
"France (FR)","06.01.2018 22:00 - 06.01.2018 23:00 (CET/CEST)","5894"
"France (FR)","06.01.2018 23:00 - 07.01.2018 00:00 (CET/CEST)","5872"
"France (FR)","07.01.2018 00:00 - 07.01.2018 01:00 (CET/CEST)","5829"
"France (FR)","07.01.2018 01:00 - 07.01.2018 02:00 (CET/CEST)","5698"
"France (FR)","07.01.2018 02:00 - 07.01.2018 03:00 (CET/CEST)","5863"
"France (FR)","07.01.2018 03:00 - 07.01.2018 04:00 (CET/CEST)","5878"
"France (FR)","07.01.2018 04:00 - 07.01.2018 05:00 (CET/CEST)","5881"
"France (FR)","07.01.2018 05:00 - 07.01.2018 06:00 (CET/CEST)","5891"
"France (FR)","07.01.2018 06:00 - 07.01.2018 07:00 (CET/CEST)","5910"
"France (FR)","07.01.2018 07:00 - 07.01.2018 08:00 (CET/CEST)","5815"
"France (FR)","07.01.2018 08:00 - 07.01.2018 09:00 (CET/CEST)","5789"
"France (FR)","07.01.2018 09:00 - 07.01.2018 10:00 (CET/CEST)","5739"
"France (FR)","07.01.2018 10:00 - 07.01.2018 11:00 (CET/CEST)","5751"
"France (FR)","07.01.2018 11:00 - 07.01.2018 12:00 (CET/CEST)","5833"
"France (FR)","07.01.2018 12:00 - 07.01.2018 13:00 (CET/CEST)","5881"
"France (FR)","07.01.2018 13:00 - 07.01.2018 14:00 (CET/CEST)","5876"
"France (FR)","07.01.2018 14:00 - 07.01.2018 15:00 (CET/CEST)","5826"
"France (FR)","07.01.2018 15:00 - 07.01.2018 16:00 (CET/CEST)","5970"
"France (FR)","07.01.2018 16:00 - 07.01.2018 17:00 (CET/CEST)","5964"
"France (FR)","07.01.2018 17:00 - 07.01.2018 18:00 (CET/CEST)","5998"
"France (FR)","07.01.2018 18:00 - 07.01.2018 19:00 (CET/CEST)","6318"
"France (FR)","07.01.2018 19:00 - 07.01.2018 20:00 (CET/CEST)","6299"
"France (FR)","07.01.2018 20:00 - 07.01.2018 21:00 (CET/CEST)","6191"
"France (FR)","07.01.2018 21:00 - 07.01.2018 22:00 (CET/CEST)","6173"
"France (FR)","07.01.2018 22:00 - 07.01.2018 23:00 (CET/CEST)","6060"
"France (FR)","07.01.2018 23:00 - 08.01.2018 00:00 (CET/CEST)","6015"
"France (FR)","08.01.2018 00:00 - 08.01.2018 01:00 (CET/CEST)","5738"
"France (FR)","08.01.2018 01:00 - 08.01.2018 02:00 (CET/CEST)","5664"
"France (FR)","08.01.2018 02:00 - 08.01.2018 03:00 (CET/CEST)","5624"
"France (FR)","08.01.2018 03:00 - 08.01.2018 04:00 (CET/CEST)","5739"
"France (FR)","08.01.2018 04:00 - 08.01.2018 05:00 (CET/CEST)","5807"
"France (FR)","08.01.2018 05:00 - 08.01.2018 06:00 (CET/CEST)","5887"
"France (FR)","08.01.2018 06:00 - 08.01.2018 07:00 (CET/CEST)","6070"
"France (FR)","08.01.2018 07:00 - 08.01.2018 08:00 (CET/CEST)","6319"
"France (FR)","08.01.2018 08:00 - 08.01.2018 09:00 (CET/CEST)","6287"
"France (FR)","08.01.2018 09:00 - 08.01.2018 10:00 (CET/CEST)","6316"
"France (FR)","08.01.2018 10:00 - 08.01.2018 11:00 (CET/CEST)","6399"
"France (FR)","08.01.2018 11:00 - 08.01.2018 12:00 (CET/CEST)","6465"
"France (FR)","08.01.2018 12:00 - 08.01.2018 13:00 (CET/CEST)","6498"
"France (FR)","08.01.2018 13:00 - 08.01.2018 14:00 (CET/CEST)","6483"
"France (FR)","08.01.2018 14:00 - 08.01.2018 15:00 (CET/CEST)","6307"
"France (FR)","08.01.2018 15:00 - 08.01.2018 16:00 (CET/CEST)","6272"
"France (FR)","08.01.2018 16:00 - 08.01.2018 17:00 (CET/CEST)","6502"
"France (FR)","08.01.2018 17:00 - 08.01.2018 18:00 (CET/CEST)","6568"
"France (FR)","08.01.2018 18:00 - 08.01.2018 19:00 (CET/CEST)","6778"
"France (FR)","08.01.2018 19:00 - 08.01.2018 20:00 (CET/CEST)","6771"
"France (FR)","08.01.2018 20:00 - 08.01.2018 21:00 (CET/CEST)","6573"
"France (FR)","08.01.2018 21:00 - 08.01.2018 22:00 (CET/CEST)","6377"
"France (FR)","08.01.2018 22:00 - 08.01.2018 23:00 (CET/CEST)","6320"
"France (FR)","08.01.2018 23:00 - 09.01.2018 00:00 (CET/CEST)","6378"
"France (FR)","09.01.2018 00:00 - 09.01.2018 01:00 (CET/CEST)","6162"
"France (FR)","09.01.2018 01:00 - 09.01.2018 02:00 (CET/CEST)","6044"
"France (FR)","09.01.2018 02:00 - 09.01.2018 03:00 (CET/CEST)","5938"
"France (FR)","09.01.2018 03:00 - 09.01.2018 04:00 (CET/CEST)","5879"
"France (FR)","09.01.2018 04:00 - 09.01.2018 05:00 (CET/CEST)","5960"
"France (FR)","09.01.2018 05:00 - 09.01.2018 06:00 (CET/CEST)","6090"
"France (FR)","09.01.2018 06:00 - 09.01.2018 07:00 (CET/CEST)","6264"
"France (FR)","09.01.2018 07:00 - 09.01.2018 08:00 (CET/CEST)","6458"
"France (FR)","09.01.2018 08:00 - 09.01.2018 09:00 (CET/CEST)","6523"
"France (FR)","09.01.2018 09:00 - 09.01.2018 10:00 (CET/CEST)","6480"
"France (FR)","09.01.2018 10:00 - 09.01.2018 11:00 (CET/CEST)","6589"
"France (FR)","09.01.2018 11:00 - 09.01.2018 12:00 (CET/CEST)","6518"
"France (FR)","09.01.2018 12:00 - 09.01.2018 13:00 (CET/CEST)","6438"
"France (FR)","09.01.2018 13:00 - 09.01.2018 14:00 (CET/CEST)","6342"
"France (FR)","09.01.2018 14:00 - 09.01.2018 15:00 (CET/CEST)","6157"
"France (FR)","09.01.2018 15:00 - 09.01.2018 16:00 (CET/CEST)","6112"
"France (FR)","09.01.2018 16:00 - 09.01.2018 17:00 (CET/CEST)","6202"
"France (FR)","09.01.2018 17:00 - 09.01.2018 18:00 (CET/CEST)","6472"
"France (FR)","09.01.2018 18:00 - 09.01.2018 19:00 (CET/CEST)","6648"
"France (FR)","09.01.2018 19:00 - 09.01.2018 20:00 (CET/CEST)","6739"
"France (FR)","09.01.2018 20:00 - 09.01.2018 21:00 (CET/CEST)","6469"
"France (FR)","09.01.2018 21:00 - 09.01.2018 22:00 (CET/CEST)","6242"
"France (FR)","09.01.2018 22:00 - 09.01.2018 23:00 (CET/CEST)","6195"
"France (FR)","09.01.2018 23:00 - 10.01.2018 00:00 (CET/CEST)","6230"
"France (FR)","10.01.2018 00:00 - 10.01.2018 01:00 (CET/CEST)","6108"
"France (FR)","10.01.2018 01:00 - 10.01.2018 02:00 (CET/CEST)","5987"
"France (FR)","10.01.2018 02:00 - 10.01.2018 03:00 (CET/CEST)","5911"
"France (FR)","10.01.2018 03:00 - 10.01.2018 04:00 (CET/CEST)","5880"
"France (FR)","10.01.2018 04:00 - 10.01.2018 05:00 (CET/CEST)","5848"
"France (FR)","10.01.2018 05:00 - 10.01.2018 06:00 (CET/CEST)","5922"
"France (FR)","10.01.2018 06:00 - 10.01.2018 07:00 (CET/CEST)","6139"
"France (FR)","10.01.2018 07:00 - 10.01.2018 08:00 (CET/CEST)","6353"
"France (FR)","10.01.2018 08:00 - 10.01.2018 09:00 (CET/CEST)","6410"
"France (FR)","10.01.2018 09:00 - 10.01.2018 10:00 (CET/CEST)","6479"
"France (FR)","10.01.2018 10:00 - 10.01.2018 11:00 (CET/CEST)","6387"
"France (FR)","10.01.2018 11:00 - 10.01.2018 12:00 (CET/CEST)","6269"
"France (FR)","10.01.2018 12:00 - 10.01.2018 13:00 (CET/CEST)","6181"
"France (FR)","10.01.2018 13:00 - 10.01.2018 14:00 (CET/CEST)","6105"
"France (FR)","10.01.2018 14:00 - 10.01.2018 15:00 (CET/CEST)","6017"
"France (FR)","10.01.2018 15:00 - 10.01.2018 16:00 (CET/CEST)","5998"
"France (FR)","10.01.2018 16:00 - 10.01.2018 17:00 (CET/CEST)","6073"
"France (FR)","10.01.2018 17:00 - 10.01.2018 18:00 (CET/CEST)","6223"
"France (FR)","10.01.2018 18:00 - 10.01.2018 19:00 (CET/CEST)","6663"
"France (FR)","10.01.2018 19:00 - 10.01.2018 20:00 (CET/CEST)","6748"
"France (FR)","10.01.2018 20:00 - 10.01.2018 21:00 (CET/CEST)","6493"
"France (FR)","10.01.2018 21:00 - 10.01.2018 22:00 (CET/CEST)","6312"
"France (FR)","10.01.2018 22:00 - 10.01.2018 23:00 (CET/CEST)","6123"
"France (FR)","10.01.2018 23:00 - 11.01.2018 00:00 (CET/CEST)","6069"
"France (FR)","11.01.2018 00:00 - 11.01.2018 01:00 (CET/CEST)","5927"
"France (FR)","11.01.2018 01:00 - 11.01.2018 02:00 (CET/CEST)","5881"
"France (FR)","11.01.2018 02:00 - 11.01.2018 03:00 (CET/CEST)","5787"
"France (FR)","11.01.2018 03:00 - 11.01.2018 04:00 (CET/CEST)","5823"
"France (FR)","11.01.2018 04:00 - 11.01.2018 05:00 (CET/CEST)","5816"
"France (FR)","11.01.2018 05:00 - 11.01.2018 06:00 (CET/CEST)","5830"
"France (FR)","11.01.2018 06:00 - 11.01.2018 07:00 (CET/CEST)","6115"
"France (FR)","11.01.2018 07:00 - 11.01.2018 08:00 (CET/CEST)","6306"
"France (FR)","11.01.2018 08:00 - 11.01.2018 09:00 (CET/CEST)","6400"
"France (FR)","11.01.2018 09:00 - 11.01.2018 10:00 (CET/CEST)","6466"
"France (FR)","11.01.2018 10:00 - 11.01.2018 11:00 (CET/CEST)","6441"
"France (FR)","11.01.2018 11:00 - 11.01.2018 12:00 (CET/CEST)","6313"
"France (FR)","11.01.2018 12:00 - 11.01.2018 13:00 (CET/CEST)","6298"
"France (FR)","11.01.2018 13:00 - 11.01.2018 14:00 (CET/CEST)","6322"
"France (FR)","11.01.2018 14:00 - 11.01.2018 15:00 (CET/CEST)","6225"
"France (FR)","11.01.2018 15:00 - 11.01.2018 16:00 (CET/CEST)","6202"
"France (FR)","11.01.2018 16:00 - 11.01.2018 17:00 (CET/CEST)","6327"
"France (FR)","11.01.2018 17:00 - 11.01.2018 18:00 (CET/CEST)","6485"
"France (FR)","11.01.2018 18:00 - 11.01.2018 19:00 (CET/CEST)","6576"
"France (FR)","11.01.2018 19:00 - 11.01.2018 20:00 (CET/CEST)","6750"
"France (FR)","11.01.2018 20:00 - 11.01.2018 21:00 (CET/CEST)","6595"
"France (FR)","11.01.2018 21:00 - 11.01.2018 22:00 (CET/CEST)","6428"
"France (FR)","11.01.2018 22:00 - 11.01.2018 23:00 (CET/CEST)","6213"
"France (FR)","11.01.2018 23:00 - 12.01.2018 00:00 (CET/CEST)","6080"
"France (FR)","12.01.2018 00:00 - 12.01.2018 01:00 (CET/CEST)","5843"
"France (FR)","12.01.2018 01:00 - 12.01.2018 02:00 (CET/CEST)","5847"
"France (FR)","12.01.2018 02:00 - 12.01.2018 03:00 (CET/CEST)","5814"
"France (FR)","12.01.2018 03:00 - 12.01.2018 04:00 (CET/CEST)","5783"
"France (FR)","12.01.2018 04:00 - 12.01.2018 05:00 (CET/CEST)","5837"
"France (FR)","12.01.2018 05:00 - 12.01.2018 06:00 (CET/CEST)","5931"
"France (FR)","12.01.2018 06:00 - 12.01.2018 07:00 (CET/CEST)","6135"
"France (FR)","12.01.2018 07:00 - 12.01.2018 08:00 (CET/CEST)","6348"
"France (FR)","12.01.2018 08:00 - 12.01.2018 09:00 (CET/CEST)","6628"
"France (FR)","12.01.2018 09:00 - 12.01.2018 10:00 (CET/CEST)","6885"
"France (FR)","12.01.2018 10:00 - 12.01.2018 11:00 (CET/CEST)","6951"
"France (FR)","12.01.2018 11:00 - 12.01.2018 12:00 (CET/CEST)","6891"
"France (FR)","12.01.2018 12:00 - 12.01.2018 13:00 (CET/CEST)","6770"
"France (FR)","12.01.2018 13:00 - 12.01.2018 14:00 (CET/CEST)","6676"
"France (FR)","12.01.2018 14:00 - 12.01.2018 15:00 (CET/CEST)","6478"
"France (FR)","12.01.2018 15:00 - 12.01.2018 16:00 (CET/CEST)","6411"
"France (FR)","12.01.2018 16:00 - 12.01.2018 17:00 (CET/CEST)","6425"
"France (FR)","12.01.2018 17:00 - 12.01.2018 18:00 (CET/CEST)","6503"
"France (FR)","12.01.2018 18:00 - 12.01.2018 19:00 (CET/CEST)","6649"
"France (FR)","12.01.2018 19:00 - 12.01.2018 20:00 (CET/CEST)","6659"
"France (FR)","12.01.2018 20:00 - 12.01.2018 21:00 (CET/CEST)","6461"
"France (FR)","12.01.2018 21:00 - 12.01.2018 22:00 (CET/CEST)","6288"
"France (FR)","12.01.2018 22:00 - 12.01.2018 23:00 (CET/CEST)","6258"
"France (FR)","12.01.2018 23:00 - 13.01.2018 00:00 (CET/CEST)","6177"
"France (FR)","13.01.2018 00:00 - 13.01.2018 01:00 (CET/CEST)","5989"
"France (FR)","13.01.2018 01:00 - 13.01.2018 02:00 (CET/CEST)","5916"
"France (FR)","13.01.2018 02:00 - 13.01.2018 03:00 (CET/CEST)","5738"
"France (FR)","13.01.2018 03:00 - 13.01.2018 04:00 (CET/CEST)","5656"
"France (FR)","13.01.2018 04:00 - 13.01.2018 05:00 (CET/CEST)","5652"
"France (FR)","13.01.2018 05:00 - 13.01.2018 06:00 (CET/CEST)","5646"
"France (FR)","13.01.2018 06:00 - 13.01.2018 07:00 (CET/CEST)","5738"
"France (FR)","13.01.2018 07:00 - 13.01.2018 08:00 (CET/CEST)","5976"
"France (FR)","13.01.2018 08:00 - 13.01.2018 09:00 (CET/CEST)","6122"
"France (FR)","13.01.2018 09:00 - 13.01.2018 10:00 (CET/CEST)","6272"
"France (FR)","13.01.2018 10:00 - 13.01.2018 11:00 (CET/CEST)","6356"
"France (FR)","13.01.2018 11:00 - 13.01.2018 12:00 (CET/CEST)","6193"
"France (FR)","13.01.2018 12:00 - 13.01.2018 13:00 (CET/CEST)","6092"
"France (FR)","13.01.2018 13:00 - 13.01.2018 14:00 (CET/CEST)","6037"
"France (FR)","13.01.2018 14:00 - 13.01.2018 15:00 (CET/CEST)","5996"
"France (FR)","13.01.2018 15:00 - 13.01.2018 16:00 (CET/CEST)","5945"
"France (FR)","13.01.2018 16:00 - 13.01.2018 17:00 (CET/CEST)","5996"
"France (FR)","13.01.2018 17:00 - 13.01.2018 18:00 (CET/CEST)","6185"
"France (FR)","13.01.2018 18:00 - 13.01.2018 19:00 (CET/CEST)","6474"
"France (FR)","13.01.2018 19:00 - 13.01.2018 20:00 (CET/CEST)","6564"
"France (FR)","13.01.2018 20:00 - 13.01.2018 21:00 (CET/CEST)","6308"
"France (FR)","13.01.2018 21:00 - 13.01.2018 22:00 (CET/CEST)","6392"
"France (FR)","13.01.2018 22:00 - 13.01.2018 23:00 (CET/CEST)","6434"
"France (FR)","13.01.2018 23:00 - 14.01.2018 00:00 (CET/CEST)","6321"
"France (FR)","14.01.2018 00:00 - 14.01.2018 01:00 (CET/CEST)","6161"
"France (FR)","14.01.2018 01:00 - 14.01.2018 02:00 (CET/CEST)","5917"
"France (FR)","14.01.2018 02:00 - 14.01.2018 03:00 (CET/CEST)","5795"
"France (FR)","14.01.2018 03:00 - 14.01.2018 04:00 (CET/CEST)","5593"
